#Info	Device Log	from Device	manufactured by	PyroScience GmbH
#Link	https://pyroscience.com
#Log Name	21270013
#Comment	OXCAPAF
#Device Name	AquapHOx-L-O2
#DeviceID	12
#UniqueID	24EB9B04575BA553
#Serial number	21270013
#Firmware	410
#Build	6
#Number of Channels	1
#Available Sensors	35
#Supported Analytes	3
#Channel	1
#
#settings	temp (0.001 °C)	pressure (0.001 mbar)	salinity (0.001 g/L)	duration (1=1ms, 8=128ms)	intensity (0=10%, 7=100%)	amp (3=40x, 4=80x, 5=200x, 6=400x)	frequency (Hz)	crcEnable	writeLock	options (bit0=autoFlashDur., bit1=autoAmpl., bit2=1000xOxygen)	broadcast	analyte (0=none, 1=O2, 2=T, 3=pH, 4=CO2)	fiberType (0=230um, 1=430um, 2=1mm)	dual frequency (Hz)
#0	-300000	1013000	27250	5	2	6	4000	0	0	3	3080192	1	2	100	0	0	0	0	0	0
#calibration	dphi0 (0.001 °)	dphi100 (0.001 °)	temp0 (0.001 °C)	temp100 (0.001 °C)	pressure (0.001 mbar)	humidity (0.001 %RH)	f (0.001)	m (0.001)	calFreq (Hz)	tt (10e-5/K)	kt (10e-5/K)	bkgdAmp (0.001 mV)	bkgdDphi (0.001 °)	useKsv	ksv (10e-6/mbar)	ft (10e-6 / K)	mt (10e-6/K)	tempOffset (0.001 °C)	percentO2 (0.001 %O2)
#1	53533	21984	20418	18210	1013000	100000	804	122	4000	-56	969	118	0	0	0	0	-303	0	20950	0	0	0	0	0	0	0	0	0	0	0
#analogOutput	aoSelectA	aoSelectB	aoSelectC	aoSelectD	aoMinA	aoMinB	aoMinC	aoMinD	aoMaxA	aoMaxB	aoMaxC	aoMaxD
#4	259	261	265	266	0	0	0	0	250000	50000	2500000	250000
#temperatureSettings	sensorType	enableAverage	resistorRef (0.001 Ohm)	a (E-10/K)	b (E-11/K)	c (E-13/K)	tempOffset (0.001 °C)	gain
#20	110100	1	56000000	10194608	24977213	322858	0	1
#settingsStatus	sensorCodeType	sensorCodeLED	sensorCodePD	sensorCodeMiddleBlock	sensorCodeLastBlock	sensorSerialNumber	backgroundCompensation	fiberLength	medium	unitsGas	unitsWater	activeSensors	sensorName0	sensorName1	sensorName2	sampleInterval	uidTemperature0	uidTemperature1	uidPressure0	uidPressure1	uidSalinity0	uidSalinity1	measValidityTime
#30	1392508928	2	6	519	195	241450558	0	0	1	0	3	0	0	0	0	30000	0	0	0	0	0	0	0	0	0
#calibrationStatus	lastCal1	lastCal2	lastCal3
#31	671240704	664240704	60000101	0	0	0	0	0
#loggingStatus	filename0	filename1	filename2	mode	interval	duration	active
#32	926036274	858861616	0	1	4	18	0	0	0	0	0	0	0	0	0	0
#deviceStatus	deviceName0	deviceName1	deviceName2	deviceName3	deviceName4	deviceName5	uidLastConfig0	uidLastConfig1	settingsMode	dimPortLed	slaveAddress
#34	1097954657	1883787128	759967055	838860800	0	0	471265616	723084031	0	1000	1	0	0	0	0	0
#nonOpticalSensorsStatus	sampleIntervalSampleTemp	meaValTimeSampleTemp	sampleIntervalCaseTemp	meaValTimeCaseTemp	sampleIntervalPressure	meaValTimePressure	sampleIntervalHumidity	meaValTimeHumidity
#35	30000	90	0	900	0	900	0	900	0	0	0	0	0	0	0	0
#referenceSettings	referenceMode (0=standard, 1=averaging, 2=smart averaging)	refDurationAveragingMode (ms)	refDurationStandardMode (ms)	timeLimitSmartAveragingMode (s)
#41	2	20	50	10	0	0
#
DateTime (YYYY-MM-DD hh:mm:ss)	Fraction of Second (ms)	Comment	status	dphi (0.001 °)	umolar (0.001 umol/L)	mbar (0.001 mbar)	airSat (0.001 %air sat)	tempSample (0.001 °C)	tempCase (0.001 °C)	signalIntensity (0.001 mV)	ambientLight (0.001 mV)	pressure (0.001 mbar)	humidity (0.001 %RH)	resistorTemp (0.001 Ohm or 0.001 mV)	percentO2 (0.001 %O2)	tempOptical (0.001 °C)	pH (0.001 pH)	ldev (0.001 nm)	-	-
2024-07-04 11:36:44			0	21037	260619	222394	107214	19655	19630	1824643	2281	1049482	39866	13117242	21954	0	0	0	0	0
2024-07-04 11:37:14			0	21042	260476	222288	107164	19659	19630	1826031	2038	1049500	39876	13114682	21943	0	0	0	0	0
2024-07-04 11:37:44			0	21051	260250	222106	107076	19662	19630	1825987	2512	1049455	39910	13112723	21925	0	0	0	0	0
2024-07-04 11:38:14			0	21048	260275	222151	107099	19668	19630	1825539	2643	1049500	39931	13109208	21930	0	0	0	0	0
2024-07-04 11:38:44			0	21055	260087	222005	107030	19672	19640	1827171	2279	1049518	39942	13106708	21915	0	0	0	0	0
2024-07-04 11:39:14			0	21067	259771	221759	106912	19678	19630	1828083	2283	1049555	39931	13103507	21891	0	0	0	0	0
2024-07-04 11:39:44			0	21059	259925	221905	106983	19682	19630	1829239	2303	1049473	39942	13101161	21905	0	0	0	0	0
2024-07-04 11:40:14			0	21066	259730	221758	106913	19687	19630	1828387	2071	1049536	39931	13098320	21891	0	0	0	0	0
2024-07-04 11:40:44			0	21078	259428	221516	106797	19691	19640	1830655	2695	1049582	39943	13095646	21867	0	0	0	0	0
2024-07-04 11:41:14			0	21082	259309	221430	106756	19695	19640	1831131	2090	1049609	39943	13093013	21858	0	0	0	0	0
2024-07-04 11:41:44			0	21095	258985	221169	106630	19699	19630	1832107	2255	1049609	39953	13090863	21833	0	0	0	0	0
2024-07-04 11:42:14			0	21104	258746	220983	106542	19704	19640	1833771	2113	1049573	39953	13088063	21814	0	0	0	0	0
2024-07-04 11:42:44			0	21105	258695	220955	106529	19708	19640	1833663	2133	1049636	39943	13085826	21812	0	0	0	0	0
2024-07-04 11:43:14			0	21115	258440	220753	106432	19712	19640	1835203	2177	1049609	39943	13083386	21792	0	0	0	0	0
2024-07-04 11:43:44			0	21118	258351	220688	106401	19715	19640	1835919	2103	1049627	39931	13081387	21785	0	0	0	0	0
2024-07-04 11:44:14			0	21119	258300	220660	106388	19719	19650	1836575	2177	1049563	39922	13079211	21782	0	0	0	0	0
2024-07-04 11:44:44			0	21136	257888	220323	106226	19723	19660	1836495	2304	1049672	39933	13077011	21749	0	0	0	0	0
2024-07-04 11:45:14			0	21133	257927	220372	106251	19727	19670	1837523	2421	1049635	39934	13074134	21754	0	0	0	0	0
2024-07-04 11:45:44			0	21142	257696	220190	106163	19731	19660	1838948	2273	1049645	39922	13071891	21736	0	0	0	0	0
2024-07-04 11:46:14			0	21148	257532	220065	106104	19735	19660	1839843	2162	1049726	39922	13069705	21724	0	0	0	0	0
2024-07-04 11:46:44			0	21157	257301	219883	106017	19739	19670	1839459	2013	1049744	39923	13067605	21706	0	0	0	0	0
2024-07-04 11:47:14			0	21157	257266	219872	106012	19744	19680	1841235	2322	1049780	39923	13064664	21705	0	0	0	0	0
2024-07-04 11:47:44			0	21162	257132	219770	105963	19747	19680	1841227	2454	1049726	39913	13062872	21694	0	0	0	0	0
2024-07-04 11:48:14			0	21174	256848	219535	105850	19749	19680	1841339	2222	1049762	39903	13061390	21671	0	0	0	0	0
2024-07-04 11:48:44			0	21170	256924	219607	105885	19751	19680	1842999	2248	1049707	39892	13060429	21678	0	0	0	0	0
2024-07-04 11:49:14			0	21186	256565	219300	105737	19751	19690	1842796	2348	1049744	39882	13060255	21648	0	0	0	0	0
2024-07-04 11:49:44			0	21186	256565	219300	105737	19751	19690	1844255	2443	1049698	39860	13060379	21648	0	0	0	0	0
2024-07-04 11:50:14			0	21177	256781	219477	105822	19749	19690	1844751	2861	1049644	39860	13061377	21666	0	0	0	0	0
2024-07-04 11:50:44			0	21180	256735	219426	105797	19746	19690	1843768	2097	1049589	39828	13063206	21661	0	0	0	0	0
2024-07-04 11:51:14			0	21176	256853	219512	105838	19742	19680	1843959	2186	1049535	39793	13065769	21669	0	0	0	0	0
2024-07-04 11:51:44			0	21180	256798	219446	105806	19737	19670	1843779	2233	1049472	39772	13068386	21663	0	0	0	0	0
2024-07-04 11:52:14			0	21171	257028	219627	105893	19733	19660	1842667	2218	1049372	39771	13071140	21680	0	0	0	0	0
2024-07-04 11:52:44			0	21171	257071	219641	105898	19727	19660	1842803	2491	1049390	39759	13074231	21682	0	0	0	0	0
2024-07-04 11:53:14			0	21166	257211	219746	105948	19723	19650	1842331	2257	1049327	39770	13077034	21692	0	0	0	0	0
2024-07-04 11:53:44			0	21159	257397	219889	106016	19719	19640	1841611	2308	1049282	39780	13079227	21706	0	0	0	0	0
2024-07-04 11:54:14			0	21156	257493	219956	106048	19715	19630	1842052	2597	1049264	39779	13081437	21713	0	0	0	0	0
2024-07-04 11:54:44			0	21143	257800	220210	106170	19713	19630	1840163	2482	1049282	39779	13082779	21738	0	0	0	0	0
2024-07-04 11:55:14			0	21153	257596	220024	106080	19710	19620	1841391	2482	1049128	39778	13084421	21720	0	0	0	0	0
2024-07-04 11:55:44			0	21137	257971	220337	106231	19708	19620	1841279	2199	1049128	39789	13085513	21750	0	0	0	0	0
2024-07-04 11:56:14			0	21124	258265	220588	106352	19708	19610	1839551	2246	1049201	39777	13085900	21775	0	0	0	0	0
2024-07-04 11:56:44			0	21120	258369	220670	106391	19706	19610	1838967	2147	1049138	39777	13086514	21783	0	0	0	0	0
2024-07-04 11:57:14			0	21113	258528	220805	106456	19706	19610	1838675	2335	1049256	39766	13087065	21797	0	0	0	0	0
2024-07-04 11:57:44			0	21104	258732	220979	106540	19706	19610	1837223	2143	1049201	39777	13086601	21814	0	0	0	0	0
2024-07-04 11:58:14			0	21102	258770	221016	106558	19707	19590	1837391	2091	1049193	39775	13086287	21817	0	0	0	0	0
2024-07-04 11:58:44			0	21093	258967	221188	106641	19708	19590	1836867	2468	1049165	39764	13085626	21834	0	0	0	0	0
2024-07-04 11:59:14			0	21093	258960	221185	106640	19709	19610	1836867	1941	1049247	39777	13084925	21834	0	0	0	0	0
2024-07-04 11:59:44			0	21090	259013	221239	106666	19711	19610	1836235	2560	1049219	39777	13084024	21840	0	0	0	0	0
2024-07-04 12:00:14			0	21098	258825	221082	106591	19712	19600	1837307	2373	1049201	39787	13083016	21824	0	0	0	0	0
2024-07-04 12:00:44			0	21093	258924	221174	106635	19714	19600	1836871	2450	1049201	39797	13082242	21833	0	0	0	0	0
2024-07-04 12:01:14			0	21099	258774	221054	106578	19716	19610	1837431	2135	1049247	39788	13080833	21821	0	0	0	0	0
2024-07-04 12:01:44			0	21100	258730	221028	106565	19719	19600	1836959	2442	1049229	39787	13079061	21819	0	0	0	0	0
2024-07-04 12:02:14			0	21100	258702	221019	106562	19723	19610	1836843	2575	1049274	39788	13076904	21818	0	0	0	0	0
2024-07-04 12:02:44			0	21093	258846	221150	106625	19725	19610	1837967	2318	1049328	39788	13075773	21831	0	0	0	0	0
2024-07-04 12:03:14			0	21100	258659	221006	106556	19729	19610	1838415	2155	1049356	39788	13073276	21816	0	0	0	0	0
2024-07-04 12:03:44			0	21099	258646	221014	106561	19734	19610	1838031	2443	1049419	39788	13070489	21817	0	0	0	0	0
2024-07-04 12:04:14			0	21107	258437	220850	106483	19738	19610	1838787	1850	1049410	39788	13068092	21801	0	0	0	0	0
2024-07-04 12:04:44			0	21107	258409	220841	106479	19742	19630	1839547	2195	1049473	39801	13065589	21800	0	0	0	0	0
2024-07-04 12:05:14			0	21117	258154	220639	106382	19746	19630	1839867	2233	1049427	39801	13063463	21780	0	0	0	0	0
2024-07-04 12:05:44			0	21123	257990	220514	106323	19750	19620	1839955	1885	1049464	39800	13061083	21768	0	0	0	0	0
2024-07-04 12:06:14			0	21121	258007	220544	106338	19754	19640	1840631	2000	1049518	39801	13058663	21771	0	0	0	0	0
2024-07-04 12:06:44			0	21124	257911	220478	106306	19758	19630	1841643	2407	1049500	39790	13055929	21764	0	0	0	0	0
2024-07-04 12:07:14			0	21140	257522	220160	106154	19762	19640	1841299	2012	1049573	39779	13053983	21733	0	0	0	0	0
2024-07-04 12:07:44			0	21128	257757	220380	106261	19767	19650	1841667	2372	1049545	39791	13050816	21755	0	0	0	0	0
2024-07-04 12:08:14			0	21123	257842	220468	106304	19771	19650	1840727	2085	1049590	39770	13048746	21763	0	0	0	0	0
2024-07-04 12:08:44			0	21125	257769	220421	106281	19775	19650	1840987	2183	1049681	39781	13046226	21759	0	0	0	0	0
2024-07-04 12:09:14			0	21135	257515	220219	106185	19779	19660	1841559	2476	1049645	39782	13043933	21739	0	0	0	0	0
2024-07-04 12:09:44			0	21127	257674	220367	106256	19782	19670	1841235	2040	1049690	39772	13041877	21753	0	0	0	0	0
2024-07-04 12:10:14			0	21142	257301	220066	106112	19787	19670	1840819	2562	1049690	39772	13039116	21724	0	0	0	0	0
2024-07-04 12:10:44			0	21134	257446	220210	106182	19792	19670	1840831	2070	1049735	39772	13036099	21738	0	0	0	0	0
2024-07-04 12:11:14			0	21131	257485	220259	106206	19796	19680	1841615	2560	1049735	39773	13033742	21743	0	0	0	0	0
2024-07-04 12:11:44			0	21132	257420	220226	106192	19802	19690	1841647	2368	1049862	39785	13030348	21740	0	0	0	0	0
2024-07-04 12:12:14			0	21129	257453	220273	106215	19807	19690	1841087	2188	1049889	39785	13027117	21744	0	0	0	0	0
2024-07-04 12:12:44			0	21131	257373	220223	106192	19812	19690	1840663	2387	1049889	39773	13024683	21739	0	0	0	0	0
2024-07-04 12:13:14			0	21121	257563	220405	106280	19817	19710	1840871	1902	1049888	39775	13021492	21757	0	0	0	0	0
2024-07-04 12:13:44			0	21132	257280	220182	106174	19822	19720	1840751	2183	1049933	39776	13018642	21735	0	0	0	0	0
2024-07-04 12:14:14			0	21124	257425	220325	106243	19827	19710	1840339	1910	1049952	39786	13015651	21749	0	0	0	0	0
2024-07-04 12:14:44			0	21118	257532	220432	106296	19831	19730	1839231	2230	1049960	39778	13013245	21760	0	0	0	0	0
2024-07-04 12:15:14			0	21131	257204	220170	106170	19836	19740	1839479	2277	1050024	39767	13010064	21734	0	0	0	0	0
2024-07-04 12:15:44			0	21127	257259	220237	106203	19841	19730	1838895	2463	1050015	39778	13007120	21741	0	0	0	0	0
2024-07-04 12:16:14			0	21119	257397	220378	106272	19847	19740	1839307	2169	1050024	39767	13004136	21755	0	0	0	0	0
2024-07-04 12:16:44			0	21115	257459	220446	106305	19851	19750	1839435	2034	1050123	39756	13001595	21761	0	0	0	0	0
2024-07-04 12:17:14			0	21115	257423	220435	106301	19856	19760	1839699	2391	1050177	39757	12998318	21760	0	0	0	0	0
2024-07-04 12:17:44			0	21112	257456	220482	106324	19861	19770	1838595	2311	1050222	39781	12995798	21765	0	0	0	0	0
2024-07-04 12:18:14			0	21116	257331	220394	106282	19866	19770	1838023	2673	1050159	39769	12992990	21756	0	0	0	0	0
2024-07-04 12:18:44			0	21115	257318	220402	106287	19871	19780	1836119	2344	1050177	39770	12989976	21757	0	0	0	0	0
2024-07-04 12:19:14			0	21112	257357	220451	106311	19875	19780	1838407	2273	1050240	39760	12987596	21762	0	0	0	0	0
2024-07-04 12:19:44			0	21103	257532	220616	106392	19879	19790	1838259	2118	1050222	39750	12984866	21778	0	0	0	0	0
2024-07-04 12:20:14			0	21107	257407	220528	106350	19884	19810	1836319	2469	1050230	39751	12982313	21769	0	0	0	0	0
2024-07-04 12:20:44			0	21107	257386	220521	106347	19887	19800	1836723	2379	1050276	39740	12980257	21769	0	0	0	0	0
2024-07-04 12:21:14			0	21108	257335	220493	106334	19891	19820	1836555	2494	1050339	39763	12977913	21766	0	0	0	0	0
2024-07-04 12:21:44			0	21095	257586	220731	106450	19897	19810	1837379	2406	1050348	39752	12974736	21789	0	0	0	0	0
2024-07-04 12:22:14			0	21095	257565	220724	106447	19900	19830	1837059	2664	1050375	39742	12972676	21789	0	0	0	0	0
2024-07-04 12:22:44			0	21087	257710	220868	106517	19905	19830	1836731	2404	1050411	39764	12969726	21803	0	0	0	0	0
2024-07-04 12:23:14			0	21101	257359	220586	106382	19910	19830	1835655	2143	1050411	39753	12967259	21775	0	0	0	0	0
2024-07-04 12:23:44			0	21104	257278	220524	106352	19912	19850	1836131	2459	1050375	39754	12965637	21769	0	0	0	0	0
2024-07-04 12:24:14			0	21092	257513	220745	106460	19917	19830	1835555	2143	1050357	39753	12963067	21791	0	0	0	0	0
2024-07-04 12:24:44			0	21097	257386	220644	106411	19919	19860	1835543	2305	1050502	39755	12961625	21781	0	0	0	0	0
2024-07-04 12:25:14			0	21087	257584	220828	106501	19923	19860	1834899	2107	1050456	39746	12959321	21799	0	0	0	0	0
2024-07-04 12:25:44			0	21090	257481	220759	106468	19928	19870	1834823	2148	1050492	39746	12956271	21792	0	0	0	0	0
2024-07-04 12:26:14			0	21095	257340	220654	106418	19932	19870	1835019	2295	1050501	39757	12953907	21782	0	0	0	0	0
2024-07-04 12:26:44			0	21094	257342	220666	106425	19935	19890	1834467	2320	1050582	39758	12952596	21783	0	0	0	0	0
2024-07-04 12:27:14			0	21089	257426	220754	106468	19939	19880	1834751	2425	1050546	39747	12949795	21792	0	0	0	0	0
2024-07-04 12:27:44			0	21081	257572	220898	106538	19944	19890	1834083	2396	1050619	39748	12947098	21806	0	0	0	0	0
2024-07-04 12:28:14			0	21087	257422	220778	106480	19946	19900	1834267	2313	1050573	39759	12945813	21794	0	0	0	0	0
2024-07-04 12:28:44			0	21084	257455	220825	106503	19951	19900	1834171	2198	1050664	39749	12943013	21799	0	0	0	0	0
2024-07-04 12:29:14			0	21077	257585	220951	106565	19955	19910	1834003	2465	1050673	39749	12940466	21811	0	0	0	0	0
2024-07-04 12:29:44			0	21048	258036	221450	106810	19984	19920	1831535	1993	1050663	39739	12923590	21860	0	0	0	0	0
2024-07-04 12:30:14			0	20891	261006	224331	108214	20070	19920	1813207	2010	1050781	39761	12873936	22145	0	0	0	0	0
2024-07-04 12:30:44			0	20793	262982	226186	109114	20110	19940	1802331	2593	1051135	39795	12850624	22328	0	0	0	0	0
2024-07-04 12:31:14			0	20713	264327	227624	109820	20182	19960	1795978	1845	1051553	39841	12809442	22470	0	0	0	0	0
2024-07-04 12:31:44			0	20708	264049	227600	109817	20237	19990	1794738	2134	1051797	39876	12777652	22467	0	0	0	0	0
2024-07-04 12:32:14			0	20706	263702	227516	109786	20292	20010	1792578	2148	1051951	39921	12746179	22459	0	0	0	0	0
2024-07-04 12:32:44			0	20677	264057	227997	110025	20337	20060	1791590	2017	1052086	39915	12720521	22507	0	0	0	0	0
2024-07-04 12:33:14			0	20687	263552	227710	109893	20375	20080	1790427	2034	1052176	39949	12698381	22478	0	0	0	0	0
2024-07-04 12:33:44			0	20697	263092	227437	109766	20407	20120	1789554	2244	1052420	39931	12680417	22451	0	0	0	0	0
2024-07-04 12:34:14			0	20702	262783	227275	109693	20434	20150	1790294	2773	1052465	39966	12665193	22435	0	0	0	0	0
2024-07-04 12:34:44			0	20700	262688	227270	109694	20454	20180	1790562	1962	1052573	39948	12653877	22435	0	0	0	0	0
2024-07-04 12:35:14			0	20707	262405	227091	109610	20471	20200	1790574	1921	1052600	39960	12643743	22417	0	0	0	0	0
2024-07-04 12:35:44			0	20704	262368	227118	109625	20486	20230	1790502	2229	1052717	39973	12635385	22420	0	0	0	0	0
2024-07-04 12:36:14			0	20702	262315	227126	109632	20500	20260	1791846	1999	1052898	39955	12627341	22421	0	0	0	0	0
2024-07-04 12:36:44			0	20654	263893	228239	110158	20435	20290	1786158	2235	1052906	39979	12664428	22531	0	0	0	0	0
2024-07-04 12:37:14			0	20556	266199	230229	111118	20434	20310	1774306	2279	1053051	39981	12664855	22727	0	0	0	0	0
2024-07-04 12:37:44			0	20527	266768	230785	111389	20450	20350	1772766	2125	1053169	39985	12655763	22782	0	0	0	0	0
2024-07-04 12:38:14			0	21865	239219	205900	99335	20153	20400	1910049	2217	1053759	40217	12825750	20325	0	0	0	0	0
2024-07-04 12:38:44			0	21825	239931	206576	99663	20171	20510	1905325	2411	1054893	40520	12815523	20392	0	0	0	0	0
