,,,Duration
period1,sc01,t0355,1
period1,sc01,t0356,1
period1,sc01,t0357,1
period1,sc01,t0358,1
period1,sc01,t0359,1
period1,sc01,t0360,1
period1,sc01,t0361,1
period1,sc01,t0362,1
period1,sc01,t0363,1
period1,sc01,t0364,1
period1,sc01,t0365,1
period1,sc01,t0366,1
period1,sc01,t0367,1
period1,sc01,t0368,1
period1,sc01,t0369,1
period1,sc01,t0370,1
period1,sc01,t0371,1
period1,sc01,t0372,1
period1,sc01,t0373,1
period1,sc01,t0374,1
period1,sc01,t0375,1
period1,sc01,t0376,1
period1,sc01,t0377,1
period1,sc01,t0378,1
period1,sc01,t0379,1
period1,sc01,t0380,1
period1,sc01,t0381,1
period1,sc01,t0382,1
period1,sc01,t0383,1
period1,sc01,t0384,1
period1,sc01,t0385,1
period1,sc01,t0386,1
period1,sc01,t0387,1
period1,sc01,t0388,1
period1,sc01,t0389,1
period1,sc01,t0390,1
period1,sc01,t0391,1
period1,sc01,t0392,1
period1,sc01,t0393,1
period1,sc01,t0394,1
period1,sc01,t0395,1
period1,sc01,t0396,1
period1,sc01,t0397,1
period1,sc01,t0398,1
period1,sc01,t0399,1
period1,sc01,t0400,1
period1,sc01,t0401,1
period1,sc01,t0402,1
period1,sc01,t0403,1
period1,sc01,t0404,1
period1,sc01,t0405,1
period1,sc01,t0406,1
period1,sc01,t0407,1
period1,sc01,t0408,1
period1,sc01,t0409,1
period1,sc01,t0410,1
period1,sc01,t0411,1
period1,sc01,t0412,1
period1,sc01,t0413,1
period1,sc01,t0414,1
period1,sc01,t0415,1
period1,sc01,t0416,1
period1,sc01,t0417,1
period1,sc01,t0418,1
period1,sc01,t0419,1
period1,sc01,t0420,1
period1,sc01,t0421,1
period1,sc01,t0422,1
period1,sc01,t0423,1
period1,sc01,t0424,1
period1,sc01,t0425,1
period1,sc01,t0426,1
period1,sc01,t0427,1
period1,sc01,t0428,1
period1,sc01,t0429,1
period1,sc01,t0430,1
period1,sc01,t0431,1
period1,sc01,t0432,1
period1,sc01,t0433,1
period1,sc01,t0434,1
period1,sc01,t0435,1
period1,sc01,t0436,1
period1,sc01,t0437,1
period1,sc01,t0438,1
period1,sc01,t0439,1
period1,sc01,t0440,1
period1,sc01,t0441,1
period1,sc01,t0442,1
period1,sc01,t0443,1
period1,sc01,t0444,1
period1,sc01,t0445,1
period1,sc01,t0446,1
period1,sc01,t0447,1
period1,sc01,t0448,1
period1,sc01,t0449,1
period1,sc01,t0450,1
period1,sc01,t0451,1
period1,sc01,t0452,1
period1,sc01,t0453,1
period1,sc01,t0454,1
period1,sc01,t0455,1
period1,sc01,t0456,1
period1,sc01,t0457,1
period1,sc01,t0458,1
period1,sc01,t0459,1
period1,sc01,t0460,1
period1,sc01,t0461,1
period1,sc01,t0462,1
period1,sc01,t0463,1
period1,sc01,t0464,1
period1,sc01,t0465,1
period1,sc01,t0466,1
period1,sc01,t0467,1
period1,sc01,t0468,1
period1,sc01,t0469,1
period1,sc01,t0470,1
period1,sc01,t0471,1
period1,sc01,t0472,1
period1,sc01,t0473,1
period1,sc01,t0474,1
period1,sc01,t0475,1
period1,sc01,t0476,1
period1,sc01,t0477,1
period1,sc01,t0478,1
period1,sc01,t0479,1
period1,sc01,t0480,1
period1,sc01,t0481,1
period1,sc01,t0482,1
period1,sc01,t0483,1
period1,sc01,t0484,1
period1,sc01,t0485,1
period1,sc01,t0486,1
period1,sc01,t0487,1
period1,sc01,t0488,1
period1,sc01,t0489,1
period1,sc01,t0490,1
period1,sc01,t0491,1
period1,sc01,t0492,1
period1,sc01,t0493,1
period1,sc01,t0494,1
period1,sc01,t0495,1
period1,sc01,t0496,1
period1,sc01,t0497,1
period1,sc01,t0498,1
period1,sc01,t0499,1
period1,sc01,t0500,1
period1,sc01,t0501,1
period1,sc01,t0502,1
period1,sc01,t0503,1
period1,sc01,t0504,1
period1,sc01,t0505,1
period1,sc01,t0506,1
period1,sc01,t0507,1
period1,sc01,t0508,1
period1,sc01,t0509,1
period1,sc01,t0510,1
period1,sc01,t0511,1
period1,sc01,t0512,1
period1,sc01,t0513,1
period1,sc01,t0514,1
period1,sc01,t0515,1
period1,sc01,t0516,1
period1,sc01,t0517,1
period1,sc01,t0518,1
period1,sc01,t0519,1
period1,sc01,t0520,1
period1,sc01,t0521,1
period1,sc01,t0522,1
period1,sc01,t0523,1
period1,sc01,t0524,1
period1,sc01,t0525,1
period1,sc01,t0526,1
period1,sc01,t0527,1
period1,sc01,t0528,1
period1,sc01,t0529,1
period1,sc01,t0530,1
period1,sc01,t0531,1
period1,sc01,t0532,1
period1,sc01,t0533,1
period1,sc01,t0534,1
period1,sc01,t0535,1
period1,sc01,t0536,1
period1,sc01,t0537,1
period1,sc01,t0538,1
period1,sc01,t0539,1
period1,sc01,t0540,1
period1,sc01,t0541,1
period1,sc01,t0542,1
period1,sc01,t0543,1
period1,sc01,t0544,1
period1,sc01,t0545,1
period1,sc01,t0546,1
period1,sc01,t0547,1
period1,sc01,t0548,1
period1,sc01,t0549,1
period1,sc01,t0550,1
period1,sc01,t0551,1
period1,sc01,t0552,1
period1,sc01,t0553,1
period1,sc01,t0554,1
period1,sc01,t0555,1
period1,sc01,t0556,1
period1,sc01,t0557,1
period1,sc01,t0558,1
period1,sc01,t0559,1
period1,sc01,t0560,1
period1,sc01,t0561,1
period1,sc01,t0562,1
period1,sc01,t0563,1
period1,sc01,t0564,1
period1,sc01,t0565,1
period1,sc01,t0566,1
period1,sc01,t0567,1
period1,sc01,t0568,1
period1,sc01,t0569,1
period1,sc01,t0570,1
period1,sc01,t0571,1
period1,sc01,t0572,1
period1,sc01,t0573,1
period1,sc01,t0574,1
period1,sc01,t0575,1
period1,sc01,t0576,1
period1,sc01,t0577,1
period1,sc01,t0578,1
period1,sc01,t0579,1
period1,sc01,t0580,1
period1,sc01,t0581,1
period1,sc01,t0582,1
period1,sc01,t0583,1
period1,sc01,t0584,1
period1,sc01,t0585,1
period1,sc01,t0586,1
period1,sc01,t0587,1
period1,sc01,t0588,1
period1,sc01,t0589,1
period1,sc01,t0590,1
period1,sc01,t0591,1
period1,sc01,t0592,1
period1,sc01,t0593,1
period1,sc01,t0594,1
period1,sc01,t0595,1
period1,sc01,t0596,1
period1,sc01,t0597,1
period1,sc01,t0598,1
period1,sc01,t0599,1
period1,sc01,t0600,1
period1,sc01,t0601,1
period1,sc01,t0602,1
period1,sc01,t0603,1
period1,sc01,t0604,1
period1,sc01,t0605,1
period1,sc01,t0606,1
period1,sc01,t0607,1
period1,sc01,t0608,1
period1,sc01,t0609,1
period1,sc01,t0610,1
period1,sc01,t0611,1
period1,sc01,t0612,1
period1,sc01,t0613,1
period1,sc01,t0614,1
period1,sc01,t0615,1
period1,sc01,t0616,1
period1,sc01,t0617,1
period1,sc01,t0618,1
period1,sc01,t0619,1
period1,sc01,t0620,1
period1,sc01,t0621,1
period1,sc01,t0622,1
period1,sc01,t0623,1
period1,sc01,t0624,1
period1,sc01,t0625,1
period1,sc01,t0626,1
period1,sc01,t0627,1
period1,sc01,t0628,1
period1,sc01,t0629,1
period1,sc01,t0630,1
period1,sc01,t0631,1
period1,sc01,t0632,1
period1,sc01,t0633,1
period1,sc01,t0634,1
period1,sc01,t0635,1
period1,sc01,t0636,1
period1,sc01,t0637,1
period1,sc01,t0638,1
period1,sc01,t0639,1
period1,sc01,t0640,1
period1,sc01,t0641,1
period1,sc01,t0642,1
period1,sc01,t0643,1
period1,sc01,t0644,1
period1,sc01,t0645,1
period1,sc01,t0646,1
period1,sc01,t0647,1
period1,sc01,t0648,1
period1,sc01,t0649,1
period1,sc01,t0650,1
period1,sc01,t0651,1
period1,sc01,t0652,1
period1,sc01,t0653,1
period1,sc01,t0654,1
period1,sc01,t0655,1
period1,sc01,t0656,1
period1,sc01,t0657,1
period1,sc01,t0658,1
period1,sc01,t0659,1
period1,sc01,t0660,1
period1,sc01,t0661,1
period1,sc01,t0662,1
period1,sc01,t0663,1
period1,sc01,t0664,1
period1,sc01,t0665,1
period1,sc01,t0666,1
period1,sc01,t0667,1
period1,sc01,t0668,1
period1,sc01,t0669,1
period1,sc01,t0670,1
period1,sc01,t0671,1
period1,sc01,t0672,1
period1,sc01,t0673,1
period1,sc01,t0674,1
period1,sc01,t0675,1
period1,sc01,t0676,1
period1,sc01,t0677,1
period1,sc01,t0678,1
period1,sc01,t0679,1
period1,sc01,t0680,1
period1,sc01,t0681,1
period1,sc01,t0682,1
period1,sc01,t0683,1
period1,sc01,t0684,1
period1,sc01,t0685,1
period1,sc01,t0686,1
period1,sc01,t0687,1
period1,sc01,t0688,1
period1,sc01,t0689,1
period1,sc01,t0690,1
period1,sc01,t0691,1
period1,sc01,t0692,1
period1,sc01,t0693,1
period1,sc01,t0694,1
period1,sc01,t0695,1
period1,sc01,t0696,1
period1,sc01,t0697,1
period1,sc01,t0698,1
period1,sc01,t0699,1
period1,sc01,t0700,1
period1,sc01,t0701,1
period1,sc01,t0702,1
period1,sc01,t0703,1
period1,sc01,t0704,1
period1,sc01,t0705,1
period1,sc01,t0706,1
period1,sc01,t0707,1
period1,sc01,t0708,1
period1,sc01,t0709,1
period1,sc01,t0710,1
period1,sc01,t0711,1
period1,sc01,t0712,1
period1,sc01,t0713,1
period1,sc01,t0714,1
period1,sc01,t0715,1
period1,sc01,t0716,1
period1,sc01,t0717,1
period1,sc01,t0718,1
period1,sc01,t0719,1
period1,sc01,t0720,1
period1,sc01,t0721,1
period1,sc01,t0722,1
period1,sc01,t0723,1
period1,sc01,t0724,1
period1,sc01,t0725,1
period1,sc01,t0726,1
period1,sc01,t0727,1
period1,sc01,t0728,1
period1,sc01,t0729,1
period1,sc01,t0730,1
period1,sc01,t0731,1
period1,sc01,t0732,1
period1,sc01,t0733,1
period1,sc01,t0734,1
period1,sc01,t0735,1
period1,sc01,t0736,1
period1,sc01,t0737,1
period1,sc01,t0738,1
period1,sc01,t0739,1
period1,sc01,t0740,1
period1,sc01,t0741,1
period1,sc01,t0742,1
period1,sc01,t0743,1
period1,sc01,t0744,1
period1,sc01,t0745,1
period1,sc01,t0746,1
period1,sc01,t0747,1
period1,sc01,t0748,1
period1,sc01,t0749,1
period1,sc01,t0750,1
period1,sc01,t0751,1
period1,sc01,t0752,1
period1,sc01,t0753,1
period1,sc01,t0754,1
period1,sc01,t0755,1
period1,sc01,t0756,1
period1,sc01,t0757,1
period1,sc01,t0758,1
period1,sc01,t0759,1
period1,sc01,t0760,1
period1,sc01,t0761,1
period1,sc01,t0762,1
period1,sc01,t0763,1
period1,sc01,t0764,1
period1,sc01,t0765,1
period1,sc01,t0766,1
period1,sc01,t0767,1
period1,sc01,t0768,1
period1,sc01,t0769,1
period1,sc01,t0770,1
period1,sc01,t0771,1
period1,sc01,t0772,1
period1,sc01,t0773,1
period1,sc01,t0774,1
period1,sc01,t0775,1
period1,sc01,t0776,1
period1,sc01,t0777,1
period1,sc01,t0778,1
period1,sc01,t0779,1
period1,sc01,t0780,1
period1,sc01,t0781,1
period1,sc01,t0782,1
period1,sc01,t0783,1
period1,sc01,t0784,1
period1,sc01,t0785,1
period1,sc01,t0786,1
period1,sc01,t0787,1
period1,sc01,t0788,1
period1,sc01,t0789,1
period1,sc01,t0790,1
period1,sc01,t0791,1
period1,sc01,t0792,1
period1,sc01,t0793,1
period1,sc01,t0794,1
period1,sc01,t0795,1
period1,sc01,t0796,1
period1,sc01,t0797,1
period1,sc01,t0798,1
period1,sc01,t0799,1
period1,sc01,t0800,1
period1,sc01,t0801,1
period1,sc01,t0802,1
period1,sc01,t0803,1
period1,sc01,t0804,1
period1,sc01,t0805,1
period1,sc01,t0806,1
period1,sc01,t0807,1
period1,sc01,t0808,1
period1,sc01,t0809,1
period1,sc01,t0810,1
period1,sc01,t0811,1
period1,sc01,t0812,1
period1,sc01,t0813,1
period1,sc01,t0814,1
period1,sc01,t0815,1
period1,sc01,t0816,1
period1,sc01,t0817,1
period1,sc01,t0818,1
period1,sc01,t0819,1
period1,sc01,t0820,1
period1,sc01,t0821,1
period1,sc01,t0822,1
period1,sc01,t0823,1
period1,sc01,t0824,1
period1,sc01,t0825,1
period1,sc01,t0826,1
period1,sc01,t0827,1
period1,sc01,t0828,1
period1,sc01,t0829,1
period1,sc01,t0830,1
period1,sc01,t0831,1
period1,sc01,t0832,1
period1,sc01,t0833,1
period1,sc01,t0834,1
period1,sc01,t0835,1
period1,sc01,t0836,1
period1,sc01,t0837,1
period1,sc01,t0838,1
period1,sc01,t0839,1
period1,sc01,t0840,1
period1,sc01,t0841,1
period1,sc01,t0842,1
period1,sc01,t0843,1
period1,sc01,t0844,1
period1,sc01,t0845,1
period1,sc01,t0846,1
period1,sc01,t0847,1
period1,sc01,t0848,1
period1,sc01,t0849,1
period1,sc01,t0850,1
period1,sc01,t0851,1
period1,sc01,t0852,1
period1,sc01,t0853,1
period1,sc01,t0854,1
period1,sc01,t0855,1
period1,sc01,t0856,1
period1,sc01,t0857,1
period1,sc01,t0858,1
period1,sc01,t0859,1
period1,sc01,t0860,1
period1,sc01,t0861,1
period1,sc01,t0862,1
period1,sc01,t0863,1
period1,sc01,t0864,1
period1,sc01,t0865,1
period1,sc01,t0866,1
period1,sc01,t0867,1
period1,sc01,t0868,1
period1,sc01,t0869,1
period1,sc01,t0870,1
period1,sc01,t0871,1
period1,sc01,t0872,1
period1,sc01,t0873,1
period1,sc01,t0874,1
period1,sc01,t0875,1
period1,sc01,t0876,1
period1,sc01,t0877,1
period1,sc01,t0878,1
period1,sc01,t0879,1
period1,sc01,t0880,1
period1,sc01,t0881,1
period1,sc01,t0882,1
period1,sc01,t0883,1
period1,sc01,t0884,1
period1,sc01,t0885,1
period1,sc01,t0886,1
period1,sc01,t0887,1
period1,sc01,t0888,1
period1,sc01,t0889,1
period1,sc01,t0890,1
period1,sc01,t0891,1
period1,sc01,t0892,1
period1,sc01,t0893,1
period1,sc01,t0894,1
period1,sc01,t0895,1
period1,sc01,t0896,1
period1,sc01,t0897,1
period1,sc01,t0898,1
period1,sc01,t0899,1
period1,sc01,t0900,1
period1,sc01,t0901,1
period1,sc01,t0902,1
period1,sc01,t0903,1
period1,sc01,t0904,1
period1,sc01,t0905,1
period1,sc01,t0906,1
period1,sc01,t0907,1
period1,sc01,t0908,1
period1,sc01,t0909,1
period1,sc01,t0910,1
period1,sc01,t0911,1
period1,sc01,t0912,1
period1,sc01,t0913,1
period1,sc01,t0914,1
period1,sc01,t0915,1
period1,sc01,t0916,1
period1,sc01,t0917,1
period1,sc01,t0918,1
period1,sc01,t0919,1
period1,sc01,t0920,1
period1,sc01,t0921,1
period1,sc01,t0922,1
period1,sc01,t0923,1
period1,sc01,t0924,1
period1,sc01,t0925,1
period1,sc01,t0926,1
period1,sc01,t0927,1
period1,sc01,t0928,1
period1,sc01,t0929,1
period1,sc01,t0930,1
period1,sc01,t0931,1
period1,sc01,t0932,1
period1,sc01,t0933,1
period1,sc01,t0934,1
period1,sc01,t0935,1
period1,sc01,t0936,1
period1,sc01,t0937,1
period1,sc01,t0938,1
period1,sc01,t0939,1
period1,sc01,t0940,1
period1,sc01,t0941,1
period1,sc01,t0942,1
period1,sc01,t0943,1
period1,sc01,t0944,1
period1,sc01,t0945,1
period1,sc01,t0946,1
period1,sc01,t0947,1
period1,sc01,t0948,1
period1,sc01,t0949,1
period1,sc01,t0950,1
period1,sc01,t0951,1
period1,sc01,t0952,1
period1,sc01,t0953,1
period1,sc01,t0954,1
period1,sc01,t0955,1
period1,sc01,t0956,1
period1,sc01,t0957,1
period1,sc01,t0958,1
period1,sc01,t0959,1
period1,sc01,t0960,1
period1,sc01,t0961,1
period1,sc01,t0962,1
period1,sc01,t0963,1
period1,sc01,t0964,1
period1,sc01,t0965,1
period1,sc01,t0966,1
period1,sc01,t0967,1
period1,sc01,t0968,1
period1,sc01,t0969,1
period1,sc01,t0970,1
period1,sc01,t0971,1
period1,sc01,t0972,1
period1,sc01,t0973,1
period1,sc01,t0974,1
period1,sc01,t0975,1
period1,sc01,t0976,1
period1,sc01,t0977,1
period1,sc01,t0978,1
period1,sc01,t0979,1
period1,sc01,t0980,1
period1,sc01,t0981,1
period1,sc01,t0982,1
period1,sc01,t0983,1
period1,sc01,t0984,1
period1,sc01,t0985,1
period1,sc01,t0986,1
period1,sc01,t0987,1
period1,sc01,t0988,1
period1,sc01,t0989,1
period1,sc01,t0990,1
period1,sc01,t0991,1
period1,sc01,t0992,1
period1,sc01,t0993,1
period1,sc01,t0994,1
period1,sc01,t0995,1
period1,sc01,t0996,1
period1,sc01,t0997,1
period1,sc01,t0998,1
period1,sc01,t0999,1
period1,sc01,t1000,1
period1,sc01,t1001,1
period1,sc01,t1002,1
period1,sc01,t1003,1
period1,sc01,t1004,1
period1,sc01,t1005,1
period1,sc01,t1006,1
period1,sc01,t1007,1
period1,sc01,t1008,1
period1,sc01,t1009,1
period1,sc01,t1010,1
period1,sc01,t1011,1
period1,sc01,t1012,1
period1,sc01,t1013,1
period1,sc01,t1014,1
period1,sc01,t1015,1
period1,sc01,t1016,1
period1,sc01,t1017,1
period1,sc01,t1018,1
period1,sc01,t1019,1
period1,sc01,t1020,1
period1,sc01,t1021,1
period1,sc01,t1022,1
period1,sc01,t1023,1
period1,sc01,t1024,1
period1,sc01,t1025,1
period1,sc01,t1026,1
period1,sc01,t1027,1
period1,sc01,t1028,1
period1,sc01,t1029,1
period1,sc01,t1030,1
period1,sc01,t1031,1
period1,sc01,t1032,1
period1,sc01,t1033,1
period1,sc01,t1034,1
period1,sc01,t1035,1
period1,sc01,t1036,1
period1,sc01,t1037,1
period1,sc01,t1038,1
period1,sc01,t1039,1
period1,sc01,t1040,1
period1,sc01,t1041,1
period1,sc01,t1042,1
period1,sc01,t1043,1
period1,sc01,t1044,1
period1,sc01,t1045,1
period1,sc01,t1046,1
period1,sc01,t1047,1
period1,sc01,t1048,1
period1,sc01,t1049,1
period1,sc01,t1050,1
period1,sc01,t1051,1
period1,sc01,t1052,1
period1,sc01,t1053,1
period1,sc01,t1054,1
period1,sc01,t1055,1
period1,sc01,t1056,1
period1,sc01,t1057,1
period1,sc01,t1058,1
period1,sc01,t1059,1
period1,sc01,t1060,1
period1,sc01,t1061,1
period1,sc01,t1062,1
period1,sc01,t1063,1
period1,sc01,t1064,1
period1,sc01,t1065,1
period1,sc01,t1066,1
period1,sc01,t1067,1
period1,sc01,t1068,1
period1,sc01,t1069,1
period1,sc01,t1070,1
period1,sc01,t1071,1
period1,sc01,t1072,1
period1,sc01,t1073,1
period1,sc01,t1074,1
period1,sc01,t1075,1
