,,,Duration
period1,sc01,t4318,1
period1,sc01,t4319,1
period1,sc01,t4320,1
period1,sc01,t4321,1
period1,sc01,t4322,1
period1,sc01,t4323,1
period1,sc01,t4324,1
period1,sc01,t4325,1
period1,sc01,t4326,1
period1,sc01,t4327,1
period1,sc01,t4328,1
period1,sc01,t4329,1
period1,sc01,t4330,1
period1,sc01,t4331,1
period1,sc01,t4332,1
period1,sc01,t4333,1
period1,sc01,t4334,1
period1,sc01,t4335,1
period1,sc01,t4336,1
period1,sc01,t4337,1
period1,sc01,t4338,1
period1,sc01,t4339,1
period1,sc01,t4340,1
period1,sc01,t4341,1
period1,sc01,t4342,1
period1,sc01,t4343,1
period1,sc01,t4344,1
period1,sc01,t4345,1
period1,sc01,t4346,1
period1,sc01,t4347,1
period1,sc01,t4348,1
period1,sc01,t4349,1
period1,sc01,t4350,1
period1,sc01,t4351,1
period1,sc01,t4352,1
period1,sc01,t4353,1
period1,sc01,t4354,1
period1,sc01,t4355,1
period1,sc01,t4356,1
period1,sc01,t4357,1
period1,sc01,t4358,1
period1,sc01,t4359,1
period1,sc01,t4360,1
period1,sc01,t4361,1
period1,sc01,t4362,1
period1,sc01,t4363,1
period1,sc01,t4364,1
period1,sc01,t4365,1
period1,sc01,t4366,1
period1,sc01,t4367,1
period1,sc01,t4368,1
period1,sc01,t4369,1
period1,sc01,t4370,1
period1,sc01,t4371,1
period1,sc01,t4372,1
period1,sc01,t4373,1
period1,sc01,t4374,1
period1,sc01,t4375,1
period1,sc01,t4376,1
period1,sc01,t4377,1
period1,sc01,t4378,1
period1,sc01,t4379,1
period1,sc01,t4380,1
period1,sc01,t4381,1
period1,sc01,t4382,1
period1,sc01,t4383,1
period1,sc01,t4384,1
period1,sc01,t4385,1
period1,sc01,t4386,1
period1,sc01,t4387,1
period1,sc01,t4388,1
period1,sc01,t4389,1
period1,sc01,t4390,1
period1,sc01,t4391,1
period1,sc01,t4392,1
period1,sc01,t4393,1
period1,sc01,t4394,1
period1,sc01,t4395,1
period1,sc01,t4396,1
period1,sc01,t4397,1
period1,sc01,t4398,1
period1,sc01,t4399,1
period1,sc01,t4400,1
period1,sc01,t4401,1
period1,sc01,t4402,1
period1,sc01,t4403,1
period1,sc01,t4404,1
period1,sc01,t4405,1
period1,sc01,t4406,1
period1,sc01,t4407,1
period1,sc01,t4408,1
period1,sc01,t4409,1
period1,sc01,t4410,1
period1,sc01,t4411,1
period1,sc01,t4412,1
period1,sc01,t4413,1
period1,sc01,t4414,1
period1,sc01,t4415,1
period1,sc01,t4416,1
period1,sc01,t4417,1
period1,sc01,t4418,1
period1,sc01,t4419,1
period1,sc01,t4420,1
period1,sc01,t4421,1
period1,sc01,t4422,1
period1,sc01,t4423,1
period1,sc01,t4424,1
period1,sc01,t4425,1
period1,sc01,t4426,1
period1,sc01,t4427,1
period1,sc01,t4428,1
period1,sc01,t4429,1
period1,sc01,t4430,1
period1,sc01,t4431,1
period1,sc01,t4432,1
period1,sc01,t4433,1
period1,sc01,t4434,1
period1,sc01,t4435,1
period1,sc01,t4436,1
period1,sc01,t4437,1
period1,sc01,t4438,1
period1,sc01,t4439,1
period1,sc01,t4440,1
period1,sc01,t4441,1
period1,sc01,t4442,1
period1,sc01,t4443,1
period1,sc01,t4444,1
period1,sc01,t4445,1
period1,sc01,t4446,1
period1,sc01,t4447,1
period1,sc01,t4448,1
period1,sc01,t4449,1
period1,sc01,t4450,1
period1,sc01,t4451,1
period1,sc01,t4452,1
period1,sc01,t4453,1
period1,sc01,t4454,1
period1,sc01,t4455,1
period1,sc01,t4456,1
period1,sc01,t4457,1
period1,sc01,t4458,1
period1,sc01,t4459,1
period1,sc01,t4460,1
period1,sc01,t4461,1
period1,sc01,t4462,1
period1,sc01,t4463,1
period1,sc01,t4464,1
period1,sc01,t4465,1
period1,sc01,t4466,1
period1,sc01,t4467,1
period1,sc01,t4468,1
period1,sc01,t4469,1
period1,sc01,t4470,1
period1,sc01,t4471,1
period1,sc01,t4472,1
period1,sc01,t4473,1
period1,sc01,t4474,1
period1,sc01,t4475,1
period1,sc01,t4476,1
period1,sc01,t4477,1
period1,sc01,t4478,1
period1,sc01,t4479,1
period1,sc01,t4480,1
period1,sc01,t4481,1
period1,sc01,t4482,1
period1,sc01,t4483,1
period1,sc01,t4484,1
period1,sc01,t4485,1
period1,sc01,t4486,1
period1,sc01,t4487,1
period1,sc01,t4488,1
period1,sc01,t4489,1
period1,sc01,t4490,1
period1,sc01,t4491,1
period1,sc01,t4492,1
period1,sc01,t4493,1
period1,sc01,t4494,1
period1,sc01,t4495,1
period1,sc01,t4496,1
period1,sc01,t4497,1
period1,sc01,t4498,1
period1,sc01,t4499,1
period1,sc01,t4500,1
period1,sc01,t4501,1
period1,sc01,t4502,1
period1,sc01,t4503,1
period1,sc01,t4504,1
period1,sc01,t4505,1
period1,sc01,t4506,1
period1,sc01,t4507,1
period1,sc01,t4508,1
period1,sc01,t4509,1
period1,sc01,t4510,1
period1,sc01,t4511,1
period1,sc01,t4512,1
period1,sc01,t4513,1
period1,sc01,t4514,1
period1,sc01,t4515,1
period1,sc01,t4516,1
period1,sc01,t4517,1
period1,sc01,t4518,1
period1,sc01,t4519,1
period1,sc01,t4520,1
period1,sc01,t4521,1
period1,sc01,t4522,1
period1,sc01,t4523,1
period1,sc01,t4524,1
period1,sc01,t4525,1
period1,sc01,t4526,1
period1,sc01,t4527,1
period1,sc01,t4528,1
period1,sc01,t4529,1
period1,sc01,t4530,1
period1,sc01,t4531,1
period1,sc01,t4532,1
period1,sc01,t4533,1
period1,sc01,t4534,1
period1,sc01,t4535,1
period1,sc01,t4536,1
period1,sc01,t4537,1
period1,sc01,t4538,1
period1,sc01,t4539,1
period1,sc01,t4540,1
period1,sc01,t4541,1
period1,sc01,t4542,1
period1,sc01,t4543,1
period1,sc01,t4544,1
period1,sc01,t4545,1
period1,sc01,t4546,1
period1,sc01,t4547,1
period1,sc01,t4548,1
period1,sc01,t4549,1
period1,sc01,t4550,1
period1,sc01,t4551,1
period1,sc01,t4552,1
period1,sc01,t4553,1
period1,sc01,t4554,1
period1,sc01,t4555,1
period1,sc01,t4556,1
period1,sc01,t4557,1
period1,sc01,t4558,1
period1,sc01,t4559,1
period1,sc01,t4560,1
period1,sc01,t4561,1
period1,sc01,t4562,1
period1,sc01,t4563,1
period1,sc01,t4564,1
period1,sc01,t4565,1
period1,sc01,t4566,1
period1,sc01,t4567,1
period1,sc01,t4568,1
period1,sc01,t4569,1
period1,sc01,t4570,1
period1,sc01,t4571,1
period1,sc01,t4572,1
period1,sc01,t4573,1
period1,sc01,t4574,1
period1,sc01,t4575,1
period1,sc01,t4576,1
period1,sc01,t4577,1
period1,sc01,t4578,1
period1,sc01,t4579,1
period1,sc01,t4580,1
period1,sc01,t4581,1
period1,sc01,t4582,1
period1,sc01,t4583,1
period1,sc01,t4584,1
period1,sc01,t4585,1
period1,sc01,t4586,1
period1,sc01,t4587,1
period1,sc01,t4588,1
period1,sc01,t4589,1
period1,sc01,t4590,1
period1,sc01,t4591,1
period1,sc01,t4592,1
period1,sc01,t4593,1
period1,sc01,t4594,1
period1,sc01,t4595,1
period1,sc01,t4596,1
period1,sc01,t4597,1
period1,sc01,t4598,1
period1,sc01,t4599,1
period1,sc01,t4600,1
period1,sc01,t4601,1
period1,sc01,t4602,1
period1,sc01,t4603,1
period1,sc01,t4604,1
period1,sc01,t4605,1
period1,sc01,t4606,1
period1,sc01,t4607,1
period1,sc01,t4608,1
period1,sc01,t4609,1
period1,sc01,t4610,1
period1,sc01,t4611,1
period1,sc01,t4612,1
period1,sc01,t4613,1
period1,sc01,t4614,1
period1,sc01,t4615,1
period1,sc01,t4616,1
period1,sc01,t4617,1
period1,sc01,t4618,1
period1,sc01,t4619,1
period1,sc01,t4620,1
period1,sc01,t4621,1
period1,sc01,t4622,1
period1,sc01,t4623,1
period1,sc01,t4624,1
period1,sc01,t4625,1
period1,sc01,t4626,1
period1,sc01,t4627,1
period1,sc01,t4628,1
period1,sc01,t4629,1
period1,sc01,t4630,1
period1,sc01,t4631,1
period1,sc01,t4632,1
period1,sc01,t4633,1
period1,sc01,t4634,1
period1,sc01,t4635,1
period1,sc01,t4636,1
period1,sc01,t4637,1
period1,sc01,t4638,1
period1,sc01,t4639,1
period1,sc01,t4640,1
period1,sc01,t4641,1
period1,sc01,t4642,1
period1,sc01,t4643,1
period1,sc01,t4644,1
period1,sc01,t4645,1
period1,sc01,t4646,1
period1,sc01,t4647,1
period1,sc01,t4648,1
period1,sc01,t4649,1
period1,sc01,t4650,1
period1,sc01,t4651,1
period1,sc01,t4652,1
period1,sc01,t4653,1
period1,sc01,t4654,1
period1,sc01,t4655,1
period1,sc01,t4656,1
period1,sc01,t4657,1
period1,sc01,t4658,1
period1,sc01,t4659,1
period1,sc01,t4660,1
period1,sc01,t4661,1
period1,sc01,t4662,1
period1,sc01,t4663,1
period1,sc01,t4664,1
period1,sc01,t4665,1
period1,sc01,t4666,1
period1,sc01,t4667,1
period1,sc01,t4668,1
period1,sc01,t4669,1
period1,sc01,t4670,1
period1,sc01,t4671,1
period1,sc01,t4672,1
period1,sc01,t4673,1
period1,sc01,t4674,1
period1,sc01,t4675,1
period1,sc01,t4676,1
period1,sc01,t4677,1
period1,sc01,t4678,1
period1,sc01,t4679,1
period1,sc01,t4680,1
period1,sc01,t4681,1
period1,sc01,t4682,1
period1,sc01,t4683,1
period1,sc01,t4684,1
period1,sc01,t4685,1
period1,sc01,t4686,1
period1,sc01,t4687,1
period1,sc01,t4688,1
period1,sc01,t4689,1
period1,sc01,t4690,1
period1,sc01,t4691,1
period1,sc01,t4692,1
period1,sc01,t4693,1
period1,sc01,t4694,1
period1,sc01,t4695,1
period1,sc01,t4696,1
period1,sc01,t4697,1
period1,sc01,t4698,1
period1,sc01,t4699,1
period1,sc01,t4700,1
period1,sc01,t4701,1
period1,sc01,t4702,1
period1,sc01,t4703,1
period1,sc01,t4704,1
period1,sc01,t4705,1
period1,sc01,t4706,1
period1,sc01,t4707,1
period1,sc01,t4708,1
period1,sc01,t4709,1
period1,sc01,t4710,1
period1,sc01,t4711,1
period1,sc01,t4712,1
period1,sc01,t4713,1
period1,sc01,t4714,1
period1,sc01,t4715,1
period1,sc01,t4716,1
period1,sc01,t4717,1
period1,sc01,t4718,1
period1,sc01,t4719,1
period1,sc01,t4720,1
period1,sc01,t4721,1
period1,sc01,t4722,1
period1,sc01,t4723,1
period1,sc01,t4724,1
period1,sc01,t4725,1
period1,sc01,t4726,1
period1,sc01,t4727,1
period1,sc01,t4728,1
period1,sc01,t4729,1
period1,sc01,t4730,1
period1,sc01,t4731,1
period1,sc01,t4732,1
period1,sc01,t4733,1
period1,sc01,t4734,1
period1,sc01,t4735,1
period1,sc01,t4736,1
period1,sc01,t4737,1
period1,sc01,t4738,1
period1,sc01,t4739,1
period1,sc01,t4740,1
period1,sc01,t4741,1
period1,sc01,t4742,1
period1,sc01,t4743,1
period1,sc01,t4744,1
period1,sc01,t4745,1
period1,sc01,t4746,1
period1,sc01,t4747,1
period1,sc01,t4748,1
period1,sc01,t4749,1
period1,sc01,t4750,1
period1,sc01,t4751,1
period1,sc01,t4752,1
period1,sc01,t4753,1
period1,sc01,t4754,1
period1,sc01,t4755,1
period1,sc01,t4756,1
period1,sc01,t4757,1
period1,sc01,t4758,1
period1,sc01,t4759,1
period1,sc01,t4760,1
period1,sc01,t4761,1
period1,sc01,t4762,1
period1,sc01,t4763,1
period1,sc01,t4764,1
period1,sc01,t4765,1
period1,sc01,t4766,1
period1,sc01,t4767,1
period1,sc01,t4768,1
period1,sc01,t4769,1
period1,sc01,t4770,1
period1,sc01,t4771,1
period1,sc01,t4772,1
period1,sc01,t4773,1
period1,sc01,t4774,1
period1,sc01,t4775,1
period1,sc01,t4776,1
period1,sc01,t4777,1
period1,sc01,t4778,1
period1,sc01,t4779,1
period1,sc01,t4780,1
period1,sc01,t4781,1
period1,sc01,t4782,1
period1,sc01,t4783,1
period1,sc01,t4784,1
period1,sc01,t4785,1
period1,sc01,t4786,1
period1,sc01,t4787,1
period1,sc01,t4788,1
period1,sc01,t4789,1
period1,sc01,t4790,1
period1,sc01,t4791,1
period1,sc01,t4792,1
period1,sc01,t4793,1
period1,sc01,t4794,1
period1,sc01,t4795,1
period1,sc01,t4796,1
period1,sc01,t4797,1
period1,sc01,t4798,1
period1,sc01,t4799,1
period1,sc01,t4800,1
period1,sc01,t4801,1
period1,sc01,t4802,1
period1,sc01,t4803,1
period1,sc01,t4804,1
period1,sc01,t4805,1
period1,sc01,t4806,1
period1,sc01,t4807,1
period1,sc01,t4808,1
period1,sc01,t4809,1
period1,sc01,t4810,1
period1,sc01,t4811,1
period1,sc01,t4812,1
period1,sc01,t4813,1
period1,sc01,t4814,1
period1,sc01,t4815,1
period1,sc01,t4816,1
period1,sc01,t4817,1
period1,sc01,t4818,1
period1,sc01,t4819,1
period1,sc01,t4820,1
period1,sc01,t4821,1
period1,sc01,t4822,1
period1,sc01,t4823,1
period1,sc01,t4824,1
period1,sc01,t4825,1
period1,sc01,t4826,1
period1,sc01,t4827,1
period1,sc01,t4828,1
period1,sc01,t4829,1
period1,sc01,t4830,1
period1,sc01,t4831,1
period1,sc01,t4832,1
period1,sc01,t4833,1
period1,sc01,t4834,1
period1,sc01,t4835,1
period1,sc01,t4836,1
period1,sc01,t4837,1
period1,sc01,t4838,1
period1,sc01,t4839,1
period1,sc01,t4840,1
period1,sc01,t4841,1
period1,sc01,t4842,1
period1,sc01,t4843,1
period1,sc01,t4844,1
period1,sc01,t4845,1
period1,sc01,t4846,1
period1,sc01,t4847,1
period1,sc01,t4848,1
period1,sc01,t4849,1
period1,sc01,t4850,1
period1,sc01,t4851,1
period1,sc01,t4852,1
period1,sc01,t4853,1
period1,sc01,t4854,1
period1,sc01,t4855,1
period1,sc01,t4856,1
period1,sc01,t4857,1
period1,sc01,t4858,1
period1,sc01,t4859,1
period1,sc01,t4860,1
period1,sc01,t4861,1
period1,sc01,t4862,1
period1,sc01,t4863,1
period1,sc01,t4864,1
period1,sc01,t4865,1
period1,sc01,t4866,1
period1,sc01,t4867,1
period1,sc01,t4868,1
period1,sc01,t4869,1
period1,sc01,t4870,1
period1,sc01,t4871,1
period1,sc01,t4872,1
period1,sc01,t4873,1
period1,sc01,t4874,1
period1,sc01,t4875,1
period1,sc01,t4876,1
period1,sc01,t4877,1
period1,sc01,t4878,1
period1,sc01,t4879,1
period1,sc01,t4880,1
period1,sc01,t4881,1
period1,sc01,t4882,1
period1,sc01,t4883,1
period1,sc01,t4884,1
period1,sc01,t4885,1
period1,sc01,t4886,1
period1,sc01,t4887,1
period1,sc01,t4888,1
period1,sc01,t4889,1
period1,sc01,t4890,1
period1,sc01,t4891,1
period1,sc01,t4892,1
period1,sc01,t4893,1
period1,sc01,t4894,1
period1,sc01,t4895,1
period1,sc01,t4896,1
period1,sc01,t4897,1
period1,sc01,t4898,1
period1,sc01,t4899,1
period1,sc01,t4900,1
period1,sc01,t4901,1
period1,sc01,t4902,1
period1,sc01,t4903,1
period1,sc01,t4904,1
period1,sc01,t4905,1
period1,sc01,t4906,1
period1,sc01,t4907,1
period1,sc01,t4908,1
period1,sc01,t4909,1
period1,sc01,t4910,1
period1,sc01,t4911,1
period1,sc01,t4912,1
period1,sc01,t4913,1
period1,sc01,t4914,1
period1,sc01,t4915,1
period1,sc01,t4916,1
period1,sc01,t4917,1
period1,sc01,t4918,1
period1,sc01,t4919,1
period1,sc01,t4920,1
period1,sc01,t4921,1
period1,sc01,t4922,1
period1,sc01,t4923,1
period1,sc01,t4924,1
period1,sc01,t4925,1
period1,sc01,t4926,1
period1,sc01,t4927,1
period1,sc01,t4928,1
period1,sc01,t4929,1
period1,sc01,t4930,1
period1,sc01,t4931,1
period1,sc01,t4932,1
period1,sc01,t4933,1
period1,sc01,t4934,1
period1,sc01,t4935,1
period1,sc01,t4936,1
period1,sc01,t4937,1
period1,sc01,t4938,1
period1,sc01,t4939,1
period1,sc01,t4940,1
period1,sc01,t4941,1
period1,sc01,t4942,1
period1,sc01,t4943,1
period1,sc01,t4944,1
period1,sc01,t4945,1
period1,sc01,t4946,1
period1,sc01,t4947,1
period1,sc01,t4948,1
period1,sc01,t4949,1
period1,sc01,t4950,1
period1,sc01,t4951,1
period1,sc01,t4952,1
period1,sc01,t4953,1
period1,sc01,t4954,1
period1,sc01,t4955,1
period1,sc01,t4956,1
period1,sc01,t4957,1
period1,sc01,t4958,1
period1,sc01,t4959,1
period1,sc01,t4960,1
period1,sc01,t4961,1
period1,sc01,t4962,1
period1,sc01,t4963,1
period1,sc01,t4964,1
period1,sc01,t4965,1
period1,sc01,t4966,1
period1,sc01,t4967,1
period1,sc01,t4968,1
period1,sc01,t4969,1
period1,sc01,t4970,1
period1,sc01,t4971,1
period1,sc01,t4972,1
period1,sc01,t4973,1
period1,sc01,t4974,1
period1,sc01,t4975,1
period1,sc01,t4976,1
period1,sc01,t4977,1
period1,sc01,t4978,1
period1,sc01,t4979,1
period1,sc01,t4980,1
period1,sc01,t4981,1
period1,sc01,t4982,1
period1,sc01,t4983,1
period1,sc01,t4984,1
period1,sc01,t4985,1
period1,sc01,t4986,1
period1,sc01,t4987,1
period1,sc01,t4988,1
period1,sc01,t4989,1
period1,sc01,t4990,1
period1,sc01,t4991,1
period1,sc01,t4992,1
period1,sc01,t4993,1
period1,sc01,t4994,1
period1,sc01,t4995,1
period1,sc01,t4996,1
period1,sc01,t4997,1
period1,sc01,t4998,1
period1,sc01,t4999,1
period1,sc01,t5000,1
period1,sc01,t5001,1
period1,sc01,t5002,1
period1,sc01,t5003,1
period1,sc01,t5004,1
period1,sc01,t5005,1
period1,sc01,t5006,1
period1,sc01,t5007,1
period1,sc01,t5008,1
period1,sc01,t5009,1
period1,sc01,t5010,1
period1,sc01,t5011,1
period1,sc01,t5012,1
period1,sc01,t5013,1
period1,sc01,t5014,1
period1,sc01,t5015,1
period1,sc01,t5016,1
period1,sc01,t5017,1
period1,sc01,t5018,1
period1,sc01,t5019,1
period1,sc01,t5020,1
period1,sc01,t5021,1
period1,sc01,t5022,1
period1,sc01,t5023,1
period1,sc01,t5024,1
period1,sc01,t5025,1
period1,sc01,t5026,1
period1,sc01,t5027,1
period1,sc01,t5028,1
period1,sc01,t5029,1
period1,sc01,t5030,1
period1,sc01,t5031,1
period1,sc01,t5032,1
period1,sc01,t5033,1
period1,sc01,t5034,1
period1,sc01,t5035,1
period1,sc01,t5036,1
period1,sc01,t5037,1
period1,sc01,t5038,1
period1,sc01,t5039,1
period1,sc01,t5040,1
period1,sc01,t5041,1
period1,sc01,t5042,1
period1,sc01,t5043,1
period1,sc01,t5044,1
period1,sc01,t5045,1
period1,sc01,t5046,1
period1,sc01,t5047,1
period1,sc01,t5048,1
period1,sc01,t5049,1
period1,sc01,t5050,1
period1,sc01,t5051,1
period1,sc01,t5052,1
period1,sc01,t5053,1
period1,sc01,t5054,1
period1,sc01,t5055,1
period1,sc01,t5056,1
period1,sc01,t5057,1
period1,sc01,t5058,1
period1,sc01,t5059,1
period1,sc01,t5060,1
period1,sc01,t5061,1
period1,sc01,t5062,1
period1,sc01,t5063,1
period1,sc01,t5064,1
period1,sc01,t5065,1
period1,sc01,t5066,1
period1,sc01,t5067,1
period1,sc01,t5068,1
period1,sc01,t5069,1
period1,sc01,t5070,1
period1,sc01,t5071,1
period1,sc01,t5072,1
period1,sc01,t5073,1
period1,sc01,t5074,1
period1,sc01,t5075,1
period1,sc01,t5076,1
period1,sc01,t5077,1
period1,sc01,t5078,1
period1,sc01,t5079,1
period1,sc01,t5080,1
period1,sc01,t5081,1
period1,sc01,t5082,1
period1,sc01,t5083,1
period1,sc01,t5084,1
period1,sc01,t5085,1
period1,sc01,t5086,1
period1,sc01,t5087,1
period1,sc01,t5088,1
period1,sc01,t5089,1
period1,sc01,t5090,1
period1,sc01,t5091,1
period1,sc01,t5092,1
period1,sc01,t5093,1
period1,sc01,t5094,1
period1,sc01,t5095,1
period1,sc01,t5096,1
period1,sc01,t5097,1
period1,sc01,t5098,1
period1,sc01,t5099,1
period1,sc01,t5100,1
period1,sc01,t5101,1
period1,sc01,t5102,1
period1,sc01,t5103,1
period1,sc01,t5104,1
period1,sc01,t5105,1
period1,sc01,t5106,1
period1,sc01,t5107,1
period1,sc01,t5108,1
period1,sc01,t5109,1
period1,sc01,t5110,1
period1,sc01,t5111,1
period1,sc01,t5112,1
period1,sc01,t5113,1
period1,sc01,t5114,1
period1,sc01,t5115,1
period1,sc01,t5116,1
period1,sc01,t5117,1
period1,sc01,t5118,1
period1,sc01,t5119,1
period1,sc01,t5120,1
period1,sc01,t5121,1
period1,sc01,t5122,1
period1,sc01,t5123,1
period1,sc01,t5124,1
period1,sc01,t5125,1
period1,sc01,t5126,1
period1,sc01,t5127,1
period1,sc01,t5128,1
period1,sc01,t5129,1
period1,sc01,t5130,1
period1,sc01,t5131,1
period1,sc01,t5132,1
period1,sc01,t5133,1
period1,sc01,t5134,1
period1,sc01,t5135,1
period1,sc01,t5136,1
period1,sc01,t5137,1
period1,sc01,t5138,1
period1,sc01,t5139,1
period1,sc01,t5140,1
period1,sc01,t5141,1
period1,sc01,t5142,1
period1,sc01,t5143,1
period1,sc01,t5144,1
period1,sc01,t5145,1
period1,sc01,t5146,1
period1,sc01,t5147,1
period1,sc01,t5148,1
period1,sc01,t5149,1
period1,sc01,t5150,1
period1,sc01,t5151,1
period1,sc01,t5152,1
period1,sc01,t5153,1
period1,sc01,t5154,1
period1,sc01,t5155,1
period1,sc01,t5156,1
period1,sc01,t5157,1
period1,sc01,t5158,1
period1,sc01,t5159,1
period1,sc01,t5160,1
period1,sc01,t5161,1
period1,sc01,t5162,1
period1,sc01,t5163,1
period1,sc01,t5164,1
period1,sc01,t5165,1
period1,sc01,t5166,1
period1,sc01,t5167,1
period1,sc01,t5168,1
period1,sc01,t5169,1
period1,sc01,t5170,1
period1,sc01,t5171,1
period1,sc01,t5172,1
period1,sc01,t5173,1
period1,sc01,t5174,1
period1,sc01,t5175,1
period1,sc01,t5176,1
period1,sc01,t5177,1
period1,sc01,t5178,1
period1,sc01,t5179,1
period1,sc01,t5180,1
period1,sc01,t5181,1
period1,sc01,t5182,1
period1,sc01,t5183,1
period1,sc01,t5184,1
period1,sc01,t5185,1
period1,sc01,t5186,1
period1,sc01,t5187,1
period1,sc01,t5188,1
period1,sc01,t5189,1
period1,sc01,t5190,1
period1,sc01,t5191,1
period1,sc01,t5192,1
period1,sc01,t5193,1
period1,sc01,t5194,1
period1,sc01,t5195,1
period1,sc01,t5196,1
period1,sc01,t5197,1
period1,sc01,t5198,1
period1,sc01,t5199,1
period1,sc01,t5200,1
period1,sc01,t5201,1
period1,sc01,t5202,1
period1,sc01,t5203,1
period1,sc01,t5204,1
period1,sc01,t5205,1
period1,sc01,t5206,1
period1,sc01,t5207,1
period1,sc01,t5208,1
period1,sc01,t5209,1
period1,sc01,t5210,1
period1,sc01,t5211,1
period1,sc01,t5212,1
period1,sc01,t5213,1
period1,sc01,t5214,1
period1,sc01,t5215,1
period1,sc01,t5216,1
period1,sc01,t5217,1
period1,sc01,t5218,1
period1,sc01,t5219,1
period1,sc01,t5220,1
period1,sc01,t5221,1
period1,sc01,t5222,1
period1,sc01,t5223,1
period1,sc01,t5224,1
period1,sc01,t5225,1
period1,sc01,t5226,1
period1,sc01,t5227,1
period1,sc01,t5228,1
period1,sc01,t5229,1
period1,sc01,t5230,1
period1,sc01,t5231,1
period1,sc01,t5232,1
period1,sc01,t5233,1
period1,sc01,t5234,1
period1,sc01,t5235,1
period1,sc01,t5236,1
period1,sc01,t5237,1
period1,sc01,t5238,1
period1,sc01,t5239,1
period1,sc01,t5240,1
period1,sc01,t5241,1
period1,sc01,t5242,1
period1,sc01,t5243,1
period1,sc01,t5244,1
period1,sc01,t5245,1
period1,sc01,t5246,1
period1,sc01,t5247,1
period1,sc01,t5248,1
period1,sc01,t5249,1
period1,sc01,t5250,1
period1,sc01,t5251,1
period1,sc01,t5252,1
period1,sc01,t5253,1
period1,sc01,t5254,1
period1,sc01,t5255,1
period1,sc01,t5256,1
period1,sc01,t5257,1
period1,sc01,t5258,1
period1,sc01,t5259,1
period1,sc01,t5260,1
period1,sc01,t5261,1
period1,sc01,t5262,1
period1,sc01,t5263,1
period1,sc01,t5264,1
period1,sc01,t5265,1
period1,sc01,t5266,1
period1,sc01,t5267,1
period1,sc01,t5268,1
period1,sc01,t5269,1
period1,sc01,t5270,1
period1,sc01,t5271,1
period1,sc01,t5272,1
period1,sc01,t5273,1
period1,sc01,t5274,1
period1,sc01,t5275,1
period1,sc01,t5276,1
period1,sc01,t5277,1
period1,sc01,t5278,1
period1,sc01,t5279,1
period1,sc01,t5280,1
period1,sc01,t5281,1
period1,sc01,t5282,1
period1,sc01,t5283,1
period1,sc01,t5284,1
period1,sc01,t5285,1
period1,sc01,t5286,1
period1,sc01,t5287,1
period1,sc01,t5288,1
period1,sc01,t5289,1
period1,sc01,t5290,1
period1,sc01,t5291,1
period1,sc01,t5292,1
period1,sc01,t5293,1
period1,sc01,t5294,1
period1,sc01,t5295,1
period1,sc01,t5296,1
period1,sc01,t5297,1
period1,sc01,t5298,1
period1,sc01,t5299,1
period1,sc01,t5300,1
period1,sc01,t5301,1
period1,sc01,t5302,1
period1,sc01,t5303,1
period1,sc01,t5304,1
period1,sc01,t5305,1
period1,sc01,t5306,1
period1,sc01,t5307,1
period1,sc01,t5308,1
period1,sc01,t5309,1
period1,sc01,t5310,1
period1,sc01,t5311,1
period1,sc01,t5312,1
period1,sc01,t5313,1
period1,sc01,t5314,1
period1,sc01,t5315,1
period1,sc01,t5316,1
period1,sc01,t5317,1
period1,sc01,t5318,1
period1,sc01,t5319,1
period1,sc01,t5320,1
period1,sc01,t5321,1
period1,sc01,t5322,1
period1,sc01,t5323,1
period1,sc01,t5324,1
period1,sc01,t5325,1
period1,sc01,t5326,1
period1,sc01,t5327,1
period1,sc01,t5328,1
period1,sc01,t5329,1
period1,sc01,t5330,1
period1,sc01,t5331,1
period1,sc01,t5332,1
period1,sc01,t5333,1
period1,sc01,t5334,1
period1,sc01,t5335,1
period1,sc01,t5336,1
period1,sc01,t5337,1
period1,sc01,t5338,1
period1,sc01,t5339,1
period1,sc01,t5340,1
period1,sc01,t5341,1
period1,sc01,t5342,1
period1,sc01,t5343,1
period1,sc01,t5344,1
period1,sc01,t5345,1
period1,sc01,t5346,1
period1,sc01,t5347,1
period1,sc01,t5348,1
period1,sc01,t5349,1
period1,sc01,t5350,1
period1,sc01,t5351,1
period1,sc01,t5352,1
period1,sc01,t5353,1
period1,sc01,t5354,1
period1,sc01,t5355,1
period1,sc01,t5356,1
period1,sc01,t5357,1
period1,sc01,t5358,1
period1,sc01,t5359,1
period1,sc01,t5360,1
period1,sc01,t5361,1
period1,sc01,t5362,1
period1,sc01,t5363,1
period1,sc01,t5364,1
period1,sc01,t5365,1
period1,sc01,t5366,1
period1,sc01,t5367,1
period1,sc01,t5368,1
period1,sc01,t5369,1
period1,sc01,t5370,1
period1,sc01,t5371,1
period1,sc01,t5372,1
period1,sc01,t5373,1
period1,sc01,t5374,1
period1,sc01,t5375,1
period1,sc01,t5376,1
period1,sc01,t5377,1
period1,sc01,t5378,1
period1,sc01,t5379,1
period1,sc01,t5380,1
period1,sc01,t5381,1
period1,sc01,t5382,1
period1,sc01,t5383,1
period1,sc01,t5384,1
period1,sc01,t5385,1
period1,sc01,t5386,1
period1,sc01,t5387,1
period1,sc01,t5388,1
period1,sc01,t5389,1
period1,sc01,t5390,1
period1,sc01,t5391,1
period1,sc01,t5392,1
period1,sc01,t5393,1
