SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

REDE:,Qualidade águas subterrâneas

CÓDIGO,NOME,DISTRITO,CONCELHO,FREGUESIA,BACIA,ALTITUDE (M),COORD_X (M),COORD_Y (M),SISTEMA AQUÍFERO,ESTADO
206/13,,COIMBRA,MIRA,-,VOUGA/RIBEIRAS COSTEIRAS,42,151600,384800,O1 - QUATERNÁRIO DE AVEIRO,EM RESERVA,
206/14,,COIMBRA,MIRA,CARAPELHOS,VOUGA/RIBEIRAS COSTEIRAS,47,151880,384620,O1 - QUATERNÁRIO DE AVEIRO,EM SERVIÇO,
206/15,,COIMBRA,MIRA,MIRA,VOUGA/RIBEIRAS COSTEIRAS,-,151500,381140,O1 - QUATERNÁRIO DE AVEIRO,,
206/8,,AVEIRO,VAGOS,CALVÃO,VOUGA/RIBEIRAS COSTEIRAS,25,150320,389320,O1 - QUATERNÁRIO DE AVEIRO,EM SERVIÇO,
206/9,,COIMBRA,MIRA,-,VOUGA/RIBEIRAS COSTEIRAS,35,150620,386780,O1 - QUATERNÁRIO DE AVEIRO,EM SERVIÇO,
207/60,,COIMBRA,MIRA,CARAPELHOS,VOUGA/RIBEIRAS COSTEIRAS,48,152620,385420,O1 - QUATERNÁRIO DE AVEIRO,EM SERVIÇO,
207/61,,COIMBRA,MIRA,CARAPELHOS,VOUGA/RIBEIRAS COSTEIRAS,53,152880,384960,O1 - QUATERNÁRIO DE AVEIRO,EM SERVIÇO,
207/62,,COIMBRA,MIRA,CARAPELHOS,VOUGA/RIBEIRAS COSTEIRAS,53,153160,384880,O1 - QUATERNÁRIO DE AVEIRO,EM SERVIÇO,
207/63,,AVEIRO,VAGOS,SANTA CATARINA,VOUGA/RIBEIRAS COSTEIRAS,42,156400,389380,O0 - ORLA OCIDENTAL INDIFERENCIADO,EM SERVIÇO,
207/64,,AVEIRO,VAGOS,SANTA CATARINA,VOUGA/RIBEIRAS COSTEIRAS,44,156700,388340,O0 - ORLA OCIDENTAL INDIFERENCIADO,EM SERVIÇO,
207/65,,COIMBRA,CANTANHEDE,SÃO CAETANO,VOUGA/RIBEIRAS COSTEIRAS,-,154840,380000,O1 - QUATERNÁRIO DE AVEIRO,,
208/129,,AVEIRO,ANADIA,MOITA,VOUGA/RIBEIRAS COSTEIRAS,-,176786,385558,O0 - ORLA OCIDENTAL INDIFERENCIADO,,
208/130,,AVEIRO,ANADIA,MOITA,VOUGA/RIBEIRAS COSTEIRAS,-,176798,385561,O0 - ORLA OCIDENTAL INDIFERENCIADO,,
209/C31,,VISEU,MORTÁGUA,MORTÁGUA,MONDEGO,-,194679,386058,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
210/C32,,VISEU,SANTA COMBA DÃO,TREIXEDO,MONDEGO,-,202216,385621,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
211/1,,COIMBRA,OLIVEIRA DO HOSPITAL,-,MONDEGO,-,220481,382351,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
211/3,,COIMBRA,OLIVEIRA DO HOSPITAL,SEIXO DA BEIRA,MONDEGO,-,223872.1,387558.2,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
211/C33,,COIMBRA,OLIVEIRA DO HOSPITAL,TRAVANCA DE LAGOS,MONDEGO,-,218550,380460,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
217/26,,COIMBRA,CANTANHEDE,TOCHA,VOUGA/RIBEIRAS COSTEIRAS,-,148971,377537,O1 - QUATERNÁRIO DE AVEIRO,,
217/27,,COIMBRA,CANTANHEDE,-,VOUGA/RIBEIRAS COSTEIRAS,-,150605,378390,O1 - QUATERNÁRIO DE AVEIRO,,
217/29,,COIMBRA,CANTANHEDE,TOCHA,VOUGA/RIBEIRAS COSTEIRAS,-,147424,372150,O1 - QUATERNÁRIO DE AVEIRO,,
217/30,,COIMBRA,CANTANHEDE,TOCHA,VOUGA/RIBEIRAS COSTEIRAS,-,147234,375359,O1 - QUATERNÁRIO DE AVEIRO,,
218/64,,COIMBRA,CANTANHEDE,SÃO CAETANO,VOUGA/RIBEIRAS COSTEIRAS,-,153717,378031,O1 - QUATERNÁRIO DE AVEIRO,,
219/294,,AVEIRO,MEALHADA,VACARIÇA,VOUGA/RIBEIRAS COSTEIRAS,110,177139,377087,O0 - ORLA OCIDENTAL INDIFERENCIADO,,
219/295,,COIMBRA,PENACOVA,SAZES DO LORVÃO,MONDEGO,-,181579,373750,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
221/C35,,COIMBRA,TÁBUA,MOURONHO,MONDEGO,-,209012,370429,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
224/C36,,CASTELO BRANCO,COVILHÃ,VERDELHOS,TEJO,-,256516,378476,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
226/C37,,GUARDA,SABUGAL,SORTELHA,TEJO,-,280237,376875,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
226/C38,,GUARDA,SABUGAL,RENDO,DOURO,-,291499,377873,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
229/C282,,COIMBRA,MONTEMOR-O-VELHO,TENTÚGAL,MONDEGO,10,161049,361577,O5 - TENTÚGAL,,
230/200,,COIMBRA,COIMBRA,TROUXEMIL,MONDEGO,-,172746,364640,O6 - ALUVIÕES DO MONDEGO,,
230/201,,COIMBRA,COIMBRA,-,MONDEGO,21,174026.9,360805.9,O6 - ALUVIÕES DO MONDEGO,,
231/16,,COIMBRA,VILA NOVA DE POIARES,SÃO MIGUEL DE POIARES,MONDEGO,-,193280,360877,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
231/C40,,COIMBRA,VILA NOVA DE POIARES,ARRIFANA,MONDEGO,-,186850,361530,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
231/C41,,COIMBRA,PENACOVA,PENACOVA,MONDEGO,-,189111,365610,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
233/2,,COIMBRA,ARGANIL,MOURA DA SERRA,MONDEGO,-,222092,368803,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
233/C44,,COIMBRA,OLIVEIRA DO HOSPITAL,ALDEIA DAS DEZ,MONDEGO,-,229539,369281,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
236/C46,,CASTELO BRANCO,PENAMACOR,VALE DA SENHORA DA PÓVOA,TEJO,-,278900,368676,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
239/61,,COIMBRA,FIGUEIRA DA FOZ,SANTANA,MONDEGO,-,150285,358390,O6 - ALUVIÕES DO MONDEGO,,
239/62,,COIMBRA,MONTEMOR-O-VELHO,VERRIDE,MONDEGO,-,149868,351664,O8 - VERRIDE,,
240/28,,COIMBRA,MONTEMOR-O-VELHO,SANTO VARÃO,MONDEGO,-,159300,357150,O6 - ALUVIÕES DO MONDEGO,,
240/80,,COIMBRA,MONTEMOR-O-VELHO,VILA NOVA DA BARCA,MONDEGO,-,154140,351740,O6 - ALUVIÕES DO MONDEGO,ASSOREADO,
240/81,,COIMBRA,SOURE,FIGUEIRÓ DO CAMPO,MONDEGO,-,160367,354060,O31 - CONDEIXA - ALFARELOS,,
241/87,,COIMBRA,COIMBRA,SANTO ANTÓNIO DOS OLIVAIS,MONDEGO,-,175361,357981,O6 - ALUVIÕES DO MONDEGO,,
241/88,,COIMBRA,COIMBRA,SANTO ANTÓNIO DOS OLIVAIS,MONDEGO,-,175370,357790,O6 - ALUVIÕES DO MONDEGO,,
243/1,,COIMBRA,GÓIS,CADAFAZ,MONDEGO,-,206837,351636,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
243/2,,COIMBRA,GÓIS,GÓIS,MONDEGO,-,201352,352386,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
243/3,,COIMBRA,GÓIS,GÓIS,MONDEGO,-,202380,358468,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
244/1,,COIMBRA,PAMPILHOSA DA SERRA,FAJÃO,MONDEGO,-,223213,356236,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
245/C51,,CASTELO BRANCO,COVILHÃ,PAUL,TEJO,-,242245,359813,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
246/C52,,CASTELO BRANCO,FUNDÃO,TELHADO,TEJO,-,248614,352041,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
249/45,,COIMBRA,SOURE,VINHA DA RAINHA,MONDEGO,-,148633,345151,O6 - ALUVIÕES DO MONDEGO,,
249/46,,COIMBRA,FIGUEIRA DA FOZ,ALQUEIDÃO,MONDEGO,-,146538,347109,O6 - ALUVIÕES DO MONDEGO,,
249/47,,COIMBRA,FIGUEIRA DA FOZ,LAVOS,MONDEGO,6,141525,348380,O6 - ALUVIÕES DO MONDEGO,,
250/31,,COIMBRA,SOURE,VILA NOVA DE ANÇOS,MONDEGO,-,156950,348780,O6 - ALUVIÕES DO MONDEGO,,
250/32,,COIMBRA,SOURE,SOURE,MONDEGO,-,156640,345400,O6 - ALUVIÕES DO MONDEGO,,
251/16,,COIMBRA,MIRANDA DO CORVO,MIRANDA DO CORVO,MONDEGO,-,183840,346021,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
251/17,,COIMBRA,MIRANDA DO CORVO,LAMAS,MONDEGO,-,180273,345428,O0 - ORLA OCIDENTAL INDIFERENCIADO,,
252/C58,,COIMBRA,MIRANDA DO CORVO,VILA NOVA,MONDEGO,-,184556,342704,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
253/1,,COIMBRA,PAMPILHOSA DA SERRA,PAMPILHOSA DA SERRA,TEJO,-,215580,342636,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
254/1,,COIMBRA,PAMPILHOSA DA SERRA,JANEIRO DE BAIXO,TEJO,-,229839,345837,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
255/C59,,CASTELO BRANCO,FUNDÃO,CASTELEJO,TEJO,-,242034,347610,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
256/C60,,CASTELO BRANCO,CASTELO BRANCO,LOURIÇAL DO CAMPO,TEJO,-,251869,342754,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
262/25,,LEIRIA,POMBAL,REDINHA,MONDEGO,-,162453,334543,O11 - SICÓ - ALVAIÁZERE,,
263/C61,,COIMBRA,PENELA,RABAÇAL,MONDEGO,-,171852,339727,O11 - SICÓ - ALVAIÁZERE,,
263/C62,,COIMBRA,PENELA,PENELA (SANTA EUFÉMIA),MONDEGO,-,178857,335877,O9 - PENELA - TOMAR,,
263/C63,,COIMBRA,PENELA,PENELA (SANTA EUFÉMIA),MONDEGO,-,181155,335784,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
263/C64,,LEIRIA,FIGUEIRÓ DOS VINHOS,AGUDA,TEJO,-,183720,332114,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
264/C65,,LEIRIA,FIGUEIRÓ DOS VINHOS,CAMPELO,TEJO,-,188730,336371,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
264/C66,,LEIRIA,CASTANHEIRA DE PÊRA,CASTANHEIRA DE PÊRA,TEJO,-,193103,338225,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
265/1,,COIMBRA,PAMPILHOSA DA SERRA,PORTELA DO FOJO,TEJO,-,209396,336565,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
276/C68,,LEIRIA,FIGUEIRÓ DOS VINHOS,FIGUEIRÓ DOS VINHOS,TEJO,-,190228,324473,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
287/C69,,LEIRIA,ALVAIÁZERE,ALMOSTER,TEJO,-,173181,319187,O11 - SICÓ - ALVAIÁZERE,,
287/C70,,LEIRIA,ALVAIÁZERE,PELMÁ,TEJO,-,174308,315618,O11 - SICÓ - ALVAIÁZERE,,
289/C71,,CASTELO BRANCO,SERTÃ,SERTÃ,TEJO,-,201971,316577,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
290/C72,,CASTELO BRANCO,PROENÇA-A-NOVA,MONTES DA SENHORA,TEJO,-,230209,310282,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
296/57,,LEIRIA,LEIRIA,MACEIRA,LIS/RIBEIRAS COSTEIRAS,160,134500,303100,O18 - MACEIRA,,
296/C55,,LEIRIA,ALCOBAÇA,-,RIBEIRAS DO OESTE,-,130397,303852,O12 - VIEIRA DE LEIRIA - MARINHA GRANDE,,
298/21,,SANTARÉM,OURÉM,URQUEIRA,TEJO,-,160820,307460,O15 - OURÉM,,
298/23,,SANTARÉM,OURÉM,URQUEIRA,TEJO,-,160650,309280,O15 - OURÉM,,
298/24,,SANTARÉM,OURÉM,MATAS,LIS/RIBEIRAS COSTEIRAS,-,154690,308630,O15 - OURÉM,,
299/58,,SANTARÉM,OURÉM,RIO DE COUROS,TEJO,-,170460,305750,O15 - OURÉM,,
299/72,,SANTARÉM,FERREIRA DO ZÊZERE,CHÃOS,TEJO,-,178270,303100,O9 - PENELA - TOMAR,,
300/C74,,CASTELO BRANCO,VILA DE REI,VILA DE REI,TEJO,-,199325,301307,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
301/C75,,SANTARÉM,MAÇÃO,CARDIGOS,TEJO,-,210779,304102,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
303/C76,,CASTELO BRANCO,VILA VELHA DE RÓDÃO,FRATEL,TEJO,-,232678,304417,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
305/C77,,CASTELO BRANCO,CASTELO BRANCO,MALPICA DO TEJO,TEJO,-,268189,309591,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
307/121,,LEIRIA,ALCOBAÇA,MONTES,RIBEIRAS DO OESTE,-,129880,295000,O19 - ALPEDRIZ,,
307/123,,LEIRIA,ALCOBAÇA,PATAIAS,RIBEIRAS DO OESTE,100,124650,298600,O0 - ORLA OCIDENTAL INDIFERENCIADO,,
307/126,,LEIRIA,ALCOBAÇA,PATAIAS,RIBEIRAS DO OESTE,-,126580,299600,O0 - ORLA OCIDENTAL INDIFERENCIADO,,
307/146,,LEIRIA,NAZARÉ,VALADO DOS FRADES,RIBEIRAS DO OESTE,-,125660,291506,O33 - CALDAS DA RAINHA - NAZARÉ,,
308/C82,,LEIRIA,PORTO DE MÓS,PEDREIRAS,RIBEIRAS DO OESTE,-,137244,290290,O20 - MACIÇO CALCÁRIO ESTREMENHO,,
309/31,,SANTARÉM,OURÉM,NOSSA SENHORA DA PIEDADE,TEJO,-,162410,298850,O15 - OURÉM,,
309/32,,SANTARÉM,OURÉM,NOSSA SENHORA DAS MISERICÓRDIAS,TEJO,230,162010,295370,O20 - MACIÇO CALCÁRIO ESTREMENHO,,
311/70,,SANTARÉM,ABRANTES,SOUTO,TEJO,-,192670,290240,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
311/98,,SANTARÉM,ABRANTES,FONTES,TEJO,-,194156,294552,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
313/C79,,CASTELO BRANCO,VILA VELHA DE RÓDÃO,FRATEL,TEJO,-,230881,292245,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
316/164,,LEIRIA,CALDAS DA RAINHA,SALIR DO PORTO,RIBEIRAS DO OESTE,-,111471,280081,O33 - CALDAS DA RAINHA - NAZARÉ,,
316/165,,LEIRIA,ALCOBAÇA,ALFEIZERÃO,RIBEIRAS DO OESTE,-,115214,280851,O33 - CALDAS DA RAINHA - NAZARÉ,,
316/166,,LEIRIA,ALCOBAÇA,ALFEIZERÃO,RIBEIRAS DO OESTE,-,115604,281985,O33 - CALDAS DA RAINHA - NAZARÉ,,
317/225,,LEIRIA,ALCOBAÇA,ÉVORA DE ALCOBAÇA,RIBEIRAS DO OESTE,169,129730,280920,O20 - MACIÇO CALCÁRIO ESTREMENHO,,
317/235,,LEIRIA,ALCOBAÇA,ALJUBARROTA (PRAZERES),RIBEIRAS DO OESTE,152,132130,284200,O20 - MACIÇO CALCÁRIO ESTREMENHO,,
317/246,,LEIRIA,ALCOBAÇA,ALJUBARROTA (PRAZERES),RIBEIRAS DO OESTE,-,130680,286300,O20 - MACIÇO CALCÁRIO ESTREMENHO,,
318/C83,,LEIRIA,PORTO DE MÓS,MIRA DE AIRE,TEJO,-,149308,285834,O20 - MACIÇO CALCÁRIO ESTREMENHO,,
319/72,,SANTARÉM,TORRES NOVAS,PEDRÓGÃO,TEJO,-,156630,282230,O20 - MACIÇO CALCÁRIO ESTREMENHO,,
323/C80,,SANTARÉM,MAÇÃO,ENVENDOS,TEJO,-,222408,289915,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
326/231,,LEIRIA,CALDAS DA RAINHA,TORNADA,RIBEIRAS DO OESTE,-,111380,274844,O33 - CALDAS DA RAINHA - NAZARÉ,,
326/232,,LEIRIA,CALDAS DA RAINHA,CALDAS DA RAINHA (SANTO ONOFRE),RIBEIRAS DO OESTE,-,110872,272356,O33 - CALDAS DA RAINHA - NAZARÉ,,
326/233,,LEIRIA,ALCOBAÇA,ALFEIZERÃO,RIBEIRAS DO OESTE,-,115698,278509,O33 - CALDAS DA RAINHA - NAZARÉ,,
327/81,,LEIRIA,ALCOBAÇA,BENEDITA,RIBEIRAS DO OESTE,-,129500,275270,O20 - MACIÇO CALCÁRIO ESTREMENHO,,
328/43,,SANTARÉM,SANTARÉM,ALCANEDE,TEJO,-,143040,273340,O20 - MACIÇO CALCÁRIO ESTREMENHO,,
328/45,,SANTARÉM,SANTARÉM,ALCANEDE,TEJO,-,142330,271870,O20 - MACIÇO CALCÁRIO ESTREMENHO,,
328/47,,SANTARÉM,SANTARÉM,ALCANEDE,TEJO,-,141500,272920,O20 - MACIÇO CALCÁRIO ESTREMENHO,,
329/341,,SANTARÉM,GOLEGÃ,GOLEGÃ,TEJO,16,167873,270663,T7 - ALUVIÕES DO TEJO,,
330/230,,SANTARÉM,CHAMUSCA,-,TEJO,-,174000,271850,T7 - ALUVIÕES DO TEJO,,
330/231,,SANTARÉM,CHAMUSCA,-,TEJO,-,175050,275180,T7 - ALUVIÕES DO TEJO,,
330/232,,SANTARÉM,CHAMUSCA,-,TEJO,-,174380,274000,T7 - ALUVIÕES DO TEJO,,
330/233,,SANTARÉM,GOLEGÃ,-,TEJO,-,170250,273470,T7 - ALUVIÕES DO TEJO,,
330/234,,SANTARÉM,TORRES NOVAS,RIACHOS,TEJO,-,169030,274050,T7 - ALUVIÕES DO TEJO,,
330/235,,SANTARÉM,GOLEGÃ,-,TEJO,-,171120,271440,T7 - ALUVIÕES DO TEJO,,
331/1,,SANTARÉM,ABRANTES,-,TEJO,-,188570,278970,T7 - ALUVIÕES DO TEJO,,
331/126,,SANTARÉM,ABRANTES,-,TEJO,-,195300,274870,T7 - ALUVIÕES DO TEJO,,
331/127,,SANTARÉM,ABRANTES,-,TEJO,-,196300,276200,T7 - ALUVIÕES DO TEJO,,
331/129,,SANTARÉM,ABRANTES,-,TEJO,-,187630,276740,T7 - ALUVIÕES DO TEJO,,
331/130,,SANTARÉM,ABRANTES,-,TEJO,-,188860,277700,T7 - ALUVIÕES DO TEJO,,
331/131,,SANTARÉM,ABRANTES,-,TEJO,-,189600,277700,T7 - ALUVIÕES DO TEJO,,
331/133,,SANTARÉM,ABRANTES,ALFERRAREDE,TEJO,-,196120,277785,T7 - ALUVIÕES DO TEJO,,
331/85,,SANTARÉM,ABRANTES,ABRANTES (SÃO VICENTE),TEJO,-,194190,278730,T0 - BACIA DO TEJO-SADO INDIFERENCIADO,,
332/21,,SANTARÉM,ABRANTES,ALVEGA,TEJO,-,207880,276980,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
332/54,,SANTARÉM,ABRANTES,UNIÃO DAS FREGUESIAS DE ALVEGA E CONCAVADA,TEJO,45,207876,276971,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
333/4,,PORTALEGRE,GAVIÃO,GAVIÃO,TEJO,-,217460,276720,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
334/55,,PORTALEGRE,NISA,ESPÍRITO SANTO,TEJO,-,239500,275625,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
336/17,,PORTALEGRE,MARVÃO,SANTO ANTÓNIO DAS AREIAS,TEJO,530,266200,271400,A0 - MACIÇO ANTIGO INDIFERENCIADO,,
337/103,,LISBOA,LOURINHÃ,SÃO BARTOLOMEU DOS GALEGOS,RIBEIRAS DO OESTE,-,102014,260691,O24 - CESAREDA,,
337/108,,LEIRIA,PENICHE,ATOUGUIA DA BALEIA,RIBEIRAS DO OESTE,-,100488,261094,O23 - PAÇO,,
337/21,,LEIRIA,PENICHE,ATOUGUIA DA BALEIA,RIBEIRAS DO OESTE,-,100440,260470,O23 - PAÇO,,
338/180,,LEIRIA,ÓBIDOS,ÓBIDOS (SANTA MARIA),RIBEIRAS DO OESTE,-,109407,264370,O33 - CALDAS DA RAINHA - NAZARÉ,,
338/182,,LEIRIA,BOMBARRAL,PÓ,RIBEIRAS DO OESTE,-,106961,261901,O33 - CALDAS DA RAINHA - NAZARÉ,,
338/183,,LEIRIA,ÓBIDOS,OLHO MARINHO,RIBEIRAS DO OESTE,-,107299,263137,O33 - CALDAS DA RAINHA - NAZARÉ,,
338/184,,LEIRIA,ÓBIDOS,ÓBIDOS (SANTA MARIA),RIBEIRAS DO OESTE,-,111032,267561,O33 - CALDAS DA RAINHA - NAZARÉ,,
338/248,,LEIRIA,BOMBARRAL,PÓ,RIBEIRAS DO OESTE,-,107605.27,261137.8,O33 - CALDAS DA RAINHA - NAZARÉ,EM SERVIÇO,
34/1,,VILA REAL,CHAVES,FAIÕES,DOURO,-,256125,531250,A1 - VEIGA DE CHAVES,,
340/134,,SANTARÉM,SANTARÉM,ALCANEDE,TEJO,-,142670,269220,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,
341/251,,SANTARÉM,CHAMUSCA,-,TEJO,-,166960,260910,T7 - ALUVIÕES DO TEJO,,
341/252,,SANTARÉM,SANTARÉM,-,TEJO,-,161780,262470,T7 - ALUVIÕES DO TEJO,,
341/253,,SANTARÉM,GOLEGÃ,-,TEJO,-,164000,264600,T7 - ALUVIÕES DO TEJO,,
341/254,,SANTARÉM,GOLEGÃ,-,TEJO,-,167050,265270,T7 - ALUVIÕES DO TEJO,,
341/255,,SANTARÉM,GOLEGÃ,-,TEJO,-,166540,268440,T7 - ALUVIÕES DO TEJO,,
341/269,,SANTARÉM,GOLEGÃ,AZINHAGA,TEJO,16,166921,269032,T7 - ALUVIÕES DO TEJO,,
342/113,,SANTARÉM,GOLEGÃ,-,TEJO,-,171250,268700,T7 - ALUVIÕES DO TEJO,,
342/114,,SANTARÉM,GOLEGÃ,-,TEJO,-,168360,268980,T7 - ALUVIÕES DO TEJO,,
342/115,,SANTARÉM,GOLEGÃ,-,TEJO,-,168420,267550,T7 - ALUVIÕES DO TEJO,,
342/AG65,,SANTARÉM,CHAMUSCA,ULME,TEJO,110,179268,264743,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
343/AG36,,SANTARÉM,ABRANTES,BEMPOSTA,TEJO,96,199763,264388,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
345/AG39,,PORTALEGRE,GAVIÃO,MARGEM,TEJO,230,217021,268211,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
348/20,,PORTALEGRE,MARVÃO,SÃO SALVADOR DA ARAMENHA,TEJO,-,264708,267341,A2 - ESCUSA,,
348/23,,PORTALEGRE,MARVÃO,SÃO SALVADOR DA ARAMENHA,TEJO,-,264200,268450,A2 - ESCUSA,,
349/133,,LISBOA,LOURINHÃ,SÃO BARTOLOMEU DOS GALEGOS,RIBEIRAS DO OESTE,-,100278,257667,O23 - PAÇO,,
349/135,,LISBOA,LOURINHÃ,SÃO BARTOLOMEU DOS GALEGOS,RIBEIRAS DO OESTE,-,100406,258377,O23 - PAÇO,,
350/122,,LISBOA,LOURINHÃ,MOLEDO,RIBEIRAS DO OESTE,-,104040,259940,O24 - CESAREDA,,
352/294,,SANTARÉM,SANTARÉM,-,TEJO,-,151262,255921,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM SERVIÇO,
353/28,,SANTARÉM,SANTARÉM,ALCANHÕES,TEJO,-,155570,259820,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,
353/353,,SANTARÉM,ALPIARÇA,ALPIARÇA,TEJO,49,162940,253600,T7 - ALUVIÕES DO TEJO,,
353/362,,SANTARÉM,SANTARÉM,-,TEJO,-,155460,253650,T7 - ALUVIÕES DO TEJO,,
353/363,,SANTARÉM,ALMEIRIM,-,TEJO,-,153770,250290,T7 - ALUVIÕES DO TEJO,,
353/373,,SANTARÉM,CHAMUSCA,VALE DE CAVALOS,TEJO,-,165001,258000,T7 - ALUVIÕES DO TEJO,,
353/87,,SANTARÉM,ALPIARÇA,-,TEJO,-,161750,256040,T7 - ALUVIÕES DO TEJO,,
362/11,,LISBOA,TORRES VEDRAS,CAMPELOS,RIBEIRAS DO OESTE,-,106200,246840,O0 - ORLA OCIDENTAL INDIFERENCIADO,,
362/130,,LISBOA,TORRES VEDRAS,RAMALHAL,RIBEIRAS DO OESTE,-,107525,241290,O25 - TORRES VEDRAS,,
362/131,,LISBOA,TORRES VEDRAS,MAXIAL,RIBEIRAS DO OESTE,-,109635,241866,O25 - TORRES VEDRAS,,
362/132,,LISBOA,TORRES VEDRAS,OUTEIRO DA CABEÇA,RIBEIRAS DO OESTE,-,110491,245570,O25 - TORRES VEDRAS,,
363/111,,LISBOA,ALENQUER,-,TEJO,-,125040.03,240005.42,O26 - OTA - ALENQUER,EM SERVIÇO,
364/259,,SANTARÉM,CARTAXO,-,TEJO,-,147360,241900,T7 - ALUVIÕES DO TEJO,,
364/260,,SANTARÉM,CARTAXO,-,TEJO,-,149570,244000,T7 - ALUVIÕES DO TEJO,,
364/297,,SANTARÉM,CARTAXO,VILA CHÃ DE OURIQUE,TEJO,-,149575,244005,T7 - ALUVIÕES DO TEJO,,
364/52,,SANTARÉM,SANTARÉM,VALE DE SANTARÉM,TEJO,80,147410,248450,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,,
365/18,,SANTARÉM,ALMEIRIM,ALMEIRIM,TEJO,-,156920,248280,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
365/470,,SANTARÉM,ALMEIRIM,-,TEJO,-,154350,245140,T7 - ALUVIÕES DO TEJO,,
365/471,,SANTARÉM,ALMEIRIM,-,TEJO,-,156160,247540,T7 - ALUVIÕES DO TEJO,,
365/AG18,,SANTARÉM,ALMEIRIM,FAZENDAS DE ALMEIRIM,TEJO,52,167341,243744,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
365/AG19,,SANTARÉM,ALMEIRIM,FAZENDAS DE ALMEIRIM,TEJO,51,167982,244383,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
365/AG25,,SANTARÉM,ALMEIRIM,FAZENDAS DE ALMEIRIM,TEJO,50,166194,242603,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
367/AG33,,PORTALEGRE,PONTE DE SOR,FOROS DE ARRÃO,TEJO,198,194768,249304,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,
370/202,,PORTALEGRE,ALTER DO CHÃO,ALTER DO CHÃO,TEJO,340,243500,246940,A3 - MONFORTE - ALTER DO CHÃO,,
370/33,,PORTALEGRE,ALTER DO CHÃO,ALTER DO CHÃO,TEJO,-,245043,246524,A3 - MONFORTE - ALTER DO CHÃO,,
370/51,,PORTALEGRE,ALTER DO CHÃO,ALTER DO CHÃO,TEJO,260,244421,243590,A3 - MONFORTE - ALTER DO CHÃO,,
