,marker site,latitude,longitude,estacao3,estacao,codigo
38,920685008,40.413,-6.869,ALDEIA DA PONTE (11P/01UG),ALDEIA DA PONTE (11P/01UG),11P/01UG
39,920685010,37.606644,-8.254067,ALDEIA DE PALHEIROS (28H/01G),ALDEIA DE PALHEIROS (28H/01G),28H/01G
40,920752644,37.943472,-7.409939,ALDEIA NOVA DE S&Atilde;O BENTO (26M/02G),ALDEIA NOVA DE SÃO BENTO (26M/02G),26M/02G
41,920685012,39.238358,-7.321887,ALEGRETE (18N/02G),ALEGRETE (18N/02G),18N/02G
42,920752464,39.058,-9.012,ALENQUER (19C/10U),ALENQUER (19C/10U),19C/10U
43,920685016,39.498,-9.096,ALFEIZER&Atilde;O (16C/02G),ALFEIZERÃO (16C/02G),16C/02G
44,920685018,37.333265,-8.49058,ALFERCE (30G/01UG),ALFERCE (30G/01UG),30G/01UG
45,920685014,41.34,-6.966,ALF&Acirc;NDEGA DA F&Eacute; (05P/04UG),ALFÂNDEGA DA FÉ (05P/04UG),05P/04UG
46,920685020,41.596283,-8.375613,ALGERIZ (04G/04UG),ALGERIZ (04G/04UG),04G/04UG
47,920685022,37.741,-7.791,ALGOD&Ocirc;R (27K/01UG),ALGODÔR (27K/01UG),27K/01UG
48,920685024,37.139,-8.298,ALGOZ (31H/02C),ALGOZ (31H/02C),31H/02C
49,920752486,38.699,-9.235,ALG&Eacute;S (21B/06G),ALGÉS (21B/06G),21B/06G
50,920752622,40.02,-8.63,ALHASTROS (CARAPINHEIRA) (12F/04U),ALHASTROS (CARAPINHEIRA) (12F/04U),12F/04U
51,920686064,37.325,-8.802,ALJEZUR (30E/01UG),ALJEZUR (30E/01UG),30E/01UG
52,920685026,39.561,-8.923,ALJUBARROTA (16D/01UG),ALJUBARROTA (16D/01UG),16D/01UG
53,920685028,37.868,-8.167,ALJUSTREL (26I/03UG),ALJUSTREL (26I/03UG),26I/03UG
54,920752610,39.998773,-7.684721,ALMACEDA (14K/01U),ALMACEDA (14K/01U),14K/01U
55,920685030,40.338,-8.225,ALMA&Ccedil;A (11H/01UG),ALMAÇA (11H/01UG),11H/01UG
56,920685032,40.724,-6.906,ALMEIDA (09P/02UG),ALMEIDA (09P/02UG),09P/02UG
57,920685034,40.594,-7.129,ALMEIDINHA (10O/02UG),ALMEIDINHA (10O/02UG),10O/02UG
58,920685036,39.212,-8.618,ALMEIRIM (18F/01UG),ALMEIRIM (18F/01UG),18F/01UG
59,920752604,40.999,-7.068,ALMENDRA (07O/04U),ALMENDRA (07O/04U),07O/04U
60,920685038,37.511712,-8.0656894,ALMOD&Ocirc;VAR (28I/01UG),ALMODÔVAR (28I/01UG),28I/01UG
61,920752520,39.832092,-8.434727,ALMOSTER (14G/03U),ALMOSTER (14G/03U),14G/03U
62,920685040,39.411,-7.613,ALPALH&Atilde;O (17L/03UG),ALPALHÃO (17L/03UG),17L/03UG
63,920685042,39.218207,-7.684421,ALTER DO CH&Atilde;O (18L/01UG),ALTER DO CHÃO (18L/01UG),18L/01UG
64,920685044,39.996,-7.716,ALTO DA FOZ DO GIRALDO (13K/05UG),ALTO DA FOZ DO GIRALDO (13K/05UG),13K/05UG
65,920685046,41.700183,-7.823665,ALTURAS DO BARROSO (03K/07UG),ALTURAS DO BARROSO (03K/07UG),03K/07UG
66,920685048,39.827,-8.381,ALVAI&Aacute;ZERE (15G/01UG),ALVAIÁZERE (15G/01UG),15G/01UG
67,920752412,39.702647,-8.353611,ALVIOBEIRA (15G/04U),ALVIOBEIRA (15G/04U),15G/04U
68,920686144,38.255335,-7.989608,ALVITO (24J/02UG),ALVITO (24J/02UG),24J/02UG
69,920685050,39.382,-9.036,ALVORNINHA (17C/06G),ALVORNINHA (17C/06G),17C/06G
70,920685052,41.264062,-8.069487,AMARANTE (06I/01G),AMARANTE (06I/01G),06I/01G
71,920685054,38.210145,-7.229388,AMARELEJA (24N/01UG),AMARELEJA (24N/01UG),24N/01UG
72,920752494,38.279308,-7.560505,AMIEIRA (24L/01C),AMIEIRA (24L/01C),24L/01C
73,920752434,39.649,-8.085,AM&Ecirc;NDOA (16I/01U),AMÊNDOA (16I/01U),16I/01U
74,920685978,39.91,-8.435,ANSI&Atilde;O (14G/01C),ANSIÃO (14G/01C),14G/01C
75,920752544,37.015,-7.951,ARABIA (31J/03U),ARABIA (31J/03U),31J/03U
76,920685056,41.381,-8.224,ARADA (05H/03UG),ARADA (05H/03UG),05H/03UG
77,920685058,40.109894,-7.118605,ARANHAS (13O/02UG),ARANHAS (13O/02UG),13O/02UG
78,920685060,41.049,-7.571,ARCOS (07L/11U),ARCOS (07L/11U),07L/11U
79,920685062,41.846,-8.713,ARGA DE BAIXO (02E/03UG),ARGA DE BAIXO (02E/03UG),02E/03UG
80,920685980,40.21,-8.052,ARGANIL (12H/03U),ARGANIL (12H/03U),12H/03U
81,920685064,41.638,-6.601,ARGOZELO (04R/01UG),ARGOZELO (04R/01UG),04R/01UG
82,920752684,40.911,-7.653,ARIZ (08L/04U),ARIZ (08L/04U),08L/04U
83,920752344,41.349,-7.894,ARJUIZ (05J/03G),ARJUIZ (05J/03G),05J/03G
84,920752470,39.143,-8.496,ARNEIRO DA VOLTA (19G/03C),ARNEIRO DA VOLTA (19G/03C),19G/03C
85,920685066,40.927,-8.24,AROUCA (08H/01UG),AROUCA (08H/01UG),08H/01UG
86,920685068,38.772,-8.001,ARRAIOLOS (21J/02UG),ARRAIOLOS (21J/02UG),21J/02UG
87,920685070,38.952,-9.137,ARRANH&Oacute; (20C/03G),ARRANHÓ (20C/03G),20C/03G
88,920685982,39.492389,-8.876833,ARRIMAL (17D/03UG),ARRIMAL (17D/03UG),17D/03UG
89,920685072,39.118,-7.281,ARRONCHES (19N/01UG),ARRONCHES (19N/01UG),19N/01UG
90,920752628,38.989572,-9.076099,ARRUDA DOS VINHOS (20C/02G),ARRUDA DOS VINHOS (20C/02G),20C/02G
91,920685074,41.801,-8.841,ASPRA (03D/02U),ASPRA (03D/02U),03D/02U
92,920685076,39.294,-8.931,ASSEICEIRA (18D/01C),ASSEICEIRA (18D/01C),18D/01C
93,920685078,41.655,-6.426,AVELANOSO (04S/01UG),AVELANOSO (04S/01UG),04S/01UG
94,920685984,41.832,-8.468,AVELEIRAS (02G/11UG),AVELEIRAS (02G/11UG),02G/11UG
95,920685080,39.058,-7.895,AVIS (19J/03UG),AVIS (19J/03UG),19J/03UG
96,920685082,38.702644,-7.774686,AZARUJA (21K/01UG),AZARUJA (21K/01UG),21K/01UG
97,920752626,38.832065,-9.451378,AZENHAS DO MAR (20A/01U),AZENHAS DO MAR (20A/01U),20A/01U
98,920752538,37.265408,-7.451312,AZINHAL (30M/04U),AZINHAL (30M/04U),30M/04U
99,920685988,38.0697028,-8.412872,AZINHEIRA BARROS (25G/01UG),AZINHEIRA BARROS (25G/01UG),25G/01UG
100,920685084,39.351,-8.744,AZ&Oacute;IA DE CIMA (17E/03UG),AZÓIA DE CIMA (17E/03UG),17E/03UG
101,920685098,41.526,-8.624,BARCELOS (04F/01C),BARCELOS (04F/01C),04F/01C
102,920752358,41.12129,-7.598921,BARCOS (07L/05U),BARCOS (07L/05U),07L/05U
103,920752600,41.132,-7.901,BARQUEIROS (07J/02U),BARQUEIROS (07J/02U),07J/02U
104,920685100,41.763,-7.71,BARRAC&Atilde;O (03K/06UG),BARRACÃO (03K/06UG),03K/06UG
105,920752410,39.943,-7.199,BARRAGEM CABE&Ccedil;O MONTEIRO (14N/01C),BARRAGEM CABEÇO MONTEIRO (14N/01C),14N/01C
106,920752400,39.853762,-8.225002,BARRAGEM DA BOU&Ccedil;&Atilde; (R.E.) (14H/02C),BARRAGEM DA BOUÇÃ (R.E.) (14H/02C),14H/02C
107,920752528,37.197,-8.699,BARRAGEM DA BRAVURA (30E/03C),BARRAGEM DA BRAVURA (30E/03C),30E/03C
108,920752438,39.565431,-7.834711,BARRAGEM DA PRACANA (16K/02U),BARRAGEM DA PRACANA (16K/02U),16K/02U
109,920685986,37.841,-8.622,BARRAGEM DE CAMPILHAS (26F/02C),BARRAGEM DE CAMPILHAS (26F/02C),26F/02C
110,920685208,40.853,-8.379,BARRAGEM DE CASTELO BURG&Atilde;ES (08G/01C),BARRAGEM DE CASTELO BURGÃES (08G/01C),08G/01C
111,920752432,39.54,-8.32,BARRAGEM DE CASTELO DO BODE (R.E.) (16H/01C),BARRAGEM DE CASTELO DO BODE (R.E.) (16H/01C),16H/01C
112,920686128,41.573,-8.122,BARRAGEM DE GUILHOFREI (04I/01CG),BARRAGEM DE GUILHOFREI (04I/01CG),04I/01CG
113,920685088,38.99,-8.694,BARRAGEM DE MAGOS (20E/01C),BARRAGEM DE MAGOS (20E/01C),20E/01C
114,920685090,40.262,-7.146,BARRAGEM DE MEIMOA (12O/04C),BARRAGEM DE MEIMOA (12O/04C),12O/04C
115,920752510,37.510119,-8.443277,BARRAGEM DE MIRA (28G/01C),BARRAGEM DE MIRA (28G/01C),28G/01C
116,920686094,39.051,-8.173,BARRAGEM DE MONTARGIL (19H/02C),BARRAGEM DE MONTARGIL (19H/02C),19H/02C
117,920752646,39.048,-8.173,BARRAGEM DE MONTARGIL (ANTIGA) (19H/03U),BARRAGEM DE MONTARGIL (ANTIGA) (19H/03U),19H/03U
118,920685094,38.183,-8.112,BARRAGEM DE ODIVELAS (24I/03C),BARRAGEM DE ODIVELAS (24I/03C),24I/03C
119,920752492,38.419575,-8.395242,BARRAGEM DE PEGO DO ALTAR (23G/01C),BARRAGEM DE PEGO DO ALTAR (23G/01C),23G/01C
120,920685732,38.247,-8.294,BARRAGEM DE VALE DO GAIO (24H/02C),BARRAGEM DE VALE DO GAIO (24H/02C),24H/02C
121,920752680,40.986289,-7.538915,BARRAGEM DE VILAR TABUA&Ccedil;O (R.E.) (08L/02G),BARRAGEM DE VILAR TABUAÇO (R.E.) (08L/02G),08L/02G
122,920685758,39.357,-9.156,BARRAGEM DE &Oacute;BIDOS (DGADR) (17C/08C),BARRAGEM DE ÓBIDOS (DGADR) (17C/08C),17C/08C
123,920685086,37.238,-8.375,BARRAGEM DO ARADE (30G/03C),BARRAGEM DO ARADE (30G/03C),30G/03C
124,920685752,37.267835,-7.513668,BARRAGEM DO BELICHE (30M/06G),BARRAGEM DO BELICHE (30M/06G),30M/06G
125,920752402,39.908487,-8.133891,BARRAGEM DO CABRIL (R.E.) (14I/02C),BARRAGEM DO CABRIL (R.E.) (14I/02C),14I/02C
126,920752476,39.001,-7.139,BARRAGEM DO CAIA (19O/02C),BARRAGEM DO CAIA (19O/02C),19O/02C
127,920752638,40.30989,-7.59584,BARRAGEM DO COV&Atilde;O DE FERRO (12L/01U),BARRAGEM DO COVÃO DE FERRO (12L/01U),12L/01U
128,920685730,38.698,-7.92,BARRAGEM DO DIVOR (21J/03C),BARRAGEM DO DIVOR (21J/03C),21J/03C
129,920752474,39.006811,-7.973864,BARRAGEM DO MARANH&Atilde;O (19J/04C),BARRAGEM DO MARANHÃO (19J/04C),19J/04C
130,920752354,41.387426,-6.375301,BARRAGEM DO PICOTE (05S/02G),BARRAGEM DO PICOTE (05S/02G),05S/02G
131,920752500,37.934296,-8.083004,BARRAGEM DO ROXO (26I/02C),BARRAGEM DO ROXO (26I/02C),26I/02C
132,920685092,37.725557,-8.288338,BARRAGEM MONTE DA ROCHA (27H/02C),BARRAGEM MONTE DA ROCHA (27H/02C),27H/02C
133,920685096,38.763,-9.422,BARRAGEM RIO DA MULA (21A/10G),BARRAGEM RIO DA MULA (21A/10G),21A/10G
134,920685102,37.263084,-7.961169,BARRANCO DO VELHO (30J/01UG),BARRANCO DO VELHO (30J/01UG),30J/01UG
135,920685104,38.132092,-7.001327,BARRANCOS (25P/01UG),BARRANCOS (25P/01UG),25P/01UG
136,920685106,41.641,-8.68,BARROSELAS (04E/01UG),BARROSELAS (04E/01UG),04E/01UG
137,920685108,39.661,-8.827,BATALHA (16E/06C),BATALHA (16E/06C),16E/06C
138,920752414,39.768,-8.296,BECO (15H/03U),BECO (15H/03U),15H/03U
139,920685110,39.446,-7.371,BEIR&Atilde; (17M/03UG),BEIRÃ (17M/03UG),17M/03UG
140,920752630,38.782067,-9.259429,BELAS (21B/09U),BELAS (21B/09U),21B/09U
141,920752584,41.949,-8.251,BELEIRAL (02H/02U),BELEIRAL (02H/02U),02H/02U
142,920685762,39.349,-8.141,BEMPOSTA (17I/02UG),BEMPOSTA (17I/02UG),17I/02UG
143,920752478,38.977909,-8.813596,BENAVENTE (20E/03U),BENAVENTE (20E/03U),20E/03U
144,920685112,40.371563,-7.250838,BENDADA (11N/02UG),BENDADA (11N/02UG),11N/02UG
145,920752424,39.790994,-7.58638,BENQUEREN&Ccedil;AS (15L/01U),BENQUERENÇAS (15L/01U),15L/01U
146,920685990,37.154,-8.739,BENSAFRIM (31E/02UG),BENSAFRIM (31E/02UG),31E/02UG
147,920685114,41.734,-8.477,BOALHOSA (03G/05UG),BOALHOSA (03G/05UG),03G/05UG
148,920752428,39.587,-8.647,BOLEIROS (16F/03U),BOLEIROS (16F/03U),16F/03U
149,920685184,40.203,-8.646,BOLETA (CARAPINHEIRA) (12F/03UG),BOLETA (CARAPINHEIRA) (12F/03UG),12F/03UG
150,920685764,41.456,-7.004,BORNES (05O/01UG),BORNES (05O/01UG),05O/01UG
151,920685116,41.686297,-7.665329,BOTICAS (03L/03G),BOTICAS (03L/03G),03L/03G
152,920752592,41.782,-8.168,BOU&Ccedil;A DA M&Oacute; (03I/02U),BOUÇA DA MÓ (03I/02U),03I/02U
153,920685120,40.693215,-8.373362,BOU&Ccedil;&Atilde; (PESSEGUEIRO DO VOUGA) (09G/03UG),BOUÇÃ (PESSEGUEIRO DO VOUGA) (09G/03UG),09G/03UG
154,920685118,41.997,-8.257,BOU&Ccedil;&Atilde; DOS HOMENS (02H/01UG),BOUÇÃ DOS HOMENS (02H/01UG),02H/01UG
155,920685122,41.635,-8.134,BRANCELHE (04I/02UG),BRANCELHE (04I/02UG),04I/02UG
156,920685124,41.838,-8.29,BRITELO (02H/07UG),BRITELO (02H/07UG),02H/07UG
157,920685126,38.872,-8.16,BROTAS (20I/02UG),BROTAS (20I/02UG),20I/02UG
158,920685128,40.753226,-7.781412,BRUFE (BARREIROS) (09K/03UG),BRUFE (BARREIROS) (09K/03UG),09K/03UG
159,920685130,41.152,-8.451,BUSTELO (SERRA DE PIAS) (07G/01G),BUSTELO (SERRA DE PIAS) (07G/01G),07G/01G
160,920685134,41.865,-8.351,CABANA MAIOR (02G/12UG),CABANA MAIOR (02G/12UG),02G/12UG
161,920752676,41.865,-8.351,CABANA MAIOR (extinta) (02G/10U),CABANA MAIOR (extinta) (02G/10U),02G/10U
162,920752462,39.151796,-9.06277,CABANAS DE TORRES (19C/02U),CABANAS DE TORRES (19C/02U),19C/02U
163,920686130,41.512678,-7.979216,CABECEIRAS DE BASTO (04J/06UG),CABECEIRAS DE BASTO (04J/06UG),04J/06UG
164,920685142,39.129874,-7.587472,CABE&Ccedil;O DE VIDE (19L/01UG),CABEÇO DE VIDE (19L/01UG),19L/01UG
165,920752612,39.935446,-7.194712,CABE&Ccedil;O MONTEIRO (14N/04C),CABEÇO MONTEIRO (14N/04C),14N/04C
166,920685144,41.929,-8.418,CABREIRO (02G/05UG),CABREIRO (02G/05UG),02G/05UG
167,920686142,38.778,-9.302,CAC&Eacute;M (21B/10G),CACÉM (21B/10G),21B/10G
168,920685146,40.133769,-8.054452,CADAFAZ (13I/02UG),CADAFAZ (13I/02UG),13I/02UG
169,920685148,38.887337,-7.089808,CAIA (MONTE CALDEIRA) (20O/02UG),CAIA (MONTE CALDEIRA) (20O/02UG),20O/02UG
170,920685150,40.484054,-7.857516,CALDAS DE FELGUEIRAS (11J/01UG),CALDAS DE FELGUEIRAS (11J/01UG),11J/01UG
171,920685152,40.77744,-7.915697,CALDE (09J/03UG),CALDE (09J/03UG),09J/03UG
172,920686066,41.66684,-8.382005,CALDELAS (03G/04UG),CALDELAS (03G/04UG),03G/04UG
173,920686170,38.929,-9.065,CALHANDRIZ (20C/04UG),CALHANDRIZ (20C/04UG),20C/04UG
174,920685154,41.679,-8.545,CALVELO (03F/05UG),CALVELO (03F/05UG),03F/05UG
175,920685156,41.867,-8.832,CAMINHA (02E/04UG),CAMINHA (02E/04UG),02E/04UG
176,920685160,39.996,-8.267,CAMPELO (13H/07UG),CAMPELO (13H/07UG),13H/07UG
177,920685162,39.197,-9.231,CAMPELOS (18B/03UG),CAMPELOS (18B/03UG),18B/03UG
178,920685158,41.291,-7.872,CAMPE&Atilde; (06J/01UG),CAMPEÃ (06J/01UG),06J/01UG
179,920685164,40.674,-8.217,CAMPIA (09H/01UG),CAMPIA (09H/01UG),09H/01UG
180,920685168,41.524,-6.558,CAMPO DE V&Iacute;BORAS (04R/03UG),CAMPO DE VÍBORAS (04R/03UG),04R/03UG
181,920685132,39.255,-7.82,CAMPO EXPERIMENTAL CRATO (CHAN&Ccedil;A) (18K/01C),CAMPO EXPERIMENTAL CRATO (CHANÇA) (18K/01C),18K/01C
182,920685170,38.769087,-7.605615,CANAL (21L/01UG),CANAL (21L/01UG),21L/01UG
183,920752586,41.765,-8.651,CANDEEIRA (03F/02U),CANDEEIRA (03F/02U),03F/02U
184,920685172,41.246,-7.965,CANDEMIL (06J/02UG),CANDEMIL (06J/02UG),06J/02UG
185,920685174,38.823,-9.223,CANE&Ccedil;AS (21B/11UG),CANEÇAS (21B/11UG),21B/11UG
186,920685176,38.77,-8.627,CANHA (21F/01UG),CANHA (21F/01UG),21F/01UG
187,920752416,39.698764,-7.951383,CANI&Ccedil;AL CIMEIRO (15J/02G),CANIÇAL CIMEIRO (15J/02G),15J/02G
188,920752598,41.648797,-7.651438,CANI&Ccedil;O (04J/01G),CANIÇO (04J/01G),04J/01G
189,920686156,40.356,-8.593,CANTANHEDE (11F/01UG),CANTANHEDE (11F/01UG),11F/01UG
190,920685178,40.198503,-7.370556,CAPINHA (12M/02UG),CAPINHA (12M/02UG),12M/02UG
191,920685180,39.739,-8.708,CARANGUEJEIRA (15E/03G),CARANGUEJEIRA (15E/03G),15E/03G
192,920685182,40.099,-8.34,CARAPINHAL (13H/09UG),CARAPINHAL (13H/09UG),13H/09UG
193,920685186,38.826,-8.474,CARAPU&Ccedil;&Otilde;ES (S&Atilde;O TORCATO) (21G/03G),CARAPUÇÕES (SÃO TORCATO) (21G/03G),21G/03G
194,920685188,40.298,-7.363,CARIA (12M/01UG),CARIA (12M/01UG),12M/01UG
195,920685190,39.53,-8.462,CARRAZEDE (16G/02UG),CARRAZEDE (16G/02UG),16G/02UG
196,920752648,41.232,-7.318,CARRAZEDE DE ANSI&Atilde;ES (06N/02U),CARRAZEDE DE ANSIÃES (06N/02U),06N/02U
197,920752374,40.90712,-7.578358,CARREGAL (08L/05U),CARREGAL (08L/05U),08L/05U
198,920685734,40.425,-7.998,CARREGAL DO SAL (11I/03UG),CARREGAL DO SAL (11I/03UG),11I/03UG
199,920752338,41.499,-7.168,CARVALHAIS (04O/02U),CARVALHAIS (04O/02U),04O/02U
200,920685192,41.379341,-8.068102,CARVALHO (05I/02G),CARVALHO (05I/02G),05I/02G
201,920685194,41.179,-6.89,CARVI&Ccedil;AIS (06P/02UG),CARVIÇAIS (06P/02UG),06P/02UG
202,920685196,39.622,-7.918,CARVOEIRO (16J/02UG),CARVOEIRO (16J/02UG),16J/02UG
203,920685198,38.950473,-7.803773,CASA BRANCA (20K/02UG),CASA BRANCA (20K/02UG),20K/02UG
204,920685554,41.86,-7.757,CASAIS DA VEIGA (EX. PADORNELOS) (02K/01UG),CASAIS DA VEIGA (EX. PADORNELOS) (02K/01UG),02K/01UG
205,920752388,40.048775,-7.551388,CASAL DA SERRA (13L/03U),CASAL DA SERRA (13L/03U),13L/03U
206,920685736,40.153479,-8.843352,CASAL DO RATO (13D/04UG),CASAL DO RATO (13D/04UG),13D/04UG
207,920685200,41.863,-8.429,CASAL SOEIRO (02G/09G),CASAL SOEIRO (02G/09G),02G/09G
208,920685202,38.703,-9.428,CASCAIS (21A/11G),CASCAIS (21A/11G),21A/11G
209,920685204,40.00182,-8.21084,CASTANHEIRA DE P&Ecirc;RA (13H/05UG),CASTANHEIRA DE PÊRA (13H/05UG),13H/05UG
210,920685206,40.305329,-7.237837,CASTELEIRO (12N/01UG),CASTELEIRO (12N/01UG),12N/01UG
211,920685210,39.411546,-7.452479,CASTELO DE VIDE (17M/01G),CASTELO DE VIDE (17M/01G),17M/01G
212,920685212,41.015464,-7.068077,CASTELO MELHOR (07O/05UG),CASTELO MELHOR (07O/05UG),07O/05UG
213,920686068,40.081,-7.498,CASTELO NOVO (13M/03G),CASTELO NOVO (13M/03G),13M/03G
214,920686096,41.41,-8.428,CASTEL&Otilde;ES (05G/03UG),CASTELÕES (05G/03UG),05G/03UG
215,920752372,40.89,-7.938,CASTRO DAIRE (08J/04G),CASTRO DAIRE (08J/04G),08J/04G
216,920685214,40.924,-7.94,CASTRO DAIRE (LAMELAS) (08J/06G),CASTRO DAIRE (LAMELAS) (08J/06G),08J/06G
217,920752572,42.015,-8.151,CASTRO LABOREIRO (01I/01U),CASTRO LABOREIRO (01I/01U),01I/01U
218,920685216,37.215407,-7.434644,CASTRO MARIM (30M/03UG),CASTRO MARIM (30M/03UG),30M/03UG
219,920685218,37.697626,-8.093276,CASTRO VERDE (27I/01G),CASTRO VERDE (27I/01G),27I/01G
220,920685220,37.310162,-7.838413,CATRAIA (30J/02G),CATRAIA (30J/02G),30J/02G
221,920685222,41.502957,-7.904215,CAVEZ (04J/04UG),CAVEZ (04J/04UG),04J/04UG
222,920685224,39.705,-8.531,CAXARIAS (15F/02C),CAXARIAS (15F/02C),15F/02C
223,920685226,39.573,-9.068,CELA (16C/01C),CELA (16C/01C),16C/01C
224,920685992,41.714088,-6.922264,CELAS (03P/01UG),CELAS (03P/01UG),03P/01UG
225,920685228,40.646842,-7.386959,CELORICO DA BEIRA (10M/01G),CELORICO DA BEIRA (10M/01G),10M/01G
226,920685230,41.383509,-8.001434,CELORICO DE BASTO (05I/01UG),CELORICO DE BASTO (05I/01UG),05I/01UG
227,920752444,39.532,-7.618,CENTRAL DA BRUCEIRA (16L/02U),CENTRAL DA BRUCEIRA (16L/02U),16L/02U
228,920685232,37.798263,-8.671195,CERCAL DO ALENTEJO (27E/01UG),CERCAL DO ALENTEJO (27E/01UG),27E/01UG
229,920685234,41.884,-8.571,CERDEIRA (02F/02G),CERDEIRA (02F/02G),02F/02G
230,920685994,41.292693,-6.921139,CEREJAIS (06P/01G),CEREJAIS (06P/01G),06P/01G
231,920685236,39.814,-8.19,CERNACHE DE BONJARDIM (15H/01C),CERNACHE DE BONJARDIM (15H/01C),15H/01C
232,920685238,41.738281,-7.680254,CERVOS (03K/05UG),CERVOS (03K/05UG),03K/05UG
233,920685242,41.469,-6.902,CHACIM (05P/01UG),CHACIM (05P/01UG),05P/01UG
234,920685996,39.361,-8.487,CHAMUSCA (17G/02G),CHAMUSCA (17G/02G),17G/02G
