taxon_id,name,common_name,observation_count
145246,Setophaga dominica,Yellow-throated Warbler,36
10442,Limnothlypis swainsonii,Swainson's Warbler,35
145235,Setophaga magnolia,Magnolia Warbler,35
145245,Setophaga coronata,Yellow-rumped Warbler,35
7428,Bombycilla cedrorum,Cedar Waxwing,34
14850,Sturnus vulgaris,European Starling,31
469282,Neotibicen tibicen,Swamp Cicada,31
10373,Molothrus ater,Brown-headed Cowbird,30
199833,Antrostomus carolinensis,Chuck-will's-widow,30
2548,Megaceryle alcyon,Belted Kingfisher,29
1289388,Corthylio calendula,Ruby-crowned Kinglet,29
979756,Leiothlypis peregrina,Tennessee Warbler,28
4793,Charadrius vociferus,Killdeer,27
6571,Chaetura pelagica,Chimney Swift,27
144821,Poecile hudsonicus,Boreal Chickadee,27
145224,Geothlypis philadelphia,Mourning Warbler,27
1960,Coccyzus erythropthalmus,Black-billed Cuckoo,26
4626,Gavia immer,Common Loon,26
16611,Empidonax traillii,Willow Flycatcher,25
10487,Dolichonyx oryzivorus,Bobolink,24
469274,Neotibicen robinsonianus,Robinson's Annual Cicada,24
10243,Icteria virens,Yellow-breasted Chat,23
199841,Haemorhous purpureus,Purple Finch,23
979753,Leiothlypis ruficapilla,Nashville Warbler,23
5212,Buteo jamaicensis,Red-tailed Hawk,22
24230,Acris crepitans,Northern Cricket Frog,22
145225,Geothlypis formosa,Kentucky Warbler,21
73553,Vermivora cyanoptera,Blue-winged Warbler,20
122193,Gryllus pennsylvanicus,Fall Field Cricket,19
145304,Spinus pinus,Pine Siskin,19
1650411,Hesperiphona vespertina,Evening Grosbeak,19
20356,Aegolius acadicus,Northern Saw-whet Owl,17
906,Meleagris gallopavo,Wild Turkey,16
4672,Falco columbarius,Merlin,16
4647,Falco peregrinus,Peregrine Falcon,15
9156,Passerella iliaca,Fox Sparrow,15
10423,Loxia leucoptera,White-winged Crossbill,15
18204,Melanerpes erythrocephalus,Red-headed Woodpecker,15
244334,Magicicada tredecassini,Cassin's 13-Year Cicada,15
469257,Neotibicen linnei,Linne's Cicada,15
1280,Colinus virginianus,Northern Bobwhite,13
9096,Melospiza georgiana,Swamp Sparrow,13
11901,Hirundo rustica,Barn Swallow,13
16782,Tyrannus tyrannus,Eastern Kingbird,13
469259,Neotibicen lyricen,Lyric Cicada,13
9807,Vermivora chrysoptera,Golden-winged Warbler,12
11935,Tachycineta bicolor,Tree Swallow,12
225598,Neoconocephalus ensiger,Sword-bearing Conehead,12
243,Rallus limicola,Virginia Rail,11
7107,Aix sponsa,Wood Duck,11
10322,Euphagus carolinus,Rusty Blackbird,11
10729,Protonotaria citrea,Prothonotary Warbler,11
14825,Sitta pusilla,Brown-headed Nuthatch,11
64977,Anaxyrus fowleri,Fowler's Toad,11
73155,Passerina caerulea,Blue Grosbeak,11
145236,Setophaga castanea,Bay-breasted Warbler,11
225607,Neocurtilla hexadactyla,Northern Mole Cricket,11
469238,Neotibicen canicularis,Northern Dog-day Cicada,11
1579017,Astur cooperii,Cooper's Hawk,11
10139,Ammodramus savannarum,Grasshopper Sparrow,10
11867,Progne subis,Purple Martin,10
16603,Empidonax flaviventris,Yellow-bellied Flycatcher,10
25078,Gastrophryne carolinensis,Eastern Narrow-mouthed Toad,10
780312,Hapithus saltator,Jumping Bush Cricket,10
7601,Cistothorus palustris,Marsh Wren,9
469279,Neotibicen winnemanna,Eastern Scissors Grinder Cicada,9
9325,Icterus spurius,Orchard Oriole,8
9915,Piranga rubra,Summer Tanager,8
41663,Procyon lotor,Common Raccoon,8
48122,Microcentrum retinerve,Lesser Anglewing,8
129135,Gryllus veletis,Spring Field Cricket,8
3892,Tringa melanoleuca,Greater Yellowlegs,7
5305,Haliaeetus leucocephalus,Bald Eagle,7
6930,Anas platyrhynchos,Mallard,7
145300,Acanthis flammea,Redpoll,7
146891,Eunemobius carolinus,Carolina Ground Cricket,7
362371,Amblycorypha alexanderi,Clicker Round-winged Katydid,7
5020,Butorides virescens,Green Heron,6
9176,Zonotrichia leucophrys,White-crowned Sparrow,6
9771,Pinicola enucleator,Pine Grosbeak,6
66007,Lithobates septentrionalis,Mink Frog,6
144496,Gallinago delicata,Wilson's Snipe,6
244017,Neocicada hieroglyphica,Hieroglyphic Cicada,6
474210,Spizelloides arborea,American Tree Sparrow,6
4665,Falco sparverius,American Kestrel,5
6432,Archilochus colubris,Ruby-throated Hummingbird,5
7294,Eremophila alpestris,Horned Lark,5
9148,Spizella pallida,Clay-colored Sparrow,5
9981,Passerculus sandwichensis,Savannah Sparrow,5
19577,Chordeiles minor,Common Nighthawk,5
23969,Hyla cinerea,Green Treefrog,5
41976,Lynx rufus,Bobcat,5
42223,Odocoileus virginianus,White-tailed Deer,5
84752,Microcentrum rhombifolium,Greater Anglewing,5
116999,Pandion haliaetus,Osprey,5
225601,Neoconocephalus nebrascensis,Nebraska Conehead,5
162,Porzana carolina,Sora,4
890,Bonasa umbellus,Ruffed Grouse,4
5034,Botaurus lentiginosus,American Bittern,4
10676,Spiza americana,Dickcissel,4
13732,Anthus rubescens,American Pipit,4
30746,Crotalus horridus,Timber Rattlesnake,4
46095,Marmota monax,Groundhog,4
46272,Glaucomys volans,Southern Flying Squirrel,4
83853,Magicicada tredecim,Riley's 13-Year Cicada,4
129233,Oecanthus latipennis,Broad-winged tree cricket,4
130356,Oecanthus fultoni,Snowy Tree Cricket,4
145231,Setophaga tigrina,Cape May Warbler,4
508048,Antigone canadensis,Sandhill Crane,4
518173,Vermivora chrysoptera × cyanoptera,Golden-winged × Blue-winged Warbler,4
1579016,Astur atricapillus,American Goshawk,4
4364,Larus delawarensis,Ring-billed Gull,3
7429,Bombycilla garrulus,Bohemian Waxwing,3
10168,Pooecetes gramineus,Vesper Sparrow,3
12883,Catharus minimus,Gray-cheeked Thrush,3
40509,Eptesicus fuscus,Big Brown Bat,3
44026,Erethizon dorsatum,North American Porcupine,3
117059,Plectrophenax nivalis,Snow Bunting,3
129260,Orchelimum vulgare,Common Meadow Katydid,3
143387,Allonemobius fasciatus,Striped Ground Cricket,3
145242,Setophaga palmarum,Palm Warbler,3
225602,Neoconocephalus retusus,Round-tipped Conehead,3
458944,Roeseliana roeselii,Roesel's Bush-cricket,3
558426,Anser caerulescens,Snow Goose,3
1496502,Megatibicen grossus,Northern Dusk-singing Cicada,3
1578502,Tyto furcata,American Barn Owl,3
1578960,Botaurus exilis,Least Bittern,3
2969,Streptopelia decaocto,Eurasian Collared-Dove,2
4246,Podilymbus podiceps,Pied-billed Grebe,2
4956,Ardea herodias,Great Blue Heron,2
6917,Cygnus columbianus,Tundra Swan,2
7004,Mergus merganser,Common Merganser,2
7170,Clangula hyemalis,Long-tailed Duck,2
11858,Petrochelidon pyrrhonota,Cliff Swallow,2
11941,Riparia riparia,Bank Swallow,2
17364,Vireo philadelphicus,Philadelphia Vireo,2
17694,Picoides arcticus,Black-backed Woodpecker,2
26695,Scaphiopus holbrookii,Eastern Spadefoot,2
43794,Castor canadensis,American Beaver,2
48734,Tsuga canadensis,eastern hemlock,2
72458,Actitis macularius,Spotted Sandpiper,2
120179,Doellingeria umbellata,flat-top white aster,2
128686,Quercus montana,chestnut oak,2
129244,Allonemobius allardi,Allard's Ground Cricket,2
146737,Velarifictorus micado,Japanese Burrowing Cricket,2
203449,Scudderia septentrionalis,Northern Bush Katydid,2
204114,Cervus canadensis,Wapiti,2
213029,Allonemobius tinnulus,Tinkling Ground Cricket,2
226221,Oecanthus niveus,Narrow-winged Tree Cricket,2
244335,Magicicada tredecula,Little 13-Year Cicada,2
367715,Rallus elegans,King Rail,2
522193,Alces alces,Moose,2
981,Phasianus colchicus,Ring-necked Pheasant,1
3857,Calidris alpina,Dunlin,1
3875,Tringa solitaria,Solitary Sandpiper,1
4756,Cathartes aura,Turkey Vulture,1
5097,Accipiter striatus,Sharp-shinned Hawk,1
6893,Dendrocygna autumnalis,Black-bellied Whistling-Duck,1
6921,Cygnus olor,Mute Swan,1
8335,Perisoreus canadensis,Canada Jay,1
9092,Melospiza lincolnii,Lincoln's Sparrow,1
10431,Oporornis agilis,Connecticut Warbler,1
11970,Stelgidopteryx serripennis,Northern Rough-winged Swallow,1
16110,Contopus cooperi,Olive-sided Flycatcher,1
16791,Tyrannus verticalis,Western Kingbird,1
24256,Pseudacris brachyphona,Mountain Chorus Frog,1
27137,Coluber constrictor,North American Racer,1
27184,Plethodon glutinosus,Northern Slimy Salamander,1
39771,Chrysemys picta,Painted Turtle,1
40629,Lasionycteris noctivagans,Silver-haired Bat,1
41777,Lontra canadensis,North American River Otter,1
42076,Urocyon cinereoargenteus,Gray Fox,1
42652,Didelphis virginiana,Virginia Opossum,1
45763,Ondatra zibethicus,Muskrat,1
47144,Canis familiaris,Domestic Dog,1
47219,Apis mellifera,Western Honey Bee,1
54037,Thuja occidentalis,northern whitecedar,1
54789,Carya glabra,pignut hickory,1
54840,Populus tremuloides,quaking aspen,1
60341,Lithobates sphenocephalus,Southern Leopard Frog,1
74719,Myotis septentrionalis,Northern Myotis,1
84040,Chauliognathus marginatus,Margined Leatherwing Beetle,1
117429,Betula nigra,river birch,1
118552,Felis catus,Domestic Cat,1
122041,Orchelimum pulchellum,Handsome Meadow Katydid,1
127905,Bombus ternarius,Tricolored Bumble Bee,1
128808,Salix eriocephala,heart-leaved willow,1
129140,Atlanticus monticola,Least Shieldback,1
131154,Eupatorium capillifolium,dogfennel,1
143151,Orchelimum nigripes,Black-legged Meadow Katydid,1
155085,Bombus perplexus,Perplexing Bumble Bee,1
176579,Okanagana rimosa,Say's Cicada,1
194786,Merodon equestris,Narcissus Bulb Fly,1
203866,Rabdophaga strobiloides,Willow Pinecone Gall Midge,1
208528,Craspedacusta sowerbii,Common Freshwater Jellyfish,1
213322,Amblycorypha oblongifolia,Oblong-winged Katydid,1
213323,Amblycorypha rotundifolia,Rattler Round-winged Katydid,1
213545,Anaxipha exigua,Say's Trig,1
225599,Neoconocephalus exiliscanorus,Slightly Musical Conehead Katydid,1
225604,Neoconocephalus triops,Broad-tipped Conehead,1
225793,Neoxabea bipunctata,Two-spotted Tree Cricket,1
230720,Scudderia pistillata,Broad-winged Bush Katydid,1
322865,Polyphylla comes,High Mountain June Beetle,1
322925,Gryllus firmus,Sand Field Cricket,1
424676,Lithobates kauffeldi,Atlantic Coast Leopard Frog,1
437602,Ammospiza leconteii,LeConte's Sparrow,1
453109,Pekania pennanti,Fisher,1
454573,Okanagana noveboracensis,Aspen Cicada,1
466774,Anaxipha vernalis,Spring Trig,1
469268,Neotibicen pruinosus,Scissor Grinder,1
485770,Allonemobius socius,Southern Ground Cricket,1
508366,Colibri thalassinus,Mexican Violetear,1
793285,Centronyx henslowii,Henslow's Sparrow,1
1118372,Evacanthus chlamidatus,,1
1264431,Neogale frenata,Long-tailed Weasel,1
1286843,Cistothorus stellaris,Sedge Wren,1
1289698,Canachites canadensis,Spruce Grouse,1
1580084,Orchelimum agile,Agile Meadow Katydid,1
