p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.49E-08,0.319412307,0.89,0.748,0.000877359,1,ARID4B
1.71E-08,0.607942401,0.539,0.378,0.001008325,1,LSP1
1.74E-08,0.7295053,0.28,0.153,0.001025516,1,NCOA3
1.96E-08,0.42518065,0.61,0.423,0.001152907,1,CCSER2
2.06E-08,0.802311139,0.28,0.152,0.001210193,1,VMA21
2.08E-08,0.680634851,0.343,0.201,0.001226961,1,APOL6
2.23E-08,0.532029475,0.613,0.438,0.001311295,1,SUPT5H
2.33E-08,0.931659359,0.173,0.078,0.001369081,1,MIB1
2.34E-08,0.403216789,0.712,0.539,0.001375914,1,CLEC2D
2.37E-08,0.719285809,0.369,0.222,0.001396894,1,RALA
2.39E-08,0.521452918,0.555,0.392,0.001409666,1,UGP2
2.47E-08,0.708727101,0.563,0.407,0.001453343,1,PLIN2
2.64E-08,0.610222319,0.322,0.181,0.001556341,1,TRPM7
2.76E-08,0.627969699,0.374,0.223,0.001622236,1,TGIF1
2.78E-08,0.985305276,0.168,0.075,0.001638347,1,GNL3L
2.89E-08,0.693706695,0.55,0.406,0.001699446,1,SURF4
3.00E-08,0.776414304,0.296,0.168,0.001763175,1,INPP5D
3.02E-08,1.146040149,0.11,0.039,0.001776925,1,AC132872.4
3.08E-08,1.027387842,0.188,0.09,0.001814121,1,FAM126A
3.15E-08,0.658284113,0.34,0.201,0.001852915,1,FAM160B1
3.34E-08,1.100747234,0.162,0.073,0.001968317,1,UBLCP1
3.62E-08,0.896596252,0.215,0.108,0.002128927,1,PRKD3
3.90E-08,0.683668578,0.33,0.193,0.002295234,1,WHRN
4.02E-08,0.835191418,0.225,0.116,0.00236704,1,RNF38
4.19E-08,1.380598491,0.113,0.042,0.002466275,1,DLL1
4.64E-08,1.258617901,0.126,0.049,0.002733846,1,MANBA
4.66E-08,0.900496042,0.188,0.089,0.002743585,1,PEF1
4.91E-08,0.716809414,0.246,0.129,0.002893179,1,SECISBP2L
5.10E-08,0.613010225,0.453,0.297,0.00299971,1,CCT6A
5.19E-08,0.697618669,0.233,0.119,0.003056189,1,AMZ2
5.40E-08,0.567551039,0.419,0.265,0.003178563,1,BAX
6.08E-08,1.14506973,0.141,0.059,0.003581942,1,SPAG4
6.74E-08,0.565210928,0.469,0.314,0.003968316,1,HOPX
6.75E-08,0.738212592,0.236,0.122,0.003971638,1,NCKAP1L
7.20E-08,0.737311653,0.319,0.188,0.004236208,1,MNAT1
7.30E-08,0.323658038,0.898,0.796,0.00429572,1,CCNI
7.47E-08,0.618961585,0.353,0.212,0.00439747,1,CALM3
7.53E-08,1.393566601,0.107,0.04,0.004431618,1,NCF4
8.16E-08,0.597733644,0.461,0.312,0.004802971,1,RB1CC1
8.25E-08,1.06869143,0.12,0.046,0.004854917,1,CD101
8.34E-08,1.234314178,0.102,0.036,0.0049099,1,CEP250
8.39E-08,1.255188086,0.149,0.067,0.004938696,1,NRIP1
9.72E-08,0.67876984,0.361,0.225,0.005719837,1,MRPL1
9.75E-08,0.773347948,0.257,0.143,0.005741545,1,ANKRD9
1.01E-07,0.495433257,0.843,0.755,0.005964167,1,REL
1.05E-07,0.503562987,0.563,0.406,0.006165871,1,PIK3IP1
1.05E-07,0.606365211,0.385,0.239,0.006200763,1,CAPZA2
1.06E-07,0.595984851,0.385,0.24,0.006261243,1,TRABD
1.08E-07,0.503320468,0.495,0.333,0.006373329,1,MACF1
1.10E-07,0.823912975,0.249,0.136,0.00645442,1,CDYL
1.13E-07,1.163815013,0.16,0.074,0.006650987,1,YPEL2
1.15E-07,1.389888635,0.126,0.052,0.006744949,1,ACTR1B
1.20E-07,0.298413263,0.908,0.81,0.007075432,1,METRNL
1.23E-07,1.166206898,0.16,0.075,0.007227312,1,DNMBP
1.25E-07,0.432714403,0.699,0.546,0.007368964,1,EIF3A
1.29E-07,1.041774441,0.194,0.098,0.007591241,1,CLASP2
1.29E-07,0.653051286,0.296,0.167,0.007618724,1,CHSY1
1.30E-07,0.435493934,0.696,0.533,0.007650722,1,WNK1
1.31E-07,0.265448243,0.95,0.871,0.007706769,1,PPP2R5C
1.48E-07,0.514562707,0.432,0.273,0.008685404,1,GABPB1-IT1
1.50E-07,0.617298073,0.416,0.276,0.008841482,1,PFKFB3
1.53E-07,0.710068339,0.243,0.128,0.008998944,1,OGFR
1.62E-07,1.30669684,0.102,0.037,0.009511962,1,LAPTM4B
1.67E-07,0.907925499,0.165,0.077,0.009814783,1,ENOSF1
1.83E-07,0.435042175,0.531,0.363,0.010776001,1,HMGN2
1.87E-07,0.792830007,0.233,0.125,0.011002174,1,RANGAP1
1.91E-07,0.492818215,0.348,0.205,0.011266837,1,BLMH
2.00E-07,0.486515497,0.414,0.26,0.011769817,1,IL10RA
2.08E-07,1.074402893,0.118,0.047,0.012265421,1,ADCY3
2.13E-07,0.819903621,0.267,0.151,0.012509945,1,RBBP8
2.17E-07,0.400020123,0.743,0.606,0.012749392,1,TAX1BP1
2.28E-07,0.749521182,0.23,0.123,0.013424785,1,ARFGAP2
2.28E-07,0.5680489,0.398,0.254,0.013443937,1,SKI
2.32E-07,0.467012116,0.537,0.375,0.013642546,1,COPA
2.37E-07,0.588908197,0.416,0.272,0.013979621,1,AC016831.5
2.38E-07,0.578403165,0.406,0.252,0.013992619,1,PRDM1
2.47E-07,0.365421811,0.796,0.695,0.014535526,1,CD63
2.51E-07,0.690060408,0.264,0.149,0.014774832,1,AGFG1
2.53E-07,0.836234699,0.254,0.143,0.014886535,1,TPP2
2.63E-07,0.500481732,0.524,0.363,0.015472085,1,IFI16
2.72E-07,0.808671171,0.186,0.092,0.015989824,1,ABHD17B
2.78E-07,1.294761006,0.102,0.039,0.016342898,1,ACP5
2.80E-07,0.870014787,0.165,0.078,0.016457392,1,ENTPD4
2.81E-07,0.653714933,0.374,0.24,0.016547447,1,HELZ
2.82E-07,0.644971799,0.421,0.283,0.016623808,1,ARID4A
2.86E-07,0.560228815,0.524,0.371,0.016829417,1,TRAT1
3.01E-07,0.872135208,0.225,0.121,0.017696647,1,KCTD9
3.20E-07,0.901502537,0.17,0.082,0.018864978,1,UBE3C
3.39E-07,0.682452283,0.377,0.241,0.01997807,1,NEDD9
3.51E-07,0.777090565,0.285,0.167,0.020634737,1,HTATSF1
3.52E-07,0.60134716,0.44,0.289,0.020742281,1,EHD1
3.64E-07,0.28310362,0.901,0.853,0.021447177,1,CD3E
3.68E-07,0.815267013,0.173,0.083,0.021637707,1,TBL1X
3.75E-07,0.41214232,0.581,0.422,0.022071056,1,RNF125
3.79E-07,0.557863012,0.369,0.23,0.022301909,1,PDZD8
3.84E-07,0.767177189,0.188,0.094,0.022588169,1,DCAF13
3.86E-07,0.658143374,0.249,0.137,0.022753004,1,FAM210A
3.90E-07,0.438044597,0.526,0.372,0.022948906,1,AGO2
4.04E-07,0.75761654,0.233,0.127,0.02379183,1,GALNT10
4.32E-07,0.900560037,0.212,0.112,0.025414766,1,CRTC3
4.44E-07,0.356314678,0.767,0.601,0.02614891,1,PTPN1
4.64E-07,0.715260359,0.306,0.187,0.027298502,1,RHOC
4.66E-07,0.601264624,0.304,0.18,0.027410169,1,ANAPC5
4.73E-07,0.70547685,0.264,0.151,0.027867981,1,WDR48
4.94E-07,0.854011733,0.181,0.091,0.029057591,1,AHCYL1
5.01E-07,0.685365143,0.259,0.146,0.029479394,1,ANKRD36BP1
5.07E-07,0.576685711,0.343,0.212,0.029844743,1,WIPF2
5.08E-07,0.292747841,0.88,0.768,0.029894689,1,PPP1CB
5.20E-07,0.364114855,0.634,0.45,0.030621646,1,HNRNPR
5.25E-07,0.585362936,0.33,0.204,0.030879834,1,TOP2B
5.26E-07,0.997729055,0.173,0.086,0.030973648,1,FOXK2
5.28E-07,0.962781372,0.141,0.063,0.031060237,1,CLASP1
5.45E-07,0.548182913,0.317,0.19,0.032079653,1,AHR
5.49E-07,0.830193105,0.267,0.155,0.032317677,1,MGAT5
5.53E-07,0.930111288,0.16,0.078,0.032580172,1,ITPRIPL2
5.54E-07,0.657873856,0.262,0.147,0.032596938,1,PSMD1
5.54E-07,0.747129876,0.291,0.175,0.032628785,1,VAV3
5.75E-07,0.89804208,0.191,0.099,0.033873255,1,GPAT4
5.82E-07,0.55308868,0.45,0.302,0.034234276,1,BACH1
5.92E-07,0.458309738,0.61,0.469,0.034840315,1,EMB
5.92E-07,1.127794603,0.11,0.044,0.03486195,1,NAT10
6.16E-07,0.726104536,0.22,0.12,0.036272656,1,EPAS1
6.20E-07,0.733116018,0.202,0.104,0.03647384,1,TXLNA
6.35E-07,0.57473594,0.369,0.239,0.037394601,1,ASAP1
6.73E-07,0.501887105,0.469,0.314,0.039592241,1,PLEKHA2
6.79E-07,0.592056515,0.28,0.16,0.039973262,1,GOLGA8B
7.02E-07,0.664587418,0.401,0.271,0.041331286,1,NBL1
7.43E-07,0.514760836,0.51,0.365,0.043716352,1,CNOT2
7.83E-07,0.77256968,0.194,0.1,0.04611608,1,AASDHPPT
8.09E-07,0.817878444,0.215,0.116,0.047611404,1,ASXL2
8.41E-07,0.727664984,0.173,0.086,0.049510799,1,GDF11
8.48E-07,0.620653209,0.291,0.171,0.04992474,1,RNPEPL1
2.59E-239,4.010240072,0.865,0.096,1.53E-234,2,GZMK
1.12E-72,3.285962347,0.438,0.085,6.57E-68,2,GZMH
1.81E-69,1.630630002,0.885,0.623,1.06E-64,2,CST7
1.85E-63,1.59208431,0.877,0.547,1.09E-58,2,TUBA4A
4.64E-45,2.714829388,0.344,0.083,2.73E-40,2,CMC1
1.77E-43,4.735332902,0.143,0.007,1.04E-38,2,FAM49A
7.36E-42,1.574891973,0.693,0.385,4.33E-37,2,NKG7
3.34E-39,2.499507657,0.344,0.095,1.96E-34,2,SH2D1A
4.52E-37,3.907253803,0.14,0.011,2.66E-32,2,KLRG1
7.68E-36,0.818180154,0.948,0.885,4.52E-31,2,CD44
1.17E-32,1.974090528,0.395,0.146,6.88E-28,2,APOBEC3G
1.34E-32,0.919063915,0.885,0.78,7.89E-28,2,LDHA
1.50E-32,1.44915129,0.544,0.255,8.84E-28,2,PRF1
1.65E-30,0.314740755,1,0.999,9.70E-26,2,RPS27
3.48E-30,1.872216878,0.436,0.186,2.05E-25,2,KLF2
5.02E-28,0.483467838,1,0.996,2.95E-23,2,HLA-B
1.18E-27,0.535765741,0.989,0.986,6.93E-23,2,CXCR4
1.35E-24,3.151938447,0.12,0.015,7.92E-20,2,VCAM1
5.60E-24,0.455918341,1,0.991,3.30E-19,2,CALM1
7.20E-24,3.780610299,0.109,0.012,4.24E-19,2,EOMES
9.62E-24,0.383336943,1,0.998,5.66E-19,2,HLA-A
3.92E-23,0.778907558,0.917,0.834,2.31E-18,2,LMNA
1.44E-22,1.726605987,0.393,0.187,8.50E-18,2,LYST
3.63E-22,1.773156195,0.195,0.05,2.14E-17,2,OASL
4.39E-22,1.764596114,0.312,0.122,2.59E-17,2,GGA2
2.11E-21,0.672317572,0.883,0.777,1.24E-16,2,ISG20
2.14E-21,0.817941828,0.837,0.713,1.26E-16,2,RUNX3
3.36E-20,1.047335208,0.648,0.456,1.98E-15,2,DUSP2
1.04E-19,2.600828408,0.138,0.028,6.15E-15,2,RASA3
1.42E-19,1.595515108,0.298,0.121,8.35E-15,2,HLA-DPB1
2.57E-19,1.062205909,0.673,0.489,1.52E-14,2,GPR183
2.80E-19,1.386483037,0.461,0.253,1.65E-14,2,YBX3
1.43E-18,1.705426118,0.221,0.071,8.39E-14,2,DTHD1
1.70E-18,1.273006808,0.413,0.217,1.00E-13,2,KLF3
3.10E-18,0.757156125,0.799,0.628,1.82E-13,2,HCST
3.86E-18,2.52524886,0.223,0.078,2.27E-13,2,MAF
4.11E-18,0.605110142,0.9,0.814,2.42E-13,2,METRNL
3.89E-17,0.486651033,0.94,0.947,2.29E-12,2,OAZ1
5.39E-16,1.02507375,0.562,0.379,3.17E-11,2,CTSW
2.81E-15,0.673778436,0.777,0.656,1.65E-10,2,CD81
7.24E-15,1.289779002,0.304,0.142,4.26E-10,2,GCLM
8.15E-15,0.261066912,1,0.999,4.80E-10,2,RPL23A
2.30E-14,1.489698129,0.275,0.124,1.35E-09,2,C12orf75
6.16E-14,2.058743511,0.129,0.034,3.63E-09,2,ITGB2
6.68E-14,0.783749709,0.716,0.567,3.93E-09,2,DDIT4
2.50E-13,0.634627453,0.736,0.571,1.47E-08,2,AHNAK
3.72E-13,1.016720353,0.519,0.366,2.19E-08,2,GZMM
9.11E-13,2.216455933,0.109,0.027,5.36E-08,2,CCR7
1.20E-12,0.457682186,0.905,0.854,7.04E-08,2,LEPROTL1
2.30E-12,0.676151837,0.685,0.572,1.35E-07,2,LCP1
3.34E-12,0.51867228,0.868,0.824,1.96E-07,2,SRSF2
7.01E-12,1.147225971,0.404,0.261,4.12E-07,2,APMAP
7.93E-12,1.980050683,0.152,0.053,4.67E-07,2,TRMO
1.90E-11,0.558189795,0.808,0.705,1.12E-06,2,S100A4
2.82E-11,0.559778874,0.708,0.555,1.66E-06,2,LITAF
3.16E-11,0.40516048,0.937,0.9,1.86E-06,2,HLA-C
3.34E-11,0.522289599,0.794,0.72,1.96E-06,2,PSMA7
7.89E-11,0.805107925,0.507,0.354,4.64E-06,2,JMJD6
9.62E-11,0.44188983,0.914,0.861,5.67E-06,2,YPEL5
2.52E-10,1.124957568,0.298,0.166,1.48E-05,2,PCED1B-AS1
3.12E-10,0.604980811,0.668,0.538,1.83E-05,2,ZEB2
3.70E-10,0.455142861,0.897,0.864,2.18E-05,2,ETS1
3.71E-10,0.611794448,0.673,0.554,2.18E-05,2,AKNA
3.90E-10,1.088439544,0.266,0.139,2.29E-05,2,F2R
5.57E-10,0.404166671,0.894,0.888,3.28E-05,2,HMGB1
6.63E-10,0.705138591,0.616,0.511,3.90E-05,2,EMP3
1.03E-09,0.545331694,0.493,0.329,6.07E-05,2,CYTOR
1.06E-09,1.529867467,0.16,0.066,6.23E-05,2,CD28
1.35E-09,0.32535943,0.862,0.8,7.95E-05,2,SYAP1
1.62E-09,0.510577847,0.794,0.759,9.56E-05,2,AC011462.1
2.35E-09,0.285173852,0.986,0.957,0.000138367,2,CCL5
2.66E-09,1.149678221,0.298,0.175,0.000156658,2,UPP1
2.72E-09,1.280313271,0.232,0.12,0.000160408,2,BCL9L
3.04E-09,2.008223866,0.138,0.052,0.000179248,2,CCL3
3.19E-09,0.40190639,0.986,0.975,0.000187604,2,EZR
3.19E-09,1.739030147,0.129,0.047,0.000187903,2,LPCAT1
8.25E-09,1.959354977,0.112,0.039,0.000485926,2,HLA-DRB1
8.39E-09,0.286696096,0.98,0.968,0.000493951,2,MYL6
1.42E-08,2.180467582,0.103,0.035,0.000837254,2,HLA-DRA
1.54E-08,0.253878962,0.991,0.986,0.000904962,2,RPL36AL
1.74E-08,0.361423698,0.894,0.841,0.001024261,2,HLA-E
2.43E-08,0.365432662,0.903,0.882,0.001429235,2,PPP2R5C
2.54E-08,0.419787272,0.862,0.83,0.001494601,2,SUB1
2.91E-08,1.114551043,0.278,0.165,0.001712721,2,HLA-DPA1
3.64E-08,0.50119337,0.768,0.716,0.002140823,2,GUK1
4.17E-08,0.306241558,0.937,0.907,0.002455945,2,RPS26
5.08E-08,0.34886768,0.908,0.808,0.002988831,2,ANXA1
7.21E-08,0.32028745,0.937,0.903,0.004243271,2,TAGLN2
8.00E-08,0.333678745,0.951,0.917,0.004708395,2,CALM2
8.99E-08,1.463264293,0.172,0.084,0.005292132,2,CDK5RAP1
1.06E-07,1.412555335,0.126,0.051,0.006245557,2,TGFBR3
1.21E-07,0.334098743,0.88,0.789,0.007102522,2,RGCC
1.38E-07,0.628928612,0.645,0.556,0.008141823,2,TRBC1
1.42E-07,0.762513288,0.499,0.387,0.008341171,2,LYAR
2.03E-07,1.734369778,0.115,0.046,0.01194167,2,CYTH3
2.08E-07,1.454885943,0.109,0.042,0.012229295,2,GIMAP4
2.20E-07,1.577805108,0.103,0.038,0.012925208,2,PLCB1
2.36E-07,1.376429003,0.14,0.063,0.013904059,2,IRAK1
2.49E-07,0.700533234,0.487,0.375,0.014644179,2,MBP
2.64E-07,0.769774524,0.381,0.269,0.015521515,2,LIMD2
3.05E-07,0.289674176,0.931,0.867,0.017951447,2,PPIA
3.37E-07,0.326246938,0.92,0.888,0.019814269,2,HNRNPDL
3.68E-07,0.688001536,0.43,0.316,0.021641284,2,RARRES3
3.69E-07,0.424420219,0.819,0.789,0.021694729,2,PFN1
3.90E-07,0.437821599,0.788,0.751,0.022968649,2,IGKC
4.07E-07,1.19462505,0.152,0.072,0.023954971,2,CD27
4.40E-07,0.423745112,0.665,0.524,0.025882735,2,DUSP4
5.00E-07,0.508097006,0.673,0.612,0.029430115,2,PDE4B
5.64E-07,1.604558595,0.129,0.057,0.033182825,2,BCR
6.76E-07,0.505442473,0.596,0.494,0.039816603,2,SRRT
7.29E-07,0.562770605,0.613,0.536,0.042915219,2,PTP4A2
3.91E-151,3.66139624,0.876,0.152,2.30E-146,3,KRT18
2.51E-149,3.917576317,0.591,0.041,1.48E-144,3,C19orf33
6.24E-145,3.686512855,0.88,0.171,3.67E-140,3,LGALS4
7.02E-144,4.432333624,0.618,0.054,4.13E-139,3,AGR2
1.24E-136,4.005370692,0.613,0.058,7.27E-132,3,FXYD3
9.05E-136,3.568749649,0.871,0.197,5.33E-131,3,KRT8
1.56E-134,3.668241515,0.693,0.084,9.18E-130,3,C15orf48
1.05E-129,3.754587839,0.582,0.052,6.16E-125,3,FAM3D
1.34E-126,3.480960784,0.596,0.056,7.89E-122,3,CLDN7
3.28E-123,4.19912102,0.489,0.033,1.93E-118,3,DSP
2.11E-122,3.558753213,0.622,0.069,1.24E-117,3,EPCAM
2.53E-122,4.730538194,0.351,0.008,1.49E-117,3,NXPE1
1.86E-119,3.764698158,0.569,0.056,1.09E-114,3,TSPAN8
1.13E-116,3.822183442,0.751,0.147,6.64E-112,3,ELF3
1.60E-115,3.569088975,0.698,0.106,9.44E-111,3,PIGR
1.71E-115,3.844030335,0.431,0.024,1.01E-110,3,C10orf99
4.46E-115,3.85646387,0.431,0.024,2.62E-110,3,TMEM54
4.54E-114,3.910601786,0.436,0.027,2.67E-109,3,S100A14
5.61E-114,3.362902427,0.782,0.15,3.30E-109,3,KRT19
1.05E-110,3.028844745,0.556,0.055,6.18E-106,3,CDC42EP5
3.10E-110,3.561928322,0.52,0.049,1.83E-105,3,CD24
5.72E-109,3.214838626,0.591,0.068,3.36E-104,3,TPM1
1.85E-108,3.903581947,0.489,0.044,1.09E-103,3,HES1
7.91E-107,3.544145856,0.409,0.024,4.66E-102,3,AGR3
1.16E-106,3.435737551,0.96,0.446,6.85E-102,3,PHGR1
2.92E-106,3.1961642,0.809,0.18,1.72E-101,3,CLDN4
6.28E-106,3.111204059,0.596,0.075,3.70E-101,3,KLF4
7.23E-105,3.065567815,0.889,0.255,4.25E-100,3,CLDN3
8.41E-101,4.088240675,0.4,0.027,4.95E-96,3,RND3
1.02E-100,3.252157698,0.484,0.045,6.01E-96,3,SMIM22
2.43E-99,3.281221072,0.68,0.121,1.43E-94,3,MUC12
2.97E-99,4.129523385,0.351,0.017,1.75E-94,3,MUC4
2.98E-98,4.589409082,0.364,0.02,1.75E-93,3,WFDC2
4.03E-98,4.644645438,0.307,0.01,2.37E-93,3,PRAC1
1.19E-97,1.887219943,1,1,7.03E-93,3,MT-RNR2
1.90E-97,4.117022965,0.307,0.01,1.12E-92,3,TCEA3
3.83E-97,3.056000445,0.876,0.268,2.26E-92,3,CKB
2.02E-94,3.485011524,0.356,0.02,1.19E-89,3,ABCC3
4.40E-94,3.892931887,0.462,0.047,2.59E-89,3,SPINK1
1.20E-92,2.855210981,0.707,0.139,7.07E-88,3,CST3
6.13E-91,1.788820952,1,1,3.61E-86,3,MT-RNR1
7.73E-89,3.652639603,0.356,0.023,4.55E-84,3,CA2
5.21E-88,3.343849656,0.373,0.027,3.07E-83,3,TSPAN1
9.66E-88,4.05182255,0.324,0.018,5.69E-83,3,CYP3A5
1.50E-87,3.083945603,0.538,0.075,8.82E-83,3,SELENBP1
2.66E-87,3.577422768,0.453,0.05,1.56E-82,3,PCK1
1.50E-86,3.594172968,0.333,0.02,8.83E-82,3,HSD11B2
8.18E-86,2.742155219,0.582,0.091,4.81E-81,3,ID1
2.74E-85,3.736223023,0.324,0.019,1.61E-80,3,GPX2
1.48E-84,3.946828799,0.316,0.018,8.69E-80,3,SCNN1B
4.60E-84,2.816446032,0.698,0.152,2.71E-79,3,IER3
1.56E-83,4.209696367,0.276,0.011,9.18E-79,3,SHROOM3
3.60E-83,3.057627445,0.396,0.035,2.12E-78,3,MARCKS
4.60E-83,4.38532266,0.258,0.008,2.71E-78,3,RARRES1
1.17E-82,3.987111537,0.28,0.012,6.92E-78,3,CDH1
5.03E-82,3.703435655,0.302,0.016,2.96E-77,3,ST14
3.11E-81,4.063192214,0.427,0.047,1.83E-76,3,GDF15
2.13E-80,3.368862877,0.316,0.019,1.26E-75,3,JUP
1.56E-78,3.334801717,0.347,0.027,9.18E-74,3,EFNA1
5.41E-78,3.036676719,0.369,0.032,3.18E-73,3,NEDD4L
5.94E-78,3.839645632,0.28,0.014,3.50E-73,3,EHF
3.73E-77,4.055267987,0.28,0.015,2.20E-72,3,CEACAM5
5.06E-76,2.887275935,0.396,0.041,2.98E-71,3,RASD1
1.27E-75,4.847898275,0.218,0.005,7.46E-71,3,FAT1
1.52E-75,3.131037683,0.396,0.042,8.96E-71,3,MUC13
1.97E-75,2.70695653,0.427,0.049,1.16E-70,3,NRARP
3.42E-75,3.062572932,0.404,0.044,2.02E-70,3,VEGFA
3.82E-75,3.337736863,0.369,0.035,2.25E-70,3,GPRC5A
4.72E-75,1.249598968,1,1,2.78E-70,3,MT-ND4
1.09E-74,3.657172742,0.28,0.016,6.42E-70,3,CDKN2B
1.65E-74,1.377445743,1,1,9.73E-70,3,MT-CO3
1.84E-74,4.3439851,0.227,0.007,1.08E-69,3,POF1B
5.38E-74,4.422226153,0.218,0.006,3.17E-69,3,TLN2
5.04E-73,3.149271312,0.311,0.022,2.96E-68,3,CTNND1
1.14E-71,3.029797479,0.4,0.046,6.69E-67,3,SOX4
1.18E-71,3.823682111,0.24,0.01,6.93E-67,3,MAOA
1.70E-71,3.340431349,0.302,0.022,1.00E-66,3,IFI27
2.04E-71,3.41447168,0.28,0.017,1.20E-66,3,CDX1
5.43E-71,5.455920555,0.187,0.003,3.20E-66,3,ARHGEF38
1.76E-70,3.49898167,0.28,0.018,1.04E-65,3,VSIG2
2.18E-70,4.021716374,0.213,0.006,1.29E-65,3,CMBL
2.53E-70,3.170060576,0.289,0.019,1.49E-65,3,PAWR
7.06E-70,2.863117713,0.347,0.033,4.16E-65,3,KLF5
2.41E-69,3.52463226,0.244,0.011,1.42E-64,3,TFCP2L1
2.91E-69,1.350652568,1,0.995,1.71E-64,3,MT-ND1
5.16E-69,3.175235353,0.351,0.035,3.04E-64,3,PLK2
5.17E-69,3.991103497,0.267,0.016,3.04E-64,3,SCNN1A
5.33E-69,1.172349975,1,1,3.14E-64,3,MT-CO1
5.15E-68,4.525803173,0.2,0.005,3.03E-63,3,RNF186
5.19E-68,4.148879975,0.218,0.008,3.05E-63,3,LEFTY1
1.08E-67,3.7437646,0.364,0.041,6.39E-63,3,CA1
2.65E-67,3.635491847,0.258,0.015,1.56E-62,3,CTBP2
2.65E-67,3.559299928,0.258,0.015,1.56E-62,3,ADM
3.63E-67,3.271484578,0.28,0.019,2.14E-62,3,DSC2
6.91E-67,3.705946027,0.24,0.012,4.07E-62,3,H1F0
8.64E-67,4.176075656,0.204,0.006,5.08E-62,3,TMC5
1.60E-66,3.017848201,0.289,0.021,9.40E-62,3,CDHR5
2.70E-66,3.137553972,0.28,0.02,1.59E-61,3,CDH17
3.32E-65,2.720092537,0.32,0.029,1.95E-60,3,AMN
7.78E-65,3.248207199,0.316,0.029,4.58E-60,3,PRSS3
1.28E-64,4.087146516,0.196,0.006,7.55E-60,3,SATB2
3.94E-63,3.629229185,0.236,0.013,2.32E-58,3,ATP8B1
5.87E-63,2.33196881,0.551,0.112,3.45E-58,3,RHOB
6.40E-63,3.317776293,0.462,0.079,3.77E-58,3,SLC26A2
5.44E-62,4.580884315,0.178,0.004,3.20E-57,3,IGF2BP2
6.17E-62,4.585198198,0.178,0.004,3.63E-57,3,RNF223
7.88E-62,4.737641353,0.173,0.004,4.64E-57,3,MARVELD3
9.22E-62,4.56328475,0.276,0.023,5.43E-57,3,SLC26A3
4.41E-61,4.727634119,0.209,0.009,2.60E-56,3,ST6GALNAC1
6.31E-61,1.062041133,1,1,3.72E-56,3,MT-CO2
6.60E-61,3.273494459,0.222,0.011,3.88E-56,3,TCEAL9
1.34E-60,3.890561518,0.231,0.014,7.88E-56,3,AKR1C3
1.36E-60,2.826013517,0.342,0.04,8.01E-56,3,ADIRF
2.38E-60,3.81229908,0.196,0.007,1.40E-55,3,FAM84A
2.61E-60,3.649905339,0.196,0.007,1.54E-55,3,CTTNBP2NL
3.49E-60,4.736190169,0.173,0.004,2.05E-55,3,CA12
3.99E-60,1.443994375,0.996,0.85,2.35E-55,3,S100A6
1.38E-59,4.052641067,0.187,0.006,8.10E-55,3,FNBP1L
1.46E-59,4.046973381,0.2,0.008,8.62E-55,3,SOX9
2.65E-59,1.0355243,1,0.999,1.56E-54,3,MT-CYB
1.05E-58,3.324161332,0.236,0.015,6.15E-54,3,EPS8L3
1.27E-58,3.108522477,0.253,0.019,7.49E-54,3,PPP1R1B
2.50E-58,4.15857702,0.187,0.007,1.47E-53,3,CLMN
2.56E-57,2.901605284,0.307,0.033,1.50E-52,3,NUPR1
5.77E-57,2.344113086,0.609,0.15,3.40E-52,3,SFN
6.82E-57,3.778020608,0.213,0.012,4.02E-52,3,PDGFA
8.20E-57,3.308268152,0.2,0.009,4.83E-52,3,ATP2C2
8.69E-57,2.560599138,0.333,0.04,5.11E-52,3,SPINT2
1.03E-56,2.921736745,0.276,0.025,6.08E-52,3,APP
1.37E-56,2.092074473,0.502,0.096,8.09E-52,3,STARD10
1.75E-56,3.649991459,0.204,0.01,1.03E-51,3,LIPH
4.25E-56,2.988895364,0.253,0.02,2.50E-51,3,MISP
8.25E-56,1.093366206,1,0.999,4.86E-51,3,MT-ND2
1.05E-55,3.675530899,0.533,0.136,6.20E-51,3,FABP1
1.11E-55,4.536800336,0.173,0.006,6.55E-51,3,DLL4
1.56E-55,2.891701061,0.24,0.018,9.19E-51,3,NET1
2.08E-55,2.585233862,0.307,0.034,1.22E-50,3,GOLM1
2.68E-55,4.429894294,0.169,0.005,1.58E-50,3,HYMAI
6.63E-55,3.314855185,0.209,0.012,3.90E-50,3,SERINC2
1.36E-54,3.872048704,0.178,0.007,8.03E-50,3,LGALS2
1.61E-54,4.117480138,0.16,0.004,9.48E-50,3,TSPAN6
3.75E-54,3.123989837,0.218,0.014,2.21E-49,3,ERBB3
4.65E-54,5.12794724,0.147,0.003,2.74E-49,3,CDX2
6.14E-54,4.630814318,0.147,0.003,3.62E-49,3,CLDN8
3.28E-53,1.78921205,0.867,0.384,1.93E-48,3,LGALS3
4.30E-53,2.719301894,0.284,0.03,2.53E-48,3,MT1E
4.61E-53,1.31470598,0.964,0.793,2.71E-48,3,MT-ND4L
4.88E-53,2.790309778,0.262,0.024,2.87E-48,3,SLC44A4
4.97E-53,3.235383145,0.222,0.016,2.93E-48,3,LAMB3
1.20E-52,3.158828146,0.209,0.013,7.06E-48,3,SLC4A4
1.30E-52,3.825845826,0.182,0.008,7.63E-48,3,ERN2
1.90E-52,3.955378187,0.169,0.006,1.12E-47,3,C6orf222
