p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
7.34E-20,1.249048068,0.24,0.059,4.32E-15,3,AVPI1
9.94E-20,1.111699844,0.209,0.046,5.85E-15,3,ASL
1.09E-19,1.395970412,0.173,0.033,6.44E-15,3,ARHGAP27
1.21E-19,1.73694163,0.12,0.016,7.14E-15,3,SMAGP
1.33E-19,1.553831043,0.142,0.022,7.84E-15,3,NBPF1
1.51E-19,1.852450624,0.116,0.015,8.91E-15,3,MTUS1
1.66E-19,1.373811936,0.151,0.025,9.76E-15,3,MT-TG
1.79E-19,1.229750345,0.227,0.054,1.06E-14,3,AC141586.1
1.86E-19,2.622440238,0.111,0.014,1.10E-14,3,AP001160.1
1.93E-19,1.390212622,0.187,0.038,1.13E-14,3,SLC9A1
1.99E-19,0.863598734,0.422,0.145,1.17E-14,3,MRPL23
2.58E-19,2.018346987,0.111,0.014,1.52E-14,3,ZNF440
2.90E-19,1.987148825,0.111,0.014,1.71E-14,3,AHCYL2
2.99E-19,1.840426207,0.111,0.014,1.76E-14,3,ENTPD5
3.00E-19,1.472146569,0.173,0.034,1.76E-14,3,KNOP1
4.87E-19,0.844393444,0.382,0.129,2.87E-14,3,THBS1
6.87E-19,1.155989925,0.28,0.079,4.04E-14,3,COA3
7.58E-19,2.010573912,0.133,0.021,4.46E-14,3,CERS6
7.67E-19,2.000273521,0.111,0.014,4.51E-14,3,CTSL
8.21E-19,1.471322941,0.231,0.058,4.83E-14,3,EPS8L2
8.47E-19,1.416583386,0.142,0.023,4.99E-14,3,FBLIM1
8.60E-19,2.095820186,0.111,0.014,5.06E-14,3,NR3C2
8.74E-19,1.104019261,0.204,0.046,5.14E-14,3,LPCAT4
9.73E-19,1.341726413,0.178,0.036,5.73E-14,3,MT-TL1
1.24E-18,1.494397819,0.178,0.036,7.27E-14,3,CAPG
1.60E-18,1.275713391,0.24,0.062,9.41E-14,3,MT-TM
1.72E-18,0.934444591,0.293,0.085,1.01E-13,3,CTNNA1
2.45E-18,0.63510278,0.298,0.086,1.44E-13,3,BLVRB
2.69E-18,2.743033044,0.218,0.058,1.58E-13,3,FCGBP
3.99E-18,0.751173537,0.48,0.18,2.35E-13,3,ACADVL
4.07E-18,0.851034205,0.804,0.474,2.40E-13,3,TXN
4.40E-18,1.000728676,0.262,0.073,2.59E-13,3,ROCK2
4.47E-18,2.186610722,0.107,0.014,2.63E-13,3,SLC25A25-AS1
4.62E-18,1.19501227,0.24,0.063,2.72E-13,3,MGAT4B
5.99E-18,1.016210452,0.738,0.381,3.53E-13,3,RAB11FIP1
6.74E-18,1.407019803,0.129,0.02,3.97E-13,3,LIMK2
7.97E-18,1.571398386,0.133,0.022,4.69E-13,3,ZDHHC23
8.37E-18,0.82614765,0.893,0.627,4.93E-13,3,COX5B
1.02E-17,1.47388194,0.151,0.028,6.01E-13,3,AL450998.2
1.07E-17,1.693304168,0.16,0.032,6.29E-13,3,Z93241.1
1.37E-17,1.827736463,0.116,0.017,8.08E-13,3,HIST1H2AH
1.38E-17,2.071137898,0.107,0.014,8.14E-13,3,STARD5
1.68E-17,1.646877176,0.116,0.017,9.89E-13,3,SCML1
2.35E-17,1.050925436,0.276,0.082,1.38E-12,3,ZBTB10
2.66E-17,0.755493236,0.453,0.175,1.57E-12,3,GLUL
3.06E-17,1.688988475,0.111,0.016,1.80E-12,3,HLA-G
4.94E-17,1.616481665,0.142,0.026,2.91E-12,3,MYO1D
5.87E-17,1.140876318,0.218,0.056,3.46E-12,3,COA6
6.47E-17,0.843949423,0.253,0.071,3.81E-12,3,ATOX1
8.15E-17,1.229927927,0.173,0.038,4.80E-12,3,SPECC1
8.19E-17,1.292203436,0.169,0.036,4.82E-12,3,CTSB
8.28E-17,0.919327211,0.333,0.111,4.87E-12,3,UQCRC1
8.31E-17,1.618250042,0.147,0.028,4.89E-12,3,MGLL
8.31E-17,0.859210979,0.409,0.151,4.89E-12,3,PRKAG2
8.37E-17,1.24493022,0.938,0.817,4.93E-12,3,NEAT1
9.06E-17,1.561355074,0.111,0.016,5.33E-12,3,VDR
1.17E-16,0.931702997,0.2,0.049,6.89E-12,3,SLC39A4
1.35E-16,1.270910271,0.182,0.042,7.96E-12,3,PLEKHA5
2.33E-16,1.017028006,0.293,0.093,1.37E-11,3,CENPX
2.46E-16,0.782332867,0.56,0.247,1.45E-11,3,NDUFB1
2.58E-16,0.874217116,0.289,0.091,1.52E-11,3,BAZ2B
3.41E-16,1.724686091,0.124,0.021,2.01E-11,3,INF2
3.55E-16,1.113052667,0.209,0.054,2.09E-11,3,EIF4EBP1
3.58E-16,0.872983374,0.333,0.115,2.11E-11,3,KMT2E-AS1
4.09E-16,1.732699222,0.107,0.016,2.41E-11,3,ITGA3
4.11E-16,0.99988052,0.218,0.058,2.42E-11,3,DECR1
4.27E-16,0.752527561,0.347,0.118,2.51E-11,3,LSR
4.44E-16,1.362107622,0.2,0.052,2.62E-11,3,CLU
4.69E-16,0.684997542,0.418,0.154,2.76E-11,3,NAA38
4.79E-16,1.434162007,0.124,0.021,2.82E-11,3,RDH13
4.87E-16,1.188990456,0.182,0.043,2.87E-11,3,GALNT3
5.05E-16,0.806010842,0.427,0.165,2.97E-11,3,CYC1
6.40E-16,1.312850805,0.178,0.042,3.77E-11,3,PIK3R3
7.12E-16,0.962845322,0.244,0.071,4.19E-11,3,COMTD1
8.31E-16,0.921279205,0.262,0.082,4.89E-11,3,CDKN1C
8.98E-16,0.966290398,0.289,0.092,5.28E-11,3,ACAA1
9.06E-16,0.740777627,0.627,0.3,5.33E-11,3,GADD45B
1.08E-15,0.679294549,0.791,0.444,6.34E-11,3,BTG2
1.20E-15,1.55211235,0.107,0.016,7.06E-11,3,EFNB1
1.46E-15,1.040254328,0.267,0.083,8.57E-11,3,NBEAL1
1.67E-15,1.275254467,0.16,0.035,9.83E-11,3,ENTPD6
1.84E-15,1.54142146,0.133,0.025,1.08E-10,3,PDE8A
1.94E-15,1.095816015,0.187,0.046,1.14E-10,3,CDK10
2.04E-15,0.983713981,0.298,0.1,1.20E-10,3,HIST1H2AC
2.05E-15,0.679231826,0.587,0.258,1.20E-10,3,LUC7L3
3.11E-15,1.550479578,0.151,0.033,1.83E-10,3,APOBR
3.38E-15,2.343570175,0.102,0.016,1.99E-10,3,ANGPTL4
3.66E-15,0.849241772,0.231,0.066,2.15E-10,3,SNHG19
4.82E-15,1.434089028,0.116,0.02,2.84E-10,3,AC073130.3
5.19E-15,1.116318768,0.209,0.057,3.05E-10,3,AL139246.5
8.95E-15,1.54553144,0.111,0.019,5.27E-10,3,ENC1
1.38E-14,1.492194132,0.164,0.039,8.10E-10,3,CEBPA
1.54E-14,0.903224654,0.204,0.056,9.09E-10,3,PLSCR1
1.96E-14,1.091204457,0.173,0.043,1.15E-09,3,PYGB
2.30E-14,1.119186418,0.124,0.024,1.35E-09,3,AAMDC
2.45E-14,1.313190908,0.2,0.056,1.44E-09,3,DHDDS
2.62E-14,1.175281283,0.187,0.049,1.54E-09,3,SERTAD3
2.79E-14,0.681556398,0.32,0.113,1.64E-09,3,ZNF91
3.01E-14,1.259184137,0.156,0.036,1.77E-09,3,EPB41L5
3.18E-14,0.784774091,0.302,0.104,1.87E-09,3,MRPL12
3.30E-14,1.283890543,0.147,0.033,1.94E-09,3,GNE
3.40E-14,1.347070075,0.133,0.028,2.00E-09,3,PLIN3
3.57E-14,0.70034614,0.813,0.539,2.10E-09,3,ATP5ME
3.85E-14,1.274568515,0.156,0.036,2.27E-09,3,MAPK3
4.05E-14,1.357508909,0.164,0.041,2.38E-09,3,ABCA5
4.10E-14,1.580887166,0.116,0.021,2.41E-09,3,AC011379.1
4.41E-14,1.49313205,0.111,0.02,2.60E-09,3,KHDRBS3
4.45E-14,1.015048669,0.36,0.141,2.62E-09,3,CSKMT
4.56E-14,1.475491911,0.116,0.021,2.69E-09,3,ZBTB7B
5.09E-14,0.728521865,0.409,0.175,3.00E-09,3,IER5L
6.06E-14,0.895505969,0.258,0.084,3.57E-09,3,NDUFV3
6.20E-14,1.013023473,0.173,0.044,3.65E-09,3,MT-TN
7.95E-14,0.587046494,0.418,0.17,4.68E-09,3,ATP1B1
8.91E-14,0.720024181,0.324,0.118,5.24E-09,3,CAPN2
9.97E-14,1.656976879,0.107,0.019,5.87E-09,3,ST3GAL4
1.09E-13,1.00876661,0.227,0.07,6.43E-09,3,WEE1
1.27E-13,0.635006282,0.369,0.141,7.46E-09,3,SCP2
1.31E-13,0.986863933,0.204,0.059,7.74E-09,3,GIPC1
1.47E-13,1.551328721,0.156,0.039,8.65E-09,3,HIST1H3H
1.61E-13,1.060185242,0.133,0.029,9.48E-09,3,COQ9
1.73E-13,1.320584854,0.124,0.025,1.02E-08,3,ZNF703
1.96E-13,1.027842289,0.267,0.091,1.15E-08,3,OTUD1
2.02E-13,0.536821967,0.382,0.15,1.19E-08,3,USP53
2.09E-13,0.609869071,0.498,0.22,1.23E-08,3,KLF3
2.09E-13,0.910242847,0.124,0.025,1.23E-08,3,FMC1
2.25E-13,1.042744302,0.178,0.048,1.32E-08,3,HDHD3
2.34E-13,0.598545851,0.409,0.164,1.38E-08,3,TIMM13
2.39E-13,1.381447064,0.102,0.018,1.41E-08,3,SDR42E2
2.46E-13,1.036098397,0.182,0.05,1.45E-08,3,DMAC1
2.70E-13,0.886511822,0.187,0.052,1.59E-08,3,TBC1D22A
2.76E-13,1.299591638,0.107,0.019,1.63E-08,3,HIST2H2BF
3.06E-13,1.270017395,0.147,0.035,1.80E-08,3,SLC44A1
3.73E-13,1.005003979,0.187,0.053,2.20E-08,3,PIN4
3.79E-13,0.61187812,0.48,0.209,2.23E-08,3,ZNHIT1
3.82E-13,0.908187169,0.222,0.069,2.25E-08,3,KLF10
3.95E-13,1.792940867,0.107,0.02,2.33E-08,3,GOLPH3L
4.03E-13,1.103701575,0.187,0.053,2.37E-08,3,SNORD3A
4.20E-13,0.822533576,0.191,0.054,2.47E-08,3,SCARB2
4.24E-13,1.240076697,0.133,0.03,2.50E-08,3,CAMK1D
4.43E-13,0.895668311,0.227,0.071,2.61E-08,3,WWP1
4.84E-13,1.15656447,0.111,0.021,2.85E-08,3,TMEM30B
4.84E-13,1.201096624,0.151,0.037,2.85E-08,3,HDAC6
4.88E-13,1.234747613,0.102,0.018,2.87E-08,3,RILP
5.15E-13,1.104165485,0.187,0.053,3.03E-08,3,SLC20A2
5.33E-13,0.905225635,0.24,0.079,3.14E-08,3,BOLA3
6.24E-13,0.699665148,0.311,0.114,3.67E-08,3,PLEKHJ1
6.90E-13,0.546280634,0.293,0.105,4.06E-08,3,RABL6
7.00E-13,1.39696498,0.133,0.03,4.12E-08,3,MAFK
7.19E-13,1.055562988,0.2,0.06,4.23E-08,3,HIST1H2AG
8.73E-13,3.575743136,0.32,0.133,5.14E-08,3,ZG16
8.94E-13,1.531697454,0.111,0.022,5.26E-08,3,FARP2
9.30E-13,0.733168885,0.244,0.081,5.47E-08,3,ING1
9.65E-13,0.690585914,0.738,0.417,5.68E-08,3,UQCRQ
1.06E-12,3.03004346,0.133,0.033,6.23E-08,3,CA7
1.17E-12,1.142837743,0.111,0.022,6.88E-08,3,MT-TQ
1.31E-12,0.970077812,0.129,0.029,7.72E-08,3,HOOK1
1.47E-12,1.13894186,0.133,0.031,8.67E-08,3,KIF1C
1.54E-12,1.583189525,0.138,0.033,9.06E-08,3,TRIB1
2.15E-12,1.373005028,0.124,0.028,1.26E-07,3,AC012306.2
2.62E-12,0.64653836,0.2,0.06,1.54E-07,3,PWWP3A
2.65E-12,0.853753833,0.191,0.057,1.56E-07,3,ARL5B
2.67E-12,0.924009295,0.142,0.035,1.57E-07,3,METTL7A
4.23E-12,1.527862797,0.107,0.021,2.49E-07,3,EGR3
4.24E-12,0.872578607,0.222,0.073,2.49E-07,3,RNPC3
4.27E-12,1.42480108,0.129,0.03,2.51E-07,3,FAM43A
4.39E-12,1.194506076,0.111,0.023,2.58E-07,3,DHRS4
4.88E-12,0.612873679,0.329,0.129,2.87E-07,3,PTTG1IP
5.15E-12,1.135210827,0.156,0.042,3.03E-07,3,GSS
5.50E-12,1.154835451,0.102,0.02,3.24E-07,3,TRIP10
5.63E-12,0.441054058,0.369,0.148,3.31E-07,3,MRPS34
6.66E-12,1.45357927,0.12,0.027,3.92E-07,3,RRAD
6.74E-12,0.590401533,0.431,0.188,3.97E-07,3,FRYL
7.74E-12,0.902106422,0.182,0.054,4.55E-07,3,ECHDC2
9.16E-12,0.70410414,0.227,0.076,5.39E-07,3,GMNN
9.19E-12,0.981743173,0.164,0.046,5.41E-07,3,SLC6A8
9.50E-12,0.695594922,0.311,0.121,5.59E-07,3,MPST
9.73E-12,1.47534385,0.102,0.02,5.73E-07,3,TICAM1
9.89E-12,1.477612582,0.102,0.02,5.82E-07,3,TUFT1
1.06E-11,0.869284872,0.187,0.057,6.22E-07,3,ARHGAP21
1.11E-11,0.709673027,0.311,0.122,6.53E-07,3,ECHS1
1.11E-11,0.715350597,0.28,0.105,6.55E-07,3,NT5C
1.28E-11,0.855318115,0.213,0.07,7.56E-07,3,PER2
1.33E-11,1.408207391,0.111,0.024,7.84E-07,3,SLC31A2
1.38E-11,0.570407767,0.311,0.12,8.12E-07,3,DGAT1
1.38E-11,1.624496441,0.236,0.085,8.12E-07,3,BCYRN1
1.64E-11,0.985265477,0.138,0.035,9.63E-07,3,AC092117.2
1.91E-11,0.751134883,0.249,0.089,1.12E-06,3,CORO1B
2.41E-11,1.53932601,0.129,0.032,1.42E-06,3,AC018521.5
2.73E-11,1.651526146,0.12,0.029,1.61E-06,3,SDCCAG8
2.77E-11,1.156565726,0.129,0.032,1.63E-06,3,NECTIN2
2.78E-11,0.523229008,0.884,0.646,1.64E-06,3,COX6C
3.08E-11,1.028507779,0.191,0.061,1.81E-06,3,CTSA
3.18E-11,0.824326408,0.622,0.338,1.87E-06,3,HEXIM1
3.21E-11,0.690238041,0.862,0.599,1.89E-06,3,PPDPF
3.39E-11,0.607792601,0.267,0.099,2.00E-06,3,ADI1
5.19E-11,0.930663144,0.209,0.071,3.05E-06,3,TRIM8
6.03E-11,0.689578243,0.209,0.07,3.55E-06,3,GIGYF2
6.29E-11,0.679148727,0.178,0.055,3.71E-06,3,CLCN3
6.58E-11,0.560649294,0.218,0.074,3.87E-06,3,FADS3
6.92E-11,0.646003642,0.2,0.066,4.07E-06,3,HERC2
7.19E-11,0.648101175,0.489,0.236,4.23E-06,3,MT-TS2
7.86E-11,0.621499914,0.156,0.044,4.63E-06,3,PPP1R12B
8.33E-11,0.75323826,0.249,0.093,4.90E-06,3,CHD9
8.36E-11,1.102909304,0.138,0.037,4.92E-06,3,FAM3A
8.76E-11,0.840270648,0.16,0.047,5.16E-06,3,CORO1C
8.90E-11,1.119265547,0.142,0.039,5.24E-06,3,HIST1H2BD
9.34E-11,1.076166153,0.142,0.039,5.50E-06,3,ACSL5
9.50E-11,0.650082243,0.244,0.089,5.59E-06,3,ERRFI1
9.75E-11,0.886771709,0.196,0.065,5.74E-06,3,TNFRSF12A
1.01E-10,1.292259607,0.107,0.024,5.94E-06,3,ENDOD1
1.02E-10,0.984893764,0.151,0.043,6.01E-06,3,PMM1
1.02E-10,0.46546333,0.311,0.124,6.01E-06,3,MLXIP
1.18E-10,0.671266248,0.151,0.043,6.93E-06,3,TRABD2A
1.20E-10,0.947833863,0.142,0.039,7.05E-06,3,NHLRC3
1.24E-10,1.414098028,0.102,0.022,7.27E-06,3,NSUN5P1
1.25E-10,1.327295057,0.12,0.03,7.37E-06,3,RCAN1
1.27E-10,0.421588708,0.48,0.22,7.49E-06,3,NDUFC1
1.31E-10,0.907388341,0.16,0.047,7.74E-06,3,RUSC1
1.36E-10,0.711380153,0.387,0.179,8.00E-06,3,KDM5B
1.39E-10,0.83180903,0.173,0.054,8.18E-06,3,RPRD1A
1.42E-10,0.966963739,0.138,0.037,8.39E-06,3,NUDT14
1.60E-10,0.811463194,0.178,0.057,9.44E-06,3,B3GNT7
1.89E-10,0.750556038,0.173,0.054,1.11E-05,3,DEF8
1.97E-10,0.968835385,0.107,0.024,1.16E-05,3,TRIO
2.06E-10,0.268780892,0.342,0.139,1.21E-05,3,IP6K2
2.22E-10,0.728174012,0.244,0.091,1.30E-05,3,TMEM131
2.27E-10,0.771397144,0.169,0.053,1.34E-05,3,UQCC3
2.63E-10,0.508918078,0.298,0.122,1.55E-05,3,ANKRD37
2.73E-10,0.778179884,0.28,0.114,1.61E-05,3,CTSZ
2.76E-10,0.858759409,0.187,0.062,1.63E-05,3,HIP1R
2.80E-10,0.41033977,0.418,0.187,1.65E-05,3,NDUFS7
2.82E-10,0.670094652,0.24,0.089,1.66E-05,3,DLG1
2.92E-10,0.662010586,0.347,0.155,1.72E-05,3,WDR60
3.09E-10,0.492811654,0.196,0.066,1.82E-05,3,CPT1A
3.40E-10,0.278324152,0.436,0.201,2.00E-05,3,TOB1
3.41E-10,0.39846177,0.222,0.079,2.01E-05,3,MEF2A
3.56E-10,0.849281934,0.16,0.049,2.10E-05,3,CANT1
3.65E-10,0.562138615,0.862,0.637,2.15E-05,3,COX6B1
3.66E-10,0.435249025,0.311,0.126,2.15E-05,3,TC2N
3.91E-10,0.66263337,0.213,0.075,2.30E-05,3,PATJ
4.18E-10,0.96764984,0.12,0.031,2.46E-05,3,HELZ2
4.44E-10,0.557326268,0.147,0.043,2.62E-05,3,NDUFAF2
4.72E-10,0.979314449,0.102,0.023,2.78E-05,3,APIP
4.78E-10,0.950699998,0.124,0.033,2.81E-05,3,SH3PXD2A
4.85E-10,0.417864072,0.244,0.092,2.85E-05,3,AKAP1
5.60E-10,0.349473533,0.404,0.181,3.29E-05,3,SPTBN1
5.63E-10,1.075096343,0.12,0.031,3.31E-05,3,FNIP2
5.84E-10,0.587326098,0.307,0.127,3.44E-05,3,DNM2
5.93E-10,1.115095824,0.156,0.048,3.49E-05,3,LINC01881
6.01E-10,0.821173198,0.116,0.029,3.54E-05,3,AL355987.4
6.50E-10,1.537360716,0.12,0.032,3.83E-05,3,AL355075.4
6.68E-10,0.808717115,0.191,0.066,3.93E-05,3,MTND1P23
6.72E-10,0.593852455,0.204,0.072,3.95E-05,3,AKR1A1
6.87E-10,0.568472014,0.653,0.356,4.04E-05,3,ATP5PF
7.00E-10,0.873745697,0.169,0.055,4.12E-05,3,FAM200B
7.72E-10,0.572408051,0.364,0.166,4.55E-05,3,DDIT3
7.87E-10,0.652637987,0.204,0.072,4.63E-05,3,DUSP8
8.25E-10,0.751291044,0.258,0.104,4.86E-05,3,SQLE
9.03E-10,0.651572275,0.16,0.05,5.32E-05,3,SH3YL1
9.11E-10,0.656123008,0.253,0.1,5.36E-05,3,MRPL27
1.05E-09,0.755128882,0.2,0.071,6.20E-05,3,KDM7A
1.12E-09,0.476677263,0.582,0.292,6.60E-05,3,BLOC1S1
1.27E-09,1.294591731,0.102,0.024,7.45E-05,3,MTHFD2L
1.27E-09,0.512871983,0.196,0.07,7.50E-05,3,EMP1
1.53E-09,0.722530702,0.231,0.089,8.99E-05,3,NDUFS4
1.53E-09,0.955143034,0.129,0.036,9.01E-05,3,GOLGA1
1.54E-09,0.554915502,0.129,0.036,9.06E-05,3,WASH3P
1.58E-09,0.99739734,0.12,0.032,9.29E-05,3,CISD1
1.64E-09,0.572630012,0.796,0.528,9.63E-05,3,ATP5F1D
1.70E-09,1.059563072,0.107,0.027,0.000100336,3,NQO2
1.80E-09,0.947129877,0.107,0.027,0.000106028,3,CYB561A3
1.90E-09,0.502137206,0.276,0.113,0.000111774,3,AC021078.1
1.91E-09,0.277396703,0.267,0.106,0.000112501,3,VPS36
1.92E-09,0.857020009,0.107,0.027,0.00011315,3,FUCA2
2.01E-09,0.475330497,0.236,0.091,0.000118313,3,MRPS35
2.06E-09,0.295641616,0.267,0.109,0.000121192,3,FRMD4B
2.07E-09,0.643756409,0.191,0.067,0.000122091,3,AK3
2.10E-09,1.334434383,0.107,0.027,0.000123668,3,KIF16B
2.24E-09,0.563609082,0.227,0.086,0.000131684,3,MRPS33
2.31E-09,0.71083667,0.111,0.029,0.000136078,3,BRPF3
2.51E-09,0.453000978,0.218,0.081,0.00014782,3,MVP
2.65E-09,0.73108897,0.124,0.035,0.00015589,3,ZNF358
2.73E-09,0.338390415,0.596,0.315,0.000160852,3,H2AFJ
2.74E-09,1.223105,0.116,0.031,0.000161546,3,ACOX1
3.04E-09,0.911247605,0.111,0.029,0.000179032,3,DNAJC13
3.13E-09,0.634792723,0.436,0.212,0.000183974,3,SLC20A1
3.21E-09,1.023096248,0.107,0.027,0.000189257,3,SPRED2
3.23E-09,0.733242209,0.2,0.073,0.000190258,3,PYCARD
3.53E-09,0.716731037,0.156,0.05,0.000207814,3,CPEB4
3.62E-09,0.510113812,0.227,0.086,0.000213198,3,SLC35A3
3.72E-09,0.458322737,0.436,0.213,0.000219083,3,PHPT1
3.76E-09,0.522419185,0.307,0.132,0.000221607,3,SUCLG1
3.89E-09,0.59377564,0.258,0.106,0.000228997,3,TDP2
4.01E-09,0.902292555,0.12,0.033,0.000236096,3,HIST4H4
4.16E-09,0.463634782,0.493,0.247,0.000244984,3,NDRG1
4.34E-09,0.566715255,0.311,0.138,0.00025565,3,CDYL
4.46E-09,0.632809481,0.138,0.042,0.000262334,3,THAP4
4.65E-09,0.595104899,0.222,0.085,0.000273881,3,PLEC
4.67E-09,0.738482018,0.262,0.111,0.000274666,3,AL118516.1
4.71E-09,0.944767105,0.138,0.042,0.000277333,3,KIAA0319L
4.80E-09,0.830712266,0.133,0.04,0.000282575,3,TMEM63A
4.93E-09,0.73419037,0.142,0.044,0.000290077,3,AC091271.1
4.95E-09,0.397795707,0.316,0.138,0.000291597,3,DYNC1I2
5.30E-09,0.30714943,0.364,0.165,0.000311718,3,TSC22D2
5.33E-09,0.420249474,0.404,0.197,0.000313804,3,HES4
5.62E-09,0.525779162,0.196,0.071,0.000330859,3,UBAC1
5.81E-09,0.329301508,0.276,0.114,0.00034217,3,GOLGA2
5.82E-09,0.513594096,0.644,0.352,0.000342468,3,PPP1R10
6.39E-09,0.863091968,0.142,0.045,0.000376339,3,ATG16L2
6.40E-09,0.58099599,0.16,0.053,0.000376642,3,TRIM13
7.14E-09,0.770584116,0.164,0.056,0.000420589,3,AKR7A2
7.28E-09,0.644836409,0.156,0.051,0.000428342,3,PITPNM1
7.30E-09,0.529416393,0.689,0.417,0.000429697,3,COX5A
7.32E-09,0.419834271,0.178,0.062,0.000430682,3,ARL1
8.00E-09,0.879301849,0.111,0.03,0.000471209,3,SLC25A25
8.44E-09,0.763710954,0.133,0.041,0.000497124,3,AC009133.1
8.52E-09,0.628688707,0.191,0.07,0.000501654,3,SREBF1
9.32E-09,1.135010342,0.102,0.027,0.000548836,3,HYI
9.34E-09,0.518556854,0.164,0.056,0.000550116,3,ATG4D
9.41E-09,0.56142974,0.182,0.066,0.000553823,3,LAMTOR2
9.48E-09,0.419983932,0.164,0.056,0.000558267,3,APOPT1
9.87E-09,0.777257764,0.124,0.036,0.000581332,3,WASH5P
1.03E-08,0.570873765,0.693,0.429,0.000608231,3,ATP5MC3
1.06E-08,0.634417203,0.187,0.069,0.00062603,3,CRIM1
1.10E-08,0.390933414,0.209,0.079,0.000645895,3,RAD9A
1.11E-08,0.978445517,0.12,0.035,0.000653227,3,PHLPP2
1.14E-08,0.973648208,0.116,0.033,0.000669328,3,EXT1
1.17E-08,0.891777044,0.107,0.029,0.000687405,3,TMCC1
1.18E-08,0.699849151,0.138,0.043,0.000696917,3,SORBS3
1.23E-08,0.613815087,0.182,0.066,0.000723922,3,DAP
1.26E-08,0.768259798,0.107,0.029,0.000744428,3,ERLIN1
1.48E-08,0.428557826,0.338,0.152,0.000870786,3,ANKRD36C
1.49E-08,0.663835769,0.111,0.031,0.000878051,3,MRPL24
1.49E-08,0.481612567,0.311,0.141,0.000879306,3,MPC1
1.58E-08,0.668597747,0.147,0.048,0.000932056,3,PRR34-AS1
1.66E-08,0.552811052,0.147,0.048,0.000977138,3,ZNF598
1.79E-08,0.522755984,0.236,0.096,0.001051747,3,FRAT2
1.84E-08,0.879132755,0.12,0.035,0.001080511,3,PRR3
2.04E-08,0.700799797,0.231,0.096,0.001199918,3,ITPR2
2.04E-08,0.400317108,0.196,0.073,0.001200729,3,QARS
2.07E-08,0.43886746,0.187,0.069,0.001220631,3,NRIP1
2.22E-08,1.267743796,0.102,0.028,0.001308052,3,KIFC2
2.24E-08,0.324328794,0.253,0.106,0.001318188,3,MRPS25
2.24E-08,0.467622369,0.231,0.094,0.001320357,3,AFF1
2.39E-08,0.662312044,0.138,0.044,0.001404811,3,BAG3
2.46E-08,0.566246737,0.676,0.402,0.001450971,3,PRDX5
2.58E-08,0.955392327,0.116,0.034,0.001519149,3,PIAS2
2.59E-08,0.453794248,0.529,0.276,0.001527069,3,BAG1
2.73E-08,0.936397754,0.138,0.045,0.00160987,3,Z93930.2
2.77E-08,0.468394687,0.244,0.101,0.001628426,3,STAT6
2.81E-08,0.852472704,0.111,0.032,0.001652038,3,ANKRD26
2.90E-08,0.410823191,0.32,0.145,0.001705575,3,SUDS3
2.99E-08,0.770154697,0.138,0.045,0.001763058,3,CSAD
3.08E-08,0.628065701,0.178,0.066,0.001815746,3,NDUFS1
3.19E-08,0.432631288,0.2,0.076,0.001878548,3,SERINC5
3.26E-08,0.401797186,0.213,0.085,0.001921607,3,LPP
3.48E-08,0.387385875,0.547,0.287,0.002049054,3,ALKBH7
3.55E-08,0.30085512,0.24,0.1,0.002091432,3,ZZEF1
3.64E-08,0.346117207,0.387,0.187,0.002141945,3,NDUFS8
4.04E-08,0.506286433,0.596,0.327,0.002378282,3,NDUFS6
4.52E-08,0.794723631,0.151,0.052,0.002660849,3,LTBP4
4.52E-08,0.332140847,0.204,0.08,0.002663193,3,PTPN12
4.64E-08,0.634061141,0.147,0.05,0.002730258,3,HERC4
5.50E-08,0.581357079,0.142,0.048,0.003235936,3,ATE1
5.52E-08,0.683934375,0.178,0.067,0.003251502,3,ABHD3
5.73E-08,0.498337636,0.24,0.101,0.003375101,3,RHOT2
5.77E-08,0.290839322,0.836,0.588,0.003395313,3,JUNB
6.05E-08,0.636943732,0.227,0.095,0.003560074,3,AGPAT2
6.23E-08,0.610574831,0.138,0.046,0.003665765,3,FAM192A
6.67E-08,0.438749146,0.253,0.109,0.003924954,3,TNFRSF14
6.67E-08,0.369725583,0.347,0.168,0.003928805,3,MAFF
6.85E-08,0.509091031,0.16,0.057,0.004033671,3,PPIF
6.89E-08,0.595161023,0.133,0.044,0.004055906,3,EPN2
7.00E-08,0.775809781,0.147,0.051,0.004122031,3,ERC1
7.21E-08,0.817950216,0.124,0.04,0.004242144,3,AP1S1
7.24E-08,0.674867861,0.102,0.029,0.004260892,3,HDDC3
7.62E-08,0.567488961,0.178,0.067,0.004485939,3,ABR
7.94E-08,0.340267279,0.489,0.252,0.00467271,3,CLTB
8.11E-08,0.830680304,0.116,0.035,0.004777048,3,MICAL3
8.63E-08,0.4146009,0.133,0.044,0.00508237,3,C8orf82
8.79E-08,0.733109819,0.178,0.069,0.00517388,3,TSPAN3
8.94E-08,0.751142425,0.111,0.033,0.00526229,3,UVSSA
9.24E-08,0.848681648,0.124,0.04,0.005441988,3,MPDU1
9.39E-08,0.887772384,0.107,0.031,0.005530774,3,REPIN1
1.03E-07,0.691941905,0.102,0.029,0.006044742,3,FAHD1
1.08E-07,0.543315828,0.227,0.097,0.006379626,3,KIAA0040
1.11E-07,0.268935453,0.556,0.304,0.006522656,3,IER5
1.21E-07,0.452967155,0.262,0.117,0.007131974,3,MIEN1
1.24E-07,0.440183421,0.573,0.312,0.007300951,3,SRI
