,marker site,rede,latitude,longitude,estacao3,estacao,codigo
565,7927143702,Hidrométrica,40.626811297,-8.543147324,PONTE S&Atilde;O JO&Atilde;O LOURE (10F/03H), PONTE SÃO JOÃO LOURE (10F/03H),10F/03H
566,1627759242,Hidrométrica,41.825,-8.322,PONTE TAMENTE (R.E.) (03H/02H), PONTE TAMENTE (R.E.) (03H/02H),03H/02H
567,1627759240,Hidrométrica,40.372,-8.059,PONTE T&Aacute;BUA (11I/06H), PONTE TÁBUA (11I/06H),11I/06H
568,1627759244,Hidrométrica,38.122,-8.434,PONTE VALE JOANA (25G/04H), PONTE VALE JOANA (25G/04H),25G/04H
569,1627759246,Hidrométrica,40.693,-8.461,PONTE VALE MAIOR (09G/01H), PONTE VALE MAIOR (09G/01H),09G/01H
570,1627759248,Hidrométrica,41.632,-7.247,PONTE VALE TELHAS (04N/01H), PONTE VALE TELHAS (04N/01H),04N/01H
571,1627759250,Hidrométrica,40.401,-7.396,PONTE VALHELHAS (11M/02H), PONTE VALHELHAS (11M/02H),11M/02H
572,1627759252,Hidrométrica,41.311,-6.921,PONTE VELHA CAPIT&Atilde;O (06P/01H), PONTE VELHA CAPITÃO (06P/01H),06P/01H
573,1627759254,Hidrométrica,40.148,-8.678,PONTE VERRIDE (13E/02H), PONTE VERRIDE (13E/02H),13E/02H
574,1627759256,Hidrométrica,39.216,-7.784,PONTE VILA FORMOSA (18K/01H), PONTE VILA FORMOSA (18K/01H),18K/01H
575,1627759260,Hidrométrica,41.51066532,-7.14090016,PONTE VILAR (04O/04H), PONTE VILAR (04O/04H),04O/04H
576,1627759258,Hidrométrica,41.511,-7.142,PONTE VILAR (R.E.) (04O/03H), PONTE VILAR (R.E.) (04O/03H),04O/03H
577,1627759262,Hidrométrica,40.733,-8.112,PONTE VOUZELA (09I/02H), PONTE VOUZELA (09I/02H),09I/02H
578,1627759264,Hidrométrica,38.884,-9.129,PONTE ZAMBUJAL (20C/02H), PONTE ZAMBUJAL (20C/02H),20C/02H
579,1627758988,Hidrométrica,40.571,-8.448,PONTE &Aacute;GUEDA (10G/02H), PONTE ÁGUEDA (10G/02H),10G/02H
580,1627759152,Hidrométrica,39.363,-9.154,PONTE &Oacute;BIDOS (17C/04H), PONTE ÓBIDOS (17C/04H),17C/04H
581,1627759266,Hidrométrica,41.868,-8.42,PONTILH&Atilde;O DE CELEIROS (02G/01H), PONTILHÃO DE CELEIROS (02G/01H),02G/01H
582,1627758982,Hidrométrica,40.732,-8.116,PONT&Atilde;O DE AVELAL (09I/04H), PONTÃO DE AVELAL (09I/04H),09I/04H
583,1627759268,Hidrométrica,38.917,-8.9,PORTO ALTO (20D/02H), PORTO ALTO (20D/02H),20D/02H
584,1627759270,Hidrométrica,38.163,-7.019,PORTO BARRANCOS (25O/01H), PORTO BARRANCOS (25O/01H),25O/01H
585,1627759272,Hidrométrica,40.316,-8.232,PORTO CUNHEDOS (12H/01H), PORTO CUNHEDOS (12H/01H),12H/01H
586,1627759278,Hidrométrica,39.026,-8.83,PORTO DA PALHA (19E/04H), PORTO DA PALHA (19E/04H),19E/04H
587,1627759274,Hidrométrica,39.159,-8.697,PORTO DAS FAIAS (19E/01H), PORTO DAS FAIAS (19E/01H),19E/01H
588,1627759276,Hidrométrica,39.287,-8.619,PORTO DO FREIXO (18F/01H), PORTO DO FREIXO (18F/01H),18F/01H
589,1627759280,Hidrométrica,40.187,-8.608,PORTO SANTO VAR&Atilde;O (12F/04H), PORTO SANTO VARÃO (12F/04H),12F/04H
590,1627759282,Hidrométrica,40.372,-8.057,PORTO S&Atilde;O JO&Atilde;O AREIAS (11I/05H), PORTO SÃO JOÃO AREIAS (11I/05H),11I/05H
591,1627759284,Hidrométrica,40.216,-8.485,PORTO TAVEIRO (12G/01H), PORTO TAVEIRO (12G/01H),12G/01H
592,1627759286,Hidrométrica,40.205,-8.531,PORTO VILA POUCA (12F/02H), PORTO VILA POUCA (12F/02H),12F/02H
593,1627759288,Hidrométrica,41.586,-8.497,PORTUZELO (04G/05H), PORTUZELO (04G/05H),04G/05H
594,1627759294,Hidrométrica,39.565,-7.812,PRACANA (16K/02H), PRACANA (16K/02H),16K/02H
595,1627759298,Hidrométrica,39.465,-8.343,PRAIA DO RIBATEJO (17G/03H), PRAIA DO RIBATEJO (17G/03H),17G/03H
596,1627759300,Hidrométrica,37.803,-7.633,PULO DO LOBO (27L/01H), PULO DO LOBO (27L/01H),27L/01H
597,1627759308,Hidrométrica,40.362,-8.213,QUINTA CARVALHAL DO FREIXO (11H/04H), QUINTA CARVALHAL DO FREIXO (11H/04H),11H/04H
598,1627759310,Hidrométrica,41.144,-7.64,QUINTA CASTELO BORGES (07L/03H), QUINTA CASTELO BORGES (07L/03H),07L/03H
599,1627759306,Hidrométrica,39.443,-8.447,QUINTA DA CARDIGA (17G/06H), QUINTA DA CARDIGA (17G/06H),17G/06H
600,1627759304,Hidrométrica,38.75,-9.367,QUINTA DAS CAMILAS (21A/04H), QUINTA DAS CAMILAS (21A/04H),21A/04H
601,1627759312,Hidrométrica,41.171,-7.795,QUINTA DAS GREGOSSAS (06K/02H), QUINTA DAS GREGOSSAS (06K/02H),06K/02H
602,1627759316,Hidrométrica,41.20815719,-7.05988327,QUINTA DAS LARANJEIRAS (06O/08H), QUINTA DAS LARANJEIRAS (06O/08H),06O/08H
603,1627759314,Hidrométrica,41.208,-7.059,QUINTA DAS LARANJEIRAS (R.E.) (06O/03H), QUINTA DAS LARANJEIRAS (R.E.) (06O/03H),06O/03H
604,10065708582,Hidrométrica,38.736814,-9.421244,QUINTA DO PISAO (R.E.) (21A/07H), QUINTA DO PISAO (R.E.) (21A/07H),21A/07H
605,1627759322,Hidrométrica,40.888,-7.512,QUINTA RAPE (08L/04H), QUINTA RAPE (08L/04H),08L/04H
606,1627759320,Hidrométrica,40.889,-7.513,QUINTA RAPE (R.E.) (08L/01H), QUINTA RAPE (R.E.) (08L/01H),08L/01H
607,1627759324,Hidrométrica,41.9365318,-7.15759459,QUIRAZ (02O/01H), QUIRAZ (02O/01H),02O/01H
608,8202036962,Hidrométrica,41.814,-8.381,RABA&Ccedil;AL (03G/06H), RABAÇAL (03G/06H),03G/06H
609,1627759326,Hidrométrica,41.814,-8.381,RABA&Ccedil;AL (R.E.) (03G/03H), RABAÇAL (R.E.) (03G/03H),03G/03H
610,1627759332,Hidrométrica,39.357,-7.376,RASA (17M/01H), RASA (17M/01H),17M/01H
611,1627759334,Hidrométrica,39.083,-7.027,RASC&Ocirc;A (19O/01H), RASCÔA (19O/01H),19O/01H
612,1627759336,Hidrométrica,41.561,-8.45,REAL (04G/06H), REAL (04G/06H),04G/06H
613,1627759338,Hidrométrica,41.749,-7.174,REBORDELO (R.E.) (03N/01H), REBORDELO (R.E.) (03N/01H),03N/01H
614,1627759344,Hidrométrica,40.761,-7.977,RIBAFEITA (09J/02H), RIBAFEITA (09J/02H),09J/02H
615,1627759346,Hidrométrica,41.834,-7.393,RIBEIRA DE FECES (03M/05H), RIBEIRA DE FECES (03M/05H),03M/05H
616,1627759350,Hidrométrica,40.74,-8.33,RIBEIRADA (09H/03H), RIBEIRADA (09H/03H),09H/03H
617,1627759352,Hidrométrica,40.566,-8.398,RIBEIRO (10G/03H), RIBEIRO (10G/03H),10G/03H
618,1627759354,Hidrométrica,39.338,-8.953,RIO MAIOR (R.E.) (17D/01H), RIO MAIOR (R.E.) (17D/01H),17D/01H
619,1627759356,Hidrométrica,41.049,-8.381,RIO MAU (R.E.) (07G/03H), RIO MAU (R.E.) (07G/03H),07G/03H
620,1627759362,Hidrométrica,37.683,-7.66,ROCHA DA GAL&Eacute; (27L/05H), ROCHA DA GALÉ (27L/05H),27L/05H
621,1627759364,Hidrométrica,37.682,-7.661,ROCHA DA GAL&Eacute; (R.E.) (27L/03H), ROCHA DA GALÉ (R.E.) (27L/03H),27L/03H
622,1627759366,Hidrométrica,39.669,-7.021,ROSMANINHAL (15O/01H), ROSMANINHAL (15O/01H),15O/01H
623,1627759370,Hidrométrica,39.093,-9.252,RUNA (19B/02H), RUNA (19B/02H),19B/02H
624,2443345822,Hidrométrica,41.154,-7.782,R&Eacute;GUA (07K/04H), RÉGUA (07K/04H),07K/04H
625,1627759342,Hidrométrica,41.154,-7.782,R&Eacute;GUA (R.E.) (07K/01H), RÉGUA (R.E.) (07K/01H),07K/01H
626,1627759372,Hidrométrica,40.349,-7.094,SABUGAL (11O/01H), SABUGAL (11O/01H),11O/01H
627,10018589836,Hidrométrica,38.151558,-7.235705,SAFARA (25N/02H), SAFARA (25N/02H),25N/02H
628,1627759376,Hidrométrica,41.696,-8.081,SALAMONDE (03I/02H), SALAMONDE (03I/02H),03I/02H
629,1627759386,Hidrométrica,37.51,-8.473,SANTA CLARA-A-VELHA (28G/01H), SANTA CLARA-A-VELHA (28G/01H),28G/01H
630,1627759388,Hidrométrica,41.328,-7.029,SANTA JUSTA (06O/05H), SANTA JUSTA (06O/05H),06O/05H
631,1627759392,Hidrométrica,39.464,-8.302,SANTA MARGARIDA DO SABUGAL (17H/01H), SANTA MARGARIDA DO SABUGAL (17H/01H),17H/01H
632,1627759394,Hidrométrica,38.11,-8.361,SANTA MARGARIDA DO SADO (25G/01H), SANTA MARGARIDA DO SADO (25G/01H),25G/01H
633,1627759398,Hidrométrica,41.498,-7.754,SANTA MARTA DO ALV&Atilde;O (R.E.) (05K/01H), SANTA MARTA DO ALVÃO (R.E.) (05K/01H),05K/01H
634,1627759412,Hidrométrica,37.34,-8.39,SAPEIRA (29G/01H), SAPEIRA (29G/01H),29G/01H
635,1627759414,Hidrométrica,41.163,-7.508,SARZEDINHO (07L/02H), SARZEDINHO (07L/02H),07L/02H
636,1627759416,Hidrométrica,40.249,-8.037,SECARIAS (R.E.) (12I/02H), SECARIAS (R.E.) (12I/02H),12I/02H
637,1627759418,Hidrométrica,42.049,-8.39,SEGUDE (01G/04H), SEGUDE (01G/04H),01G/04H
638,1627759422,Hidrométrica,39.815,-6.983,SEGURA (15P/02H), SEGURA (15P/02H),15P/02H
639,1627759420,Hidrométrica,39.815,-6.983,SEGURA (R.E.) (15P/01H), SEGURA (R.E.) (15P/01H),15P/01H
640,1627759424,Hidrométrica,41.386,-6.386,SENDIM (R.E.) (05S/02H), SENDIM (R.E.) (05S/02H),05S/02H
641,1627759426,Hidrométrica,38.721,-9.25,SENHORA DA ROCHA (21B/04H), SENHORA DA ROCHA (21B/04H),21B/04H
642,1627759428,Hidrométrica,41.292,-7.079,SENHORA DA ROSA (06O/06H), SENHORA DA ROSA (06O/06H),06O/06H
643,1627759432,Hidrométrica,40.677,-8.441,SERNADA DO VOUGA (09G/03H), SERNADA DO VOUGA (09G/03H),09G/03H
644,1627759438,Hidrométrica,40.379,-8.022,SEVILHA (11I/09H), SEVILHA (11I/09H),11I/09H
645,1627759440,Hidrométrica,37.167,-7.706,SOALHEIRO DO PEREIRO (31K/02H), SOALHEIRO DO PEREIRO (31K/02H),31K/02H
646,1693384198,Hidrométrica,40.45432180125,-8.04640310097,SOBRAL (11I/10H), SOBRAL (11I/10H),11I/10H
647,1627759442,Hidrométrica,40.454,-8.046,SOBRAL (R.E.) (11I/08H), SOBRAL (R.E.) (11I/08H),11I/08H
648,1627759444,Hidrométrica,39.347,-9.189,SOBRAL DA LAGOA (17B/01H), SOBRAL DA LAGOA (17B/01H),17B/01H
649,1627759448,Hidrométrica,40.059,-8.63,SOURE (13F/05H), SOURE (13F/05H),13F/05H
650,1627759400,Hidrométrica,38.296,-8.316,S&Atilde;O DOMINGOS (ALGAL&Eacute;) (24H/01H), SÃO DOMINGOS (ALGALÉ) (24H/01H),24H/01H
651,1627759404,Hidrométrica,40.597,-8.237,S&Atilde;O JO&Atilde;O DO MONTE (10H/02H), SÃO JOÃO DO MONTE (10H/02H),10H/02H
652,3158125162,Hidrométrica,37.3597872,-8.3753722,S&Atilde;O MARCOS DA SERRA (29G/02H), SÃO MARCOS DA SERRA (29G/02H),29G/02H
653,1627759408,Hidrométrica,41.63232582,-6.35536967,S&Atilde;O MARTINHO (04S/02H), SÃO MARTINHO (04S/02H),04S/02H
654,1627759410,Hidrométrica,38.252,-8.359,S&Atilde;O ROM&Atilde;O DO SADO (24G/02H), SÃO ROMÃO DO SADO (24G/02H),24G/02H
655,1627759450,Hidrométrica,39.456,-8.414,TANCOS (17G/04H), TANCOS (17G/04H),17G/04H
656,1627759454,Hidrométrica,41.062,-8.458,TAPADA DO OUTEIRO (R.E.) (07G/02H), TAPADA DO OUTEIRO (R.E.) (07G/02H),07G/02H
657,1627759458,Hidrométrica,37.364,-7.486,TEN&Ecirc;NCIA (PORTO DAS AREIAS) (29M/01H), TENÊNCIA (PORTO DAS AREIAS) (29M/01H),29M/01H
658,1627759460,Hidrométrica,41.94,-8.234,TIBO DA GAVIEIRA (02H/01H), TIBO DA GAVIEIRA (02H/01H),02H/01H
659,1627759464,Hidrométrica,41.75,-8.079,TOCO DERIVA&Ccedil;&Atilde;O (R.E.) (03I/01H), TOCO DERIVAÇÃO (R.E.) (03I/01H),03I/01H
660,1627759462,Hidrométrica,41.75,-8.08,TOCO TOTAL (R.E.) (03I/03H), TOCO TOTAL (R.E.) (03I/03H),03I/03H
661,1627759466,Hidrométrica,39.46,-9.12,TORNADA (17C/02H), TORNADA (17C/02H),17C/02H
662,1627759472,Hidrométrica,40.192,-8.386,TORRES DO MONDEGO (12G/07H), TORRES DO MONDEGO (12G/07H),12G/07H
663,1627759470,Hidrométrica,38.299,-8.229,TORR&Atilde;O DO ALENTEJO (24H/03H), TORRÃO DO ALENTEJO (24H/03H),24H/03H
664,1627759478,Hidrométrica,39.452,-8.226,TRAMAGAL (17H/02H), TRAMAGAL (17H/02H),17H/02H
665,1627759480,Hidrométrica,40.51,-7.359,TRINTA (10M/02H), TRINTA (10M/02H),10M/02H
666,1627759482,Hidrométrica,39.582,-9.023,VALADO DE FRADES (16C/01H), VALADO DE FRADES (16C/01H),16C/01H
667,1627759506,Hidrométrica,38.306,-8.291,VALE DA URSA (24H/02H), VALE DA URSA (24H/02H),24H/02H
668,1627759486,Hidrométrica,37.284,-8.293,VALE DE BARRIGA (30H/03H), VALE DE BARRIGA (30H/03H),30H/03H
669,1627759490,Hidrométrica,39.18,-8.423,VALE DE FLORES (18G/03H), VALE DE FLORES (18G/03H),18G/03H
670,1627759498,Hidrométrica,40.391,-8.165,VALE DE MOINHOS (11I/04H), VALE DE MOINHOS (11I/04H),11I/04H
671,1627759500,Hidrométrica,39.067,-8.608,VALE DE POSTIGOS (19F/02H), VALE DE POSTIGOS (19F/02H),19F/02H
672,1627759484,Hidrométrica,40.802,-7.019,VALE DO AREAL (09O/01H), VALE DO AREAL (09O/01H),09O/01H
673,1627759494,Hidrométrica,41.71,-7.71,VALE GIESTOSO (R.E.) (03K/01H), VALE GIESTOSO (R.E.) (03K/01H),03K/01H
674,1627759496,Hidrométrica,41.235,-7.536,VALE MENDIZ (06L/02H), VALE MENDIZ (06L/02H),06L/02H
675,1693384202,Hidrométrica,40.908,-7.138,VALE TREVO (08O/04H), VALE TREVO (08O/04H),08O/04H
676,1627759504,Hidrométrica,40.908,-7.138,VALE TREVO (R.E.) (08O/01H), VALE TREVO (R.E.) (08O/01H),08O/01H
677,1627759508,Hidrométrica,41.177,-7.381,VALEIRA (06M/03H), VALEIRA (06M/03H),06M/03H
678,1627759514,Hidrométrica,37.52,-7.579,VASC&Atilde;O (28L/02H), VASCÃO (28L/02H),28L/02H
679,1627759516,Hidrométrica,40.169,-8.63,VAU DA GRANJA (12F/03H), VAU DA GRANJA (12F/03H),12F/03H
680,1627759518,Hidrométrica,38.947,-7.507,VEIROS (20L/01H), VEIROS (20L/01H),20L/01H
681,1627759520,Hidrométrica,41.681,-7.985,VENDA NOVA (03J/05H), VENDA NOVA (03J/05H),03J/05H
682,1627759526,Hidrométrica,38.46,-7.678,VENDINHA (23K/01H), VENDINHA (23K/01H),23K/01H
683,1627759528,Hidrométrica,40.505,-7.379,VIDEMONTE (R.E.) (10M/03H), VIDEMONTE (R.E.) (10M/03H),10M/03H
684,1627759530,Hidrométrica,37.204,-8.606,VIDIGAL (30F/02H), VIDIGAL (30F/02H),30F/02H
685,9087187590,Hidrométrica,39.724346139,-8.788733301,VIDIGAL (LIS) (15E/07H), VIDIGAL (LIS) (15E/07H),15E/07H
686,1627759532,Hidrométrica,41.55,-7.762,VIELA (04K/02H), VIELA (04K/02H),04K/02H
687,1627759536,Hidrométrica,41.813,-8.35,VILA CH&Atilde; (R.E.) (03G/04H), VILA CHÃ (R.E.) (03G/04H),03G/04H
688,1627759538,Hidrométrica,40.681,-7.612,VILA COVA DO COVELO (09L/01H), VILA COVA DO COVELO (09L/01H),09L/01H
689,1627759540,Hidrométrica,40.585,-7.542,VILA FRANCA DA SERRA (10L/02H), VILA FRANCA DA SERRA (10L/02H),10L/02H
690,1627759542,Hidrométrica,38.953,-8.983,VILA FRANCA DE XIRA (20D/01H), VILA FRANCA DE XIRA (20D/01H),20D/01H
691,1627759544,Hidrométrica,40.107,-8.641,VILA NOVA DE AN&Ccedil;OS (13F/03H), VILA NOVA DE ANÇOS (13F/03H),13F/03H
692,1627759546,Hidrométrica,40.412,-8.398,VILA NOVA DE MONSARROS (11G/01H), VILA NOVA DE MONSARROS (11G/01H),11G/01H
693,1627759548,Hidrométrica,39.647,-7.678,VILA VELHA DE ROD&Atilde;O (16K/01H), VILA VELHA DE RODÃO (16K/01H),16K/01H
694,1627759550,Hidrométrica,40.989,-7.534,VILAR (08L/02H), VILAR (08L/02H),08L/02H
695,1627759556,Hidrométrica,41.832,-7.427,VILARINHO (03M/04H), VILARINHO (03M/04H),03M/04H
696,1627759558,Hidrométrica,41.387,-7.203,VILARINHO DAS AZENHAS (R.E.) (05N/01H), VILARINHO DAS AZENHAS (R.E.) (05N/01H),05N/01H
697,1627759562,Hidrométrica,41.763,-8.213,VILARINHO DAS FURNAS (03H/03H), VILARINHO DAS FURNAS (03H/03H),03H/03H
698,1627759564,Hidrométrica,41.588,-6.559,VIMIOSO (04R/02H), VIMIOSO (04R/02H),04R/02H
699,1627759566,Hidrométrica,41.81,-6.995,VINHAIS QUINTA RANCA (R.E.) (03P/01H), VINHAIS QUINTA RANCA (R.E.) (03P/01H),03P/01H
700,1627759568,Hidrométrica,41.372,-8.315,VIZELA (05H/01H), VIZELA (05H/01H),05H/01H
701,1627759570,Hidrométrica,41.375,-8.265,VIZELA SANTO ADRI&Atilde;O (05H/02H), VIZELA SANTO ADRIÃO (05H/02H),05H/02H
702,1627759572,Hidrométrica,40.771,-7.807,VOUGUINHA (09K/01H), VOUGUINHA (09K/01H),09K/01H
703,1627759574,Hidrométrica,39.11722264,-7.03942698,X&Eacute;VORA FRONTEIRA (19O/02H), XÉVORA FRONTEIRA (19O/02H),19O/02H
704,1627759576,Hidrométrica,38.57,-8.733,ZAMBUJAL (22E/01H), ZAMBUJAL (22E/01H),22E/01H
705,1627743390,Hidrométrica,38.39766285,-7.34316167,&Aacute;LAMOS (23M/02H), ÁLAMOS (23M/02H),23M/02H
706,1627758888,Hidrométrica,39.361,-9.152,&Oacute;BIDOS (17C/03H), ÓBIDOS (17C/03H),17C/03H
707,1627758916,Hidrométrica,39.224,-8.675,&Oacute;MNIAS (SANTAR&Eacute;M) (18E/04H), ÓMNIAS (SANTARÉM) (18E/04H),18E/04H
