SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
REDE:,Meteorológica,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
CÓDIGO,NOME,ALTITUDE (M),LATITUDE (ºN),LONGITUDE (ºW),COORD_X (M),COORD_Y (M),ALTITUDE (M),BACIA,DISTRITO,CONCELHO,FREGUESIA,ENTIDADE RESPONSÁVEL (AUTOMÁTICA),ENTIDADE RESPONSÁVEL (CONVENCIONAL),TIPO ESTAÇÃO (AUTOMÁTICA),TIPO ESTAÇÃO (CONVENCIONAL),ENTRADA FUNCIONAMENTO (CONVENCIONAL),ENCERRAMENTO (CONVENCIONAL),ENTRADA FUNCIONAMENTO (AUTOMÁTICA),ENCERRAMENTO (AUTOMÁTICA),TELEMETRIA,ESTADO,ÍNDICE QUALIDADE*
11I/04UG,TÁBUA,220,40.359,-8.041,207814.37,376706.589,220,MONDEGO,COIMBRA,TÁBUA,TÁBUA,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29129,-,37160,-,NÃO,ATIVA,-
04F/03UG,UCHA,52,41.575,-8.518,167939.546,511860.685,52,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,BARCELOS,UCHA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29373,-,37690,-,NÃO,ATIVA,-
18G/02UG,ULME,72,39.313,-8.432,174188,260637,72,TEJO,SANTARÉM,CHAMUSCA,ULME,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29129,-,36948,-,NÃO,ATIVA,-
18M/02U,URRA,385,39.226823,-7.393306,263881.341,251249.588,385,TEJO,PORTALEGRE,PORTALEGRE,URRA,-,CCDR-ALENTEJO,-,Udométrica,29129,31320,-,-,NÃO,EXTINTA,-
03E/04UG,VALADARES,284,41.778,-8.772,146861.936,534478.193,284,ÂNCORA,VIANA DO CASTELO,VIANA DO CASTELO,OUTEIRO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,28924,-,37706,-,NÃO,ATIVA,-
08O/01UG,VALE AFONSINHO,499,40.899,-7.068,289747.097,437185.098,499,DOURO,GUARDA,FIGUEIRA DE CASTELO RODRIGO,VALE DE AFONSINHO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,30225,-,37925,45202,NÃO,DESATIVADA,-
30H/02U,VALE DE BARRIGA,92,37.282063,-8.301325,185078.488,35130.482,92,ARADE,FARO,SILVES,SÃO BARTOLOMEU DE MESSINES,-,CCDR-ALGARVE,-,Udométrica,23651,37164,-,-,NÃO,EXTINTA,-
27J/03C,VALE DE CAMELOS,142,37.811807,-7.869803,223183,93945,142,GUADIANA,BEJA,MÉRTOLA,ALCARIA RUIVA,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,31686,-,36966,-,NÃO,ATIVA,-
12P/01UG,VALE DE ESPINHO,869,40.295,-6.949,300643.684,370311.996,869,DOURO,GUARDA,SABUGAL,VALE DE ESPINHO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,20729,-,37173,-,NÃO,ATIVA,-
07L/10UG,VALE DE FIGUEIRA,754,41.098234,-7.590031,245626.509,458930.354,754,DOURO,VISEU,TABUAÇO,VALE DE FIGUEIRA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,30225,-,37257,-,NÃO,ATIVA,-
13M/02U,VALE DE PRAZERES,506,40.111278,-7.424999,260371.214,349429.62,506,TEJO,CASTELO BRANCO,FUNDÃO,VALE DE PRAZERES,-,CCDR-CENTRO,-,Udométrica,29495,31320,-,-,NÃO,EXTINTA,-
04M/02UG,VALE DE ÉGUA,701,41.515,-7.418,259689.801,505372.919,701,DOURO,VILA REAL,MURÇA,JOU,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29526,-,37761,-,NÃO,ATIVA,-
17L/02UG,VALE DO PESO,285,39.345709,-7.647758,241838.616,264300.42,285,TEJO,PORTALEGRE,CRATO,VALE DO PESO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11634,-,36896,-,SIM,ATIVA,-
11L/09G,VALE DO ROSSIM,1427,40.399138,-7.589401,246159.261,381295.489,1427,MONDEGO,GUARDA,GOUVEIA,MANGUALDE DA SERRA,Autoridade Nacional da Água,-,Udográfica,-,-,-,38638,-,SIM,ATIVA,-
27L/02G,VALE FORMOSO,-,37.75925,-7.554222,250907.32,88408.94,-,GUADIANA,BEJA,MÉRTOLA,SANTANA DE CAMBAS,Autoridade Nacional da Água,-,Udográfica,-,-,-,42156,-,NÃO,ATIVA,-
21K/03UG,VALE PEREIRO,311,38.737,-7.814,227756.535,196700.08,311,TEJO,ÉVORA,ARRAIOLOS,SANTA JUSTA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29160,-,36941,-,NÃO,ATIVA,-
14E/03UG,VALE SALGUEIRO,121,39.878755,-8.71862,149912.085,323536.477,121,MONDEGO,LEIRIA,POMBAL,CARNIDE,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29129,-,37168,-,NÃO,ATIVA,-
01F/02UG,VALENÇA,15,42.013,-8.645,157640.549,560478.843,15,MINHO,VIANA DO CASTELO,VALENÇA,ARÃO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,38861,-,NÃO,ATIVA,-
05P/03G,VALES,730,41.388804,-6.99531,295168.251,491682.88,730,DOURO,BRAGANÇA,ALFÂNDEGA DA FÉ,VALES,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,21824,-,37672,-,NÃO,ATIVA,-
05M/04UG,VALES (VALPAÇOS),587,41.465466,-7.351428,265305.365,499867.803,587,DOURO,VILA REAL,VALPAÇOS,VALES,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29495,-,37762,-,NÃO,ATIVA,-
15J/03U,VALES DE CARDIGOS,412,39.732098,-7.984718,212721.063,307098.467,412,TEJO,CASTELO BRANCO,PROENÇA-A-NOVA,PROENÇA-A-NOVA,-,CCDR-CENTRO,-,Udométrica,29129,31320,-,-,NÃO,EXTINTA,-
11M/01UG,VALHELHAS,512,40.407,-7.404,261924.431,382263.93,512,TEJO,GUARDA,GUARDA,VALHELHAS,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,11597,-,37174,-,NÃO,ATIVA,-
31E/03C,VALVERDE,0,37.082,-8.718,147989.907,13080.484,0,RIBEIRAS DO ALGARVE,FARO,LAGOS,LAGOS (SANTA MARIA),-,CCDR-ALGARVE,-,Climatológica,29129,37164,-,-,NÃO,EXTINTA,-
10H/02G,VARZIELAS,735,40.586277,-8.18807,195348.181,401936.536,735,VOUGA/RIBEIRAS COSTEIRAS,VISEU,OLIVEIRA DE FRADES,VARZIELAS,Autoridade Nacional da Água,-,Udográfica,-,-,-,35831,-,SIM,ATIVA,-
17B/01U,VAU,39,39.365,-9.218,106497.635,266938.378,39,RIBEIRAS DO OESTE,LEIRIA,ÓBIDOS,VAU,-,CCDR-LVT,-,Udométrica,29495,30589,-,-,NÃO,EXTINTA,-
03J/07G,VENDA NOVA,707,41.67518,-7.986166,212238.959,522876.123,707,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,VIEIRA DO MINHO,CAMPOS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,14885,-,38860,-,NÃO,ATIVA,-
21G/01UG,VENDAS NOVAS,135,38.665,-8.468,170849.075,188717.876,135,SADO,ÉVORA,VENDAS NOVAS,VENDAS NOVAS,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,4262,-,36917,-,NÃO,SUSPENSA,-
19B/04U,VENTOSA,76,39.067,-9.311,98095.869,233946.071,76,RIBEIRAS DO OESTE,LISBOA,TORRES VEDRAS,VENTOSA,-,CCDR-LVT,-,Udométrica,29129,30589,-,-,NÃO,EXTINTA,-
18C/03UG,VERMELHA,50,39.27,-9.101,116436.907,256191.047,50,RIBEIRAS DO OESTE,LISBOA,CADAVAL,VERMELHA,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29495,-,38209,43713,NÃO,DESATIVADA,-
09P/01U,VERMIOSA,650,40.827,-6.876,306013.704,429378.674,650,DOURO,GUARDA,FIGUEIRA DE CASTELO RODRIGO,VERMIOSA,-,CCDR-CENTRO,-,Udométrica,21825,37894,-,-,NÃO,EXTINTA,-
03J/04UG,VIADE,919,41.759,-7.864,222387.713,532156.677,919,CÁVADO/RIBEIRAS COSTEIRAS,VILA REAL,MONTALEGRE,VIADE DE BAIXO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,15980,-,37699,-,NÃO,ATIVA,-
24I/01C,VIANA DO ALENTEJO,314,38.328469,-8.006624,211057.66,151268.859,314,SADO,ÉVORA,VIANA DO ALENTEJO,VIANA DO ALENTEJO,Autoridade Nacional da Água,CCDR-ALENTEJO,Climatológica,Climatológica,12389,-,36895,-,SIM,ATIVA,-
05F/01UG,VIATODOS,83,41.456,-8.551,165049.126,498607.493,83,AVE,BRAGA,BARCELOS,VIATODOS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,11658,-,37741,-,NÃO,ATIVA,-
04L/01UG,VIDAGO,331,41.637687,-7.573659,246616.123,518852.118,331,DOURO,VILA REAL,CHAVES,VIDAGO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,9041,-,38799,-,NÃO,ATIVA,-
30F/05C,VIDIGAL,45,37.206,-8.602,158404,26726,45,RIBEIRAS DO ALGARVE,FARO,PORTIMÃO,MEXILHOEIRA GRANDE,Autoridade Nacional da Água,CCDR-ALGARVE,Climatológica,Climatológica,16803,-,36964,-,SIM,ATIVA,-
24K/02UG,VIDIGUEIRA,203,38.206971,-7.803245,228889,137826,203,GUADIANA,BEJA,VIDIGUEIRA,VIDIGUEIRA,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,17982,-,36935,-,NÃO,ATIVA,-
14D/04U,VIEIRA DE LEIRIA,41,39.865418,-8.934734,131411.011,322199.356,41,LIS/RIBEIRAS COSTEIRAS,LEIRIA,MARINHA GRANDE,VIEIRA DE LEIRIA,-,CCDR-CENTRO,-,Udométrica,29495,30589,-,-,NÃO,EXTINTA,-
19C/05U,VILA CHÃ (ALENQUER),149,39.121795,-9.12027,114629.918,239794.691,149,TEJO,LISBOA,ALENQUER,VENTOSA,-,CCDR-LVT,-,Udométrica,29190,30589,-,-,NÃO,EXTINTA,-
06M/01G,VILA CHÃ (ALIJÓ),770,41.324,-7.49,253819,484037,770,DOURO,VILA REAL,ALIJÓ,VILA CHÃ,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,11689,-,37762,-,NÃO,ATIVA,-
06E/03UG,VILA CHÃ (MINDELO),37,41.296,-8.716,151189.714,480916.538,37,AVE,PORTO,VILA DO CONDE,VILA CHÃ,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,37741,-,NÃO,ATIVA,-
03J/05G,VILA DA PONTE,745,41.717,-7.896,219743.843,527520.873,745,CÁVADO/RIBEIRAS COSTEIRAS,VILA REAL,MONTALEGRE,VILA DA PONTE,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,6027,-,37110,-,SIM,ATIVA,-
15I/02UG,VILA DE REI,418,39.673761,-8.149996,198550.863,300611.142,418,TEJO,CASTELO BRANCO,VILA DE REI,VILA DE REI,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,17807,-,37188,-,NÃO,ATIVA,-
02G/08U,VILA FRANCA,476,41.865,-8.485,170804.45,544059.553,476,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,RIO FRIO,-,CCDR-NORTE,-,Udométrica,14885,22189,-,-,NÃO,EXTINTA,-
20D/01C,VILA FRANCA DE XIRA (LEZÍRIA),1,38.944,-8.948,129387,219895,1,TEJO,LISBOA,VILA FRANCA DE XIRA,VILA FRANCA DE XIRA,Autoridade Nacional da Água,CCDR-LVT,Climatológica,Climatológica,21068,-,36927,-,SIM,ATIVA,-
22C/02UG,VILA NOGUEIRA DE AZEITÃO,126,38.516,-9.013,123280.212,172472.153,126,TEJO,SETÚBAL,SETÚBAL,SÃO LOURENÇO,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,11623,-,36873,-,SIM,ATIVA,-
02E/02GC,VILA NOVA DE CERVEIRA,102,41.939,-8.737,149920.614,552352.25,102,MINHO,VIANA DO CASTELO,VILA NOVA DE CERVEIRA,VILA NOVA DE CERVEIRA,Autoridade Nacional da Água,CCDR-NORTE,Climatológica,Udográfica,29129,-,37705,-,SIM,ATIVA,-
16F/05U,VILA NOVA DE OURÉM,194,39.648754,-8.584723,161237.406,297932.493,194,TEJO,SANTARÉM,OURÉM,NOSSA SENHORA DAS MISERICÓRDIAS,-,CCDR-LVT,-,Udométrica,29495,34943,-,-,NÃO,EXTINTA,-
08K/02G,VILA NOVA DE PAIVA,790,40.852,-7.729,234061.653,431472.816,790,DOURO,VISEU,VILA NOVA DE PAIVA,VILA NOVA DE PAIVA,-,CCDR-CENTRO,-,Udográfica,15980,35246,-,-,NÃO,EXTINTA,-
12H/02UG,VILA NOVA DE POIARES,127,40.212,-8.247,190308.642,360360.684,127,MONDEGO,COIMBRA,VILA NOVA DE POIARES,POIARES (SANTO ANDRÉ),Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29037,-,37288,-,NÃO,ATIVA,-
18D/04U,VILA NOVA DE SÃO PEDRO,59,39.215412,-8.834714,139405.465,249958.138,59,TEJO,LISBOA,AZAMBUJA,VILA NOVA DE SÃO PEDRO,-,CCDR-LVT,-,Udométrica,29495,30589,-,-,NÃO,EXTINTA,-
09M/01UG,VILA NOVINHA,713,40.799,-7.418,260344.358,425779.4,713,DOURO,GUARDA,TRANCOSO,RIO DE MEL,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,17441,34972,42461,-,NÃO,ATIVA,-
05L/01UG,VILA POUCA DE AGUIAR,843,41.498055,-7.635999,241511,503312,843,DOURO,VILA REAL,VILA POUCA DE AGUIAR,VILA POUCA DE AGUIAR,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,4658,-,37761,-,NÃO,ATIVA,-
07L/04UG,VILA SECA,558,41.121,-7.663,239451.766,461455.04,558,DOURO,VISEU,ARMAMAR,VILA SECA,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,30225,37376,42461,42962,NÃO,DESATIVADA,-
16K/01G,VILA VELHA DE RODÃO,84,39.65198684,-7.671593605,239610,298295,84,TEJO,CASTELO BRANCO,VILA VELHA DE RÓDÃO,VILA VELHA DE RÓDÃO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udográfica,11628,-,37188,-,SIM,ATIVA,-
26N/01U,VILA VERDE DE FICALHO,188,37.932085,-7.284659,274588.566,107601.468,188,GUADIANA,BEJA,SERPA,VILA VERDE DE FICALHO,-,CCDR-ALENTEJO,-,Udométrica,29129,31320,-,-,NÃO,EXTINTA,-
21M/01UG,VILA VIÇOSA,417,38.78515,-7.420516,261914.926,202197.043,417,GUADIANA,ÉVORA,VILA VIÇOSA,VILA VIÇOSA (CONCEIÇÃO),Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,11567,-,36900,-,SIM,ATIVA,-
10I/02UG,VILAR DE BESTEIROS,348,40.576,-8.08,204519.691,400825.573,348,MONDEGO,VISEU,TONDELA,VILAR DE BESTEIROS,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,29129,-,37186,-,NÃO,ATIVA,-
04I/04UG,VILAR DO CHÃO,592,41.616,-8.089,203637.558,516264.113,592,AVE,BRAGA,VIEIRA DO MINHO,VILAR DO CHÃO,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29129,-,37683,-,NÃO,ATIVA,-
03K/08UG,VILAR DO PORRO,822,41.666851,-7.733385,233292.767,522017.495,822,DOURO,VILA REAL,BOTICAS,VILAR,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,16711,-,37698,-,NÃO,ATIVA,-
10Q/01UG,VILAR FORMOSO,774,40.609,-6.831,310191.68,405279.913,774,DOURO,GUARDA,ALMEIDA,VILAR FORMOSO,Autoridade Nacional da Água,CCDR-CENTRO,Udográfica,Udométrica,11963,-,37173,-,NÃO,SUSPENSA,-
04G/05UG,VILAÇA,140,41.512,-8.483,170783.573,504752.519,140,AVE,BRAGA,BRAGA,TADIM,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,29342,-,37767,-,NÃO,ATIVA,-
17C/02UG,VIMEIRO (ALCOBAÇA),90,39.467,-9.014,124155.719,278035.388,90,RIBEIRAS DO OESTE,LEIRIA,ALCOBAÇA,VIMEIRO,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,17441,-,37169,38204,NÃO,DESATIVADA,-
18B/04UG,VIMEIRO (LOURINHÃ),25,39.179,-9.314,97968.493,246347.59,25,RIBEIRAS DO OESTE,LISBOA,LOURINHÃ,VIMEIRO,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,29495,-,37166,-,NÃO,ATIVA,-
21J/01UG,VIMIEIRO,234,38.829,-7.835,225863,206906,234,TEJO,ÉVORA,ARRAIOLOS,VIMIEIRO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,18872,-,36941,-,NÃO,ATIVA,-
02O/02UG,VINHAIS,636,41.827975,-6.993837,294648,540463,636,DOURO,BRAGANÇA,VINHAIS,VINHAIS,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,4993,-,37896,-,NÃO,ATIVA,-
03I/04G,XERTELO,711,41.734,-8.011,210147.899,529351.954,711,CÁVADO/RIBEIRAS COSTEIRAS,VILA REAL,MONTALEGRE,CABRIL,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udográfica,18172,-,37712,-,NÃO,ATIVA,-
04I/03UG,ZEBRAL,857,41.66,-8.025,209002.76,521174.431,857,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,VIEIRA DO MINHO,RUIVÃES,Autoridade Nacional da Água,CCDR-NORTE,Udográfica,Udométrica,18254,-,39127,-,NÃO,ATIVA,-
06G/03G,ÁGUA LONGA (AGRELA),123,41.26,-8.485,170546,476808,123,DOURO,PORTO,SANTO TIRSO,AGRELA,Autoridade Nacional da Água,-,Udográfica,-,-,-,38792,-,NÃO,ATIVA,-
22E/01UG,ÁGUAS DE MOURA,17,38.582,-8.694,151088.368,179501.401,17,SADO,SETÚBAL,PALMELA,MARATECA,Autoridade Nacional da Água,CCDR-LVT,Udográfica,Udométrica,11653,-,36916,-,NÃO,ATIVA,-
28K/02UG,ÁLAMO,158,37.579,-7.687,239364.373,68198.903,158,GUADIANA,BEJA,MÉRTOLA,ESPÍRITO SANTO,Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29285,-,36937,-,NÃO,ATIVA,-
21K/02UG,ÉVORA-MONTE,398,38.769034,-7.716075,236242.081,200249.748,398,TEJO,ÉVORA,ESTREMOZ,ÉVORA MONTE (SANTA MARIA),Autoridade Nacional da Água,CCDR-ALENTEJO,Udográfica,Udométrica,29494,-,36941,-,NÃO,ATIVA,-
17C/07C,ÓBIDOS,53,39.358,-9.156,111810,266020,53,RIBEIRAS DO OESTE,LEIRIA,ÓBIDOS,ÓBIDOS (SÃO PEDRO),Autoridade Nacional da Água,CCDR-LVT,Climatológica,Climatológica,29129,-,37224,-,NÃO,ATIVA,-
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
*Qualidade da série Anual Pontuação. 5 a 8: má qualidade da série anual, 9 a 12: qualidade média ou razoável da serie anual e >12 serie anual com grande fiabilidade,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Dados obtidos através do site http://snirh.apambiente.pt em 14/12/2025 18:23,,,,,,,,,,,,,,,,,,,,,,
